efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,e_l,TV
0.010903034105150535,1.912425782140228e-05,160.92082355174622,7.509103403659218,0.06174024022853551,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,0.1,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.21359902327062757,0.00036570992395213315,151.59426259730054,6.00596928183041,0.058847617858652716,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,0.5061224489795918,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.4484461293221614,0.000746070266128884,145.6010597301318,4.291987064406517,0.05570038362196248,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,0.9122448979591836,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.6025660916135764,0.000983369725963011,151.39122854643537,3.184021053614248,0.05375716417034174,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,1.3183673469387756,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.6939244430804051,0.001119438530811103,168.17087131960096,2.532034127224905,0.05265240213800091,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,1.7244897959183674,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.7491640395027759,0.0012000512950047905,194.13673394348334,2.137544121338431,0.052001415042275165,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,2.1306122448979594,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.7841447104368923,0.001250452225712089,228.132709375843,1.8862255216761574,0.05159537256443093,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,2.536734693877551,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.8073633899889368,0.0012836296594318174,269.5099370539363,1.7179889605610632,0.05132814602183523,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,2.9428571428571426,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.8234322153076193,0.0013064619603155505,317.9035028105588,1.6005037125303572,0.051144049245636994,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,3.3489795918367347,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
0.834957249465727,0.0013227735285143425,373.10163811226033,1.5155184213459305,0.05101230728707603,0.4999999999999999,3,1,0.1,0.3999999999999998,0.1,1,1,0.54,0.6,3000,3000,1,3.7551020408163267,0.8,0.1,0.1,1,False,False,False,0.9,-0.2
