efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,epsilon,e_l,TV
0.1282589725176686,0.0049947689699265,3.766598509102051,0.1942412689817161,0.0009508747883256,0.7692307692307693,3,1,0.1,823760.7190944916,1.900967265181408,1,0.5873331120479734,0.27,0.3,1,10,1,0.5888959257727334,0.8,1.900967265181408,1.900967265181408,1,False,False,False,True,1e-05,0.9,-6.336620916180199
0.2749709131788149,0.0334023029988097,6.014867836713551,0.4452203800738368,-0.0003587935060287,0.7692307692307693,3,1,0.1,360367.7483463274,0.8316095647188438,1,1.3971131154090812,0.27,0.3,1,10,1,0.994704896356635,0.8,0.8316095647188438,0.8316095647188438,1,False,False,False,True,1e-05,0.9,-2.7720596027149704
0.2503511334196809,0.0151171314058973,6.850498554025047,0.341874433248871,-0.0014834141352344,0.7692307692307693,3,1,0.1,405293.8587102271,0.9352841672890162,1,0.5711979981441518,0.27,0.3,1,10,1,1.145533793616063,0.8,0.9352841672890162,0.9352841672890162,1,False,False,False,True,1e-05,0.9,-3.117645067102297
0.2437481409459009,0.0143395915000216,4.328815897003503,0.225751452104624,-0.0015286590877977,0.7692307692307693,3,1,0.1,577626.9373997143,1.3329719104664162,1,0.6741569191813965,0.27,0.3,1,10,1,1.20031163247835,0.8,1.3329719104664162,1.3329719104664162,1,False,False,False,True,1e-05,0.9,-4.443284133951737
0.1312306391889689,0.0136595741137077,4.382697511980038,0.2883039303814033,0.0048899263991557,0.7692307692307693,3,1,0.1,606048.4597960784,1.3985593831837748,1,1.4081189674376464,0.27,0.3,1,10,1,0.5515650587721928,0.8,1.3985593831837748,1.3985593831837748,1,False,False,False,True,1e-05,0.9,-4.661911229258689
0.1071235447987751,0.0036519219085252,3.9008075134662974,0.1938483169778591,0.0010791138549664,0.7692307692307693,3,1,0.1,858075.6988591998,1.9801548881796969,1,0.5447502607733786,0.27,0.3,1,10,1,0.510635309010739,0.8,1.9801548881796969,1.9801548881796969,1,False,False,False,True,1e-05,0.9,-6.600582299095263
0.2990641397537809,0.0298038921862529,3.897987003838625,0.1616844074341784,-0.0040983645535448,0.7692307692307693,3,1,0.1,742085.2629518148,1.712487328109686,1,1.9477896490946065,0.27,0.3,1,10,1,1.6327123358230762,0.8,1.712487328109686,1.712487328109686,1,False,False,False,True,1e-05,0.9,-5.708348176609891
0.3096711850258846,0.0354210067554336,4.759405373804435,0.2687685720813721,-0.005498690845173,0.7692307692307693,3,1,0.1,497692.7962597364,1.1485103524444822,1,1.579700707583113,0.27,0.3,1,10,1,1.4043929742028465,0.8,1.1485103524444822,1.1485103524444822,1,False,False,False,True,1e-05,0.9,-3.828406125160023
0.2442532505829759,0.0266711255414783,3.882007950769399,0.2331018842796188,-0.0014304855617256,0.7692307692307693,3,1,0.1,614519.5960066471,1.4181079635800264,1,1.7434208264959217,0.27,0.3,1,10,1,1.0115971754095223,0.8,1.4181079635800264,1.4181079635800264,1,False,False,False,True,1e-05,0.9,-4.727073815532208
0.8319357667680515,4.599457559236717e-06,11.446357616999297,7.823797754766755,2.1543721287609707,0.7692307692307693,3,1,0.1,8458.532102206975,0.0195194942717492,1,0.746715723071024,0.27,0.3,1,10,1,1.9902035245305043,0.8,0.0195194942717492,0.0195194942717492,1,False,False,False,True,1e-05,0.9,-0.0650656315556398
0.1891392025281928,0.0108227636190656,6.394539037872294,0.3450011330506051,0.0010479327693425,0.7692307692307693,3,1,0.1,443314.63031039335,1.0230235320375365,1,0.5560262269527172,0.27,0.3,1,10,1,0.8095387944755389,0.8,1.0230235320375365,1.0230235320375365,1,False,False,False,True,1e-05,0.9,-3.4101125409095228
0.6938122947010082,0.0129497432156112,19.747674818052666,1.9360326355748976,0.1474039052829074,0.7692307692307693,3,1,0.1,48863.96386460663,0.1127618659182561,1,0.5413416643000325,0.27,0.3,1,10,1,1.9862167705894629,0.8,0.1127618659182561,0.1127618659182561,1,False,False,False,True,1e-05,0.9,-0.3758766451230511
0.2182925990103794,0.0229471985282082,3.68259134131689,0.2142204010792951,-0.0002729641339793,0.7692307692307693,3,1,0.1,686293.0609076943,1.583737380119261,1,1.850126895446075,0.27,0.3,1,10,1,0.89666200122484,0.8,1.583737380119261,1.583737380119261,1,False,False,False,True,1e-05,0.9,-5.2791773916435405
0.3195530533950858,0.0385938211265642,5.337482295584121,0.3243488676147569,-0.0059904263912296,0.7692307692307693,3,1,0.1,431805.819504343,0.9964650034498248,1,1.6218293065249303,0.27,0.3,1,10,1,1.3478753235586067,0.8,0.9964650034498248,0.9964650034498248,1,False,False,False,True,1e-05,0.9,-3.321583226999532
0.2030166318511617,0.0229121299552198,4.732181982018908,0.3320648022486757,0.0023382911274969,0.7692307692307693,3,1,0.1,488574.1728085424,1.1274675856606626,1,1.3723097286789017,0.27,0.3,1,10,1,0.7811814897367972,0.8,1.1274675856606626,1.1274675856606626,1,False,False,False,True,1e-05,0.9,-3.758262867788398
0.2983674373051093,0.0267432612135781,3.862505425245703,0.1336019381460056,-0.0034899825298964,0.7692307692307693,3,1,0.1,859316.9364674904,1.983019254014036,1,1.935448890784756,0.27,0.3,1,10,1,1.8145268870932207,0.8,1.983019254014036,1.983019254014036,1,False,False,False,True,1e-05,0.9,-6.610130280688589
0.2743693624722799,0.0320763617545426,4.331290961347103,0.2613110600828421,-0.0030700099728013,0.7692307692307693,3,1,0.1,538633.8380585834,1.2429887348836215,1,1.8005126723010103,0.27,0.3,1,10,1,1.143871468349111,0.8,1.2429887348836215,1.2429887348836215,1,False,False,False,True,1e-05,0.9,-4.143337215903236
0.2783709522826096,0.0151673851704832,4.187578064008993,0.1338304678486452,-0.0021160706840123,0.7692307692307693,3,1,0.1,832331.5955420929,1.9207460130805685,1,0.8906543624219453,0.27,0.3,1,10,1,1.959981580490077,0.8,1.9207460130805685,1.9207460130805685,1,False,False,False,True,1e-05,0.9,-6.402550735135665
0.2410312902112967,0.0135197265175307,4.611157772108698,0.2392994630200355,-0.0013961160276346,0.7692307692307693,3,1,0.1,549593.7764330386,1.2682806474260333,1,0.6264304052388557,0.27,0.3,1,10,1,1.1758383053894697,0.8,1.2682806474260333,1.2682806474260333,1,False,False,False,True,1e-05,0.9,-4.227644434108359
0.1627963273361209,0.0139170112510943,3.534986383725385,0.2110773072917218,0.0015570894699295,0.7692307692307693,3,1,0.1,752169.4834201899,1.735758373446949,1,1.285604342728003,0.27,0.3,1,10,1,0.6819187922232485,0.8,1.735758373446949,1.735758373446949,1,False,False,False,True,1e-05,0.9,-5.785919103435613
0.3157554188564432,0.0314968618258377,4.572269210878917,0.169520785377992,-0.0051217833662932,0.7692307692307693,3,1,0.1,686894.8649016884,1.585126144684121,1,1.7512543228108617,0.27,0.3,1,10,1,1.927902155041206,0.8,1.585126144684121,1.585126144684121,1,False,False,False,True,1e-05,0.9,-5.283806653151893
0.3294594476237508,0.0376912641702704,5.744162998180525,0.336064073166091,-0.0067390213178574,0.7692307692307693,3,1,0.1,410840.2104794315,0.9480833126010836,1,1.3640933409264158,0.27,0.3,1,10,1,1.4487761814098945,0.8,0.9480833126010836,0.9480833126010836,1,False,False,False,True,1e-05,0.9,-3.160309311447366
0.3457608400939079,0.0297760508254038,9.494659416940191,1.5310543732265636,0.0424533857665092,0.7692307692307693,3,1,0.1,123858.3356469614,0.2858240701770353,1,1.0763838545489708,0.27,0.3,1,10,1,0.938276399787364,0.8,0.2858240701770353,0.2858240701770353,1,False,False,False,True,1e-05,0.9,-0.952756428059124
