efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,L first gap,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,epsilon,e_l,TV
0.5039265334809649,0.0062930615810802,135.72364890736014,0.9910589929658606,0.0355016576078547,0.5150169440048473,,3,1,0.1,0.7705710234597547,0.3228604299499133,0.5175416404204802,0.5411117269051241,0.8475153205668692,0.9416836895187436,3000,3000,1.331483752822324,1.6220347210033823,0.5,0.3228604299499133,0.3228604299499133,1,False,False,False,False,1e-06,0.9,-2.519582052554348
0.5062017136606559,0.0004095295221399,644.8015074194309,0.9577440651382372,0.0089302901529934,0.6327894304215371,,3,1,0.1,0.4086138906504663,0.1333022871204676,0.7577433979531235,0.2422514370503552,0.5222740721197866,0.5803045245775407,3000,3000,0.3115983315646369,1.1141970978609614,0.5,0.1333022871204676,0.1333022871204676,1,False,False,False,False,1e-06,0.9,-2.058369947650257
0.5099462206636788,0.0257426031410224,435.6692831769896,0.9340768529291624,0.0085804289000198,0.728907009686751,,3,1,0.1,1.6429635714265949,0.3933676282592097,0.1162368078122231,0.8562598283889629,0.3347254012370885,0.3719171124856539,3000,3000,1.6175137525871293,1.410597524998532,0.5,0.3933676282592097,0.3933676282592097,1,False,False,False,False,1e-06,0.9,-9.054390381632736
0.539846121667977,0.022786545010673,29.61921535311988,0.9782881485297176,0.0187782129995807,0.6945961883663883,,3,1,0.1,1.44317991816321,0.365984587765683,0.6591017350388164,0.7636324076040826,0.3957168712899193,0.4396854125443547,3000,3000,0.8856091944158814,1.670720059951046,0.5,0.365984587765683,0.365984587765683,1,False,False,False,False,1e-06,0.9,-4.9068135607379855
0.5380476688650857,0.0119504949539983,410.48839392146016,0.9941916764247156,0.0428713840196928,0.5540583024594035,,3,1,0.1,0.9015490464862344,0.3557263892586392,0.2163484763252884,0.651970412102493,0.7243777884114354,0.8048642093460393,3000,3000,0.7706476828159626,1.874898086518419,0.5,0.3557263892586392,0.3557263892586392,1,False,False,False,False,1e-06,0.9,-3.8367905842014096
0.5131406402878165,0.0006911821106837,8384.325834332587,0.9531584138085248,0.0089427851583554,0.4072157502402946,,3,1,0.1,0.5043017700689598,0.273328479820123,0.1559524130499159,0.4694755436972173,1.3101306235550012,1.4557006928388905,3000,3000,1.3956761990700612,1.8381657516993344,0.5,0.273328479820123,0.273328479820123,1,False,False,False,False,1e-06,0.9,-2.1914329806152058
0.5139290383081261,0.0139810087314997,38.732504750950014,0.9068498249678626,0.0664016335530544,0.4720576217431873,,3,1,0.1,0.999901743819502,0.4126585032857978,0.8380957443628801,0.877340122529486,1.006546909838108,1.1183854553756754,3000,3000,0.7074555092212301,1.9312559523108803,0.5,0.4126585032857978,0.4126585032857978,1,False,False,False,False,1e-06,0.9,-1.690324295099254
0.5776133259411543,9.60518437677377e-06,24639.71289798824,2.9904694500276667,0.0006139429957861,0.4540971950518712,,3,1,0.1,0.2340381247592107,0.1247962399645569,0.5772336877757314,0.8610450453827757,1.0819545458702813,1.202171717633646,3000,3000,0.842377766036311,1.0532338763324285,0.5,0.1247962399645569,0.1247962399645569,1,False,False,False,False,1e-06,0.9,-4.471887304302088
0.5482394961821879,1.5655568746161446e-05,15635.46624189476,0.9811518838715588,0.0007289795820085,0.453017057941767,,3,1,0.1,0.2620091644955939,0.1394655096069409,0.8201053250727859,0.4468244810324049,1.0866801574515772,1.207422397168419,3000,3000,0.7245947454628583,1.1419905538266313,0.5,0.1394655096069409,0.1394655096069409,1,False,False,False,False,1e-06,0.9,-4.300768877095357
0.5562336186690435,0.0003103510672213,1048.528530415001,0.9878325373099944,0.0062371468648254,0.5156578937346683,,3,1,0.1,0.3570277481721455,0.1696712837853533,0.9446914771951276,0.4594798636975405,0.845343203187916,0.9392702257643512,3000,3000,0.8379861888695918,1.3842883164873685,0.5,0.1696712837853533,0.1696712837853533,1,False,False,False,False,1e-06,0.9,-9.6046827059615
