efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,e_l,TV
0.48946890649087804,0.009220996373877901,10.094446875237628,1.3744491958220522,0.09662401523284328,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.1,0.3,1,True,True,0.9,-1
0.4687576176666901,0.012409497024534498,10.111474323913805,1.3846801477317814,0.08697024533010733,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.11836734693877551,0.3,1,True,True,0.9,-1
0.4501605466352522,0.015303991206012847,10.130074620365477,1.3929885014278796,0.07818822765087953,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.13673469387755102,0.3,1,True,True,0.9,-1
0.43379874775786426,0.0178763391228514,10.14877050717649,1.3995757231377528,0.07036848965747852,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.15510204081632656,0.3,1,True,True,0.9,-1
0.41950857847511924,0.0201445540823814,10.166192694264575,1.4047496375211197,0.06346078898144765,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.17346938775510207,0.3,1,True,True,0.9,-1
0.40703836511340596,0.02214341533231946,10.181040148457562,1.4088036350020945,0.057362083900192644,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.19183673469387758,0.3,1,True,True,0.9,-1
0.396130626903239,0.023911577786110864,10.19203687357287,1.4119810074760053,0.05195550405313756,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.21020408163265308,0.3,1,True,True,0.9,-1
0.38655251124628726,0.02548629107573807,10.197927065715612,1.4144717005364533,0.04712673570381869,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.2285714285714286,0.3,1,True,True,0.9,-1
0.3781040219322293,0.026901443880028908,10.197507856152432,1.416419603480754,0.042770501102109074,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.2469387755102041,0.3,1,True,True,0.9,-1
0.3706173190367741,0.02818700390482742,10.189682352812943,1.417932021898591,0.038792806590848196,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.2653061224489796,0.3,1,True,True,0.9,-1
0.36395288596752545,0.029369022155948964,10.173515048895934,1.4190884353129183,0.03511139222692533,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.2836734693877551,0.3,1,True,True,0.9,-1
0.3579950083660347,0.03046985636305314,10.148277157617278,1.4199477370678417,0.03165539820641233,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.3020408163265306,0.3,1,True,True,0.9,-1
0.3526475275615921,0.03150847450583344,10.113475593258876,1.4205539121089161,0.028364671306914304,0.7692307692307693,3,1,0.1,5674535530486825.0,0.3,1,1,0.27,0.3,3000,3000,1,1,0.8,0.3204081632653062,0.3,1,True,True,0.9,-1
