efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,L first gap,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,first_gap_flag,epsilon,e_l,TV
0.4886948777170478,-0.019733725046063775,3.55572826283817,0.7929728794854295,0.047732869034212096,0.7692307692307692,,3,0.11,0.1,0.2294117647058824,0.05,1,1,0.0029999999999999983,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.009999999999999995,-3
0.49049191298619815,-0.007997913548725652,10.288973439727865,0.25576935544706636,0.18990711130794197,0.7692307692307692,,3,0.17517241379310344,0.1,0.22941176470588237,0.05,1,1,0.02255172413793103,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.07517241379310344,-3
0.5109701926346379,-0.0017877867374941714,14.8396744546468,-0.38062643393675927,0.31649949096712104,0.7692307692307692,,3,0.2403448275862069,0.1,0.2294117647058824,0.05,1,1,0.042103448275862064,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.1403448275862069,-3
0.5198387429449242,-1.734493223911621e-05,18.572012146332355,-1.0606370464873391,0.394182313060938,0.7692307692307692,,3,0.3055172413793103,0.1,0.22941176470588237,0.05,1,1,0.061655172413793084,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.2055172413793103,-3
0.5227577520405404,0.0003829167480166487,23.601007801614315,-1.7667530187617129,0.4236941357980615,0.7692307692307692,,3,0.37068965517241376,0.1,0.22941176470588237,0.05,1,1,0.08120689655172411,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.2706896551724137,-3
0.5236882755064872,0.0004045947900857117,30.954276810797275,-2.4925675057381738,0.412607182481877,0.7692307692307692,,3,0.4358620689655172,0.1,0.2294117647058824,0.05,1,1,0.10075862068965515,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.3358620689655172,-3
0.5239715943573038,0.00033467407782199324,41.72244640252352,-3.229834907671858,0.374177302821697,0.7692307692307692,,3,0.5010344827586206,0.1,0.22941176470588237,0.05,1,1,0.12031034482758618,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.40103448275862064,-3
0.5240442711092105,0.0002549282456727371,57.41656545435608,-3.9707623123005837,0.3219208221111376,0.7692307692307692,,3,0.5662068965517241,0.1,0.22941176470588234,0.05,1,1,0.13986206896551723,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.4662068965517241,-3
0.5240509824872219,0.00018692916585698885,80.21460532626688,-4.710112771531512,0.2662895604920422,0.7692307692307692,,3,0.6313793103448275,0.1,0.2294117647058824,0.05,1,1,0.15941379310344825,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.5313793103448275,-3
0.5240399056502543,0.00013423173318873958,113.27079792589191,-5.445286632679817,0.21386515233756373,0.7692307692307692,,3,0.696551724137931,0.1,0.2294117647058824,0.05,1,1,0.1789655172413793,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.596551724137931,-3
0.5240265340773202,9.517093868481423e-05,161.15325336133017,-6.175491156171423,0.16796748918204618,0.7692307692307692,,3,0.7617241379310344,0.1,0.2294117647058824,0.05,1,1,0.19851724137931034,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.6617241379310345,-3
0.5240152419824424,6.692440413536763e-05,230.47488288021097,-6.9009199460155894,0.12968711258745297,0.7692307692307693,,3,0.8268965517241379,0.1,0.22941176470588243,0.05,1,1,0.21806896551724136,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.7268965517241379,-3
0.5240067384867028,4.6804534427946214e-05,330.8058676984809,-7.622201977970995,0.09881694428303252,0.7692307692307692,,3,0.8920689655172412,0.1,0.22941176470588237,0.05,1,1,0.23762068965517236,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.7920689655172413,-3
0.5240006538835521,3.261243818637033e-05,475.9939075609426,-8.340089263214931,0.07451793353887512,0.7692307692307692,,3,0.9572413793103447,0.1,0.2294117647058824,0.05,1,1,0.2571724137931034,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.8572413793103447,-3
0.5239964117412783,2.266637760677067e-05,686.074489302442,-9.055300998347432,0.0557307126761161,0.7692307692307692,,3,1.0224137931034483,0.1,0.2294117647058824,0.05,1,1,0.27672413793103445,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.9224137931034483,-3
0.5239934954373296,1.5726445925302517e-05,990.0347294845202,-9.768458451578091,0.04140091152188189,0.7692307692307692,,3,1.0875862068965516,0.1,0.22941176470588237,0.05,1,1,0.2962758620689655,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,0.9875862068965516,-3
0.5239915061702413,1.0898449116119614e-05,1429.8120679010503,-10.480068051534722,0.03058552936511278,0.7692307692307692,,3,1.1527586206896552,0.1,0.22941176470588237,0.05,1,1,0.3158275862068965,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.052758620689655,-3
0.523990155088657,7.546507884503284e-06,2066.0794247863714,-11.190527586493959,0.022490582557957446,0.7692307692307692,,3,1.2179310344827585,0.1,0.22941176470588234,0.05,1,1,0.33537931034482754,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.1179310344827584,-3
0.5239892395421127,5.222582904668121e-06,2986.6148697829553,-11.900141667108482,0.016472648679196737,0.7692307692307692,,3,1.283103448275862,0.1,0.22941176470588234,0.05,1,1,0.3549310344827586,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.183103448275862,-3
0.5239886198066056,3.6129223336639906e-06,4318.410376618157,-12.609139330941142,0.01202371889502789,0.7692307692307692,,3,1.3482758620689654,0.1,0.22941176470588237,0.05,1,1,0.3744827586206896,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.2482758620689653,-3
0.5239882004561724,2.4987224143339314e-06,6245.19003421628,-13.317690473337208,0.008750109754849673,0.7692307692307692,,3,1.413448275862069,0.1,0.22941176470588234,0.05,1,1,0.3940344827586207,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.313448275862069,-3
0.5239879166894708,1.727823076037666e-06,9032.754305510847,-14.025919828254604,0.00635094394890415,0.7692307692307692,,3,1.4786206896551723,0.1,0.22941176470588237,0.05,1,1,0.4135862068965517,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.3786206896551723,-3
0.5239877246303849,1.1946121681841114e-06,13065.646508118862,-14.73391824725278,0.00459871794489349,0.7692307692307692,,3,1.543793103448276,0.1,0.22941176470588234,0.05,1,1,0.4331379310344827,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.4437931034482758,-3
0.5239875945606692,8.258816894461783e-07,18900.199561218746,-15.44175149599244,0.0033228578996866006,0.7692307692307692,,3,1.6089655172413793,0.1,0.22941176470588237,0.05,1,1,0.4526896551724137,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.5089655172413792,-3
0.5239875044361194,5.709308617869807e-07,27341.28073283572,-16.14946694449071,0.0023963478373717688,0.7692307692307692,,3,1.6741379310344826,0.1,0.2294117647058824,0.05,1,1,0.4722413793103447,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.5741379310344825,-3
0.523987446728255,3.946679880516192e-07,39553.32058811063,-16.85709857276726,0.0017251420553304581,0.769230769230769,,3,1.7393103448275862,0.1,0.22941176470588232,0.05,1,1,0.4917931034482758,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.639310344827586,-3
0.5239874079811616,2.7281510720513207e-07,57220.94401832767,-17.56467070814152,0.0012399392486475652,0.7692307692307692,,3,1.8044827586206895,0.1,0.2294117647058824,0.05,1,1,0.5113448275862068,0.3,3000,3000,1,0.8,0.7,0.05,0.05,1,False,False,False,False,False,1e-06,1.7044827586206894,-3
