efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,L first gap,ss noise,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,first_gap_flag,epsilon,noise_flag,e_C_independent_flag,e_l,TV
0.533313160678988,-5.077348067021477e-06,11.443709787170642,4.136921525720508,0.06344773238935862,0.090909090909091,0.08712845960452285,5.0775393857435e-06,3,0.11,0.1,0.011003667889296433,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.009999999999999995,-3
0.5333331526584991,-8.883406515610236e-09,67.6978065473158,0.5377846539631437,0.20919032769703685,0.42913385826771655,0.014769706273518845,8.934392304481241e-09,3,0.17517241379310344,0.1,0.017561245419557052,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.07517241379310344,-3
0.5333333315199836,-4.2492049161143335e-12,190.93585586544484,-3.047705759134376,0.1410166388545639,0.5839311334289814,0.005237274626336101,2.2657009582179655e-11,3,0.2403448275862069,0.1,0.024147448408069937,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.1403448275862069,-3
0.5333333322890476,3.199140330708001e-12,549.5284298253358,-6.633515840093442,0.07222348573450728,0.672686230248307,0.0018197383626349809,3.2392380497251906e-12,3,0.3055172413793103,0.1,0.030762464700708297,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.2055172413793103,-3
0.5333333322769181,1.1129212878472248e-12,1592.976669017809,-10.218300071749235,0.03289144625341399,0.7302325581395348,0.0006277554313358228,1.1127592878522436e-12,3,0.37068965517241376,0.1,0.037406483790523685,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.2706896551724137,-3
0.5333333322673084,3.8372840093253427e-13,4629.258756093018,-13.80240381029523,0.014054524872304314,0.7705696202531644,0.0002160172986007567,3.8396514969756497e-13,3,0.4358620689655172,0.1,0.04407969683584032,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.3358620689655172,-3
0.5333333322642677,1.3153092096495479e-13,13464.400549107426,-17.38625587519165,0.005771391044144822,0.8004129387474191,7.426992334431739e-05,1.313730515619016e-13,3,0.5010344827586206,0.1,0.05078229667858848,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.40103448275862064,-3
0.5333333322811883,4.510359267091251e-14,39173.386931587054,-20.970053013961383,0.0023062923206817643,0.8233861144945188,2.5527534836291325e-05,4.502464637119932e-14,3,0.5662068965517241,0.1,0.05751447786288062,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.4662068965517241,-3
0.5333333307293472,1.5527593462013494e-14,113982.8241345393,-24.55385257196415,0.0009034541015568342,0.841616602949208,8.773251646429774e-06,1.5456543148511562e-14,3,0.6313793103448275,0.1,0.064276436653834,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.5313793103448275,-3
0.5333333297427234,5.3453986371100245e-15,331667.48177728313,-28.13766242292158,0.0003485707323872137,0.8564356435643564,3.0150679621612943e-06,5.298029119626508e-15,3,0.696551724137931,0.1,0.0710683710566436,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.596551724137931,-3
0.5333333355993676,1.7754104829531545e-15,965098.3958697054,-31.72147919327943,0.00013287789936301174,0.8687188773200543,1.0361637783241947e-06,1.783305979325186e-15,3,0.7617241379310344,0.1,0.07789048083590931,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.6617241379310345,-3
0.5333333358170377,4.89504608603175e-16,2808290.871230834,-35.305300190145026,5.016241801688231e-05,0.8790658882402002,3.5608846696491135e-07,4.421337002604359e-16,3,0.8268965517241379,0.1,0.08474296753522122,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.7268965517241379,-3
0.533333332747408,6.340959617603164e-16,8171714.742592169,-38.88912285015643,1.878442638997163e-05,0.887901043679938,1.2237333759799537e-07,7.998863769955602e-16,3,0.8920689655172412,0.1,0.09162603449700718,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.7920689655172413,-3
0.5333333351185612,-3.3929222849353026e-17,23778503.70406652,-42.47293353963125,6.986614974387689e-06,0.8955331412103746,4.205479168749885e-08,-4.1824624078282026e-17,3,0.9572413793103447,0.1,0.09853988688264664,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.8572413793103447,-3
0.533333334974787,1.49708821237614e-16,69192005.40140887,-46.05676635593947,2.5835573291063313e-06,0.9021922428330522,1.4452535441179062e-08,2.3655388645774027e-16,3,1.0224137931034483,0.1,0.10548473169285502,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.9224137931034483,-3
0.5333333981618738,-8.077416757822269e-16,201338765.35551476,-49.640613358282145,9.505958231514454e-07,0.9080532656943563,4.9667534690972e-09,-1.1708999053790926e-15,3,1.0875862068965516,0.1,0.11246077778834267,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,0.9875862068965516,-3
0.5333333694933883,-2.587787891088741e-16,585866659.9463705,-53.22442749954405,3.48239700798854e-07,0.9132515704457074,1.7068717581082711e-09,-4.640449401133381e-16,3,1.1527586206896552,0.1,0.11946823591075321,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.052758620689655,-3
0.5333333158681763,-2.2011157414780688e-17,1704787221.0252004,-56.80823761362359,1.2708464003789927e-07,0.9178935447338618,5.865779359768968e-10,-6.93806762685179e-17,3,1.2179310344827585,0.1,0.12650731870388499,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.1179310344827584,-3
0.533333197703697,1.4809579909875873e-17,4960683138.094157,-60.39204650809189,4.621995762554235e-08,0.9220639613007255,2.0157509752927498e-10,-4.834797045164738e-17,3,1.283103448275862,0.1,0.13357824073520086,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.183103448275862,-3
0.5335431481944739,-2.5600038183131875e-16,17475719005.13674,272.7333957858394,1.6758902012238382e-08,0.9258312020460358,6.926538961963893e-11,-4.1389902086805875e-16,3,1.3482758620689654,0.1,0.14068121851763013,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.2482758620689653,-3
0.5333365667086668,-1.7411467319859538e-16,42003728175.18813,-67.55692825570002,6.060052441882224e-09,0.9292510368382532,2.3804796903453054e-11,-2.6885609654386825e-16,3,1.413448275862069,0.1,0.1478164705316681,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.313448275862069,-3
0.5333258763197382,8.202109736689094e-17,122222237809.49043,-71.1376692201995,2.1859564023353193e-09,0.9323694029850746,8.18509658547434e-12,5.0445461754067096e-17,3,1.4786206896551723,0.1,0.15498421724777714,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.3786206896551723,-3
0.533324012715175,-9.720813456656707e-18,355645274804.35516,-74.71690788186784,7.86729165363332e-10,0.9352244806790261,2.8227809237739216e-12,-4.130090486929714e-17,3,1.543793103448276,0.1,0.16218468114909496,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.4437931034482758,-3
0.5333132597618351,8.932814010282011e-17,1034864209353.5502,-78.29171874487467,2.825570122877729e-10,0.9378482640377197,9.65381645053122e-13,5.577207202659646e-17,3,1.6089655172413793,0.1,0.1694180867544539,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.5089655172413792,-3
0.5339527194946198,-2.834049039627508e-16,3016154174910.188,-82.23342857074442,1.0127042914386723e-10,0.9402677651905252,3.3959638396588777e-13,-3.0439482049054253e-16,3,1.6741379310344826,0.1,0.1766846606417177,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.5741379310344825,-3
0.5332217841892876,-2.2073491792640823e-17,8761310193595.942,-85.42448915110657,3.6250390074463164e-11,0.9425059476605868,1.1651619833407336e-13,-1.2818422589727301e-17,3,1.7393103448275862,0.1,0.18398463147143934,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.639310344827586,-3
0.534272694456981,-8.141550015609306e-17,25547014851591.45,-89.60603605906375,1.2960465892055635e-11,0.9445824574813683,3.340155099850032e-14,-9.612340425051957e-17,3,1.8044827586206895,0.1,0.1913182300108461,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.7044827586206894,-3
0.5342247683644794,2.946356620242758e-17,74390181476573.75,-93.96499082643622,4.639722883404151e-12,0.9465142014016968,1.0571684887656375e-14,4.739047761690464e-17,3,1.869655172413793,0.1,0.19868568915815701,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.769655172413793,-3
0.538301284570547,-1.0544525911426765e-16,218081072036474.8,265.702816247242,1.6584230618903403e-12,0.9483158082338263,5.6981335375685496e-15,-4.74458605073282e-17,3,1.9348275862068964,0.1,0.20608724396723757,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.8348275862068963,-3
0.5333333345071972,0.0,5.394225460070459e+20,-24.620776507472243,3.3881317890172014e-19,0.9500000000000001,3.991193272248419e-15,3.3839184087563e-88,3,2.0,0.1,0.21352313167259784,0.01,1,1,0.1,0.2,3000,3000,1,0.8,0.7,0.01,0.01,1,False,False,False,False,True,1e-06,True,True,1.9,-3
