A,B,EV
(-1.6113317997087423e-17-2.1345469452351923e-17j),(1.5127166525826616e-15+2.703335126760814e-16j),(-2.2789796756370326+0.6826515956362809j)
(-4.544850867719297e-18-1.1177808980150088e-17j),(-5.67496255718769e-16+1.132747675476947e-16j),(-2.2789796756370233+2.1973484043637184j)
(-4.953985905108055e-17+4.281197889600064e-17j),(-9.28159849581139e-16+8.876874730254648e-16j),(-2.2789796756370184-0.6826515956362826j)
(-5.09226460591893e-17+1.8033544981674406e-16j),(-3.6318716010880345e-16-5.81879568333208e-16j),(-2.278979675637018-2.1973484043637286j)
(1.2904290138915569e-17+1.2597688960288478e-16j),(4.562088106923801e-16-1.9032306030585463e-16j),(-2.278572324455029+0.7579680280644869j)
(1.9879100408881205e-17-7.50733874061195e-17j),(1.8470101173610587e-15-1.4928049601017785e-15j),(-2.27857232445501-0.7579680280644766j)
(-5.889205146141752e-17-1.1636882711890317e-17j),(1.1346669562734942e-15+1.879062743296361e-15j),(-2.277426065688353+1.1811086165832567j)
(-4.976552019735598e-17-9.595238873489171e-17j),(5.466997854611654e-16+4.543425887808709e-16j),(-2.2774260656883203-1.1811086165832416j)
(-1.1135879715483161e-17+4.2331421473649954e-17j),(9.680310196127672e-16-2.5186146369775572e-15j),(-2.2532023576098443-0.9508756103381992j)
(2.2348315302410223e-17-8.384448825624943e-18j),(1.4934962600975618e-16+1.0742645872307892e-15j),(-2.2532023576098292+0.9508756103382028j)
(0.0005235708157186445-0.0008730551847861849j),(0.02423766181667578+0.042448788556656764j),(-2.248231052033272-1.7046457966309658j)
(0.0005235708157184385+0.0008730551847862801j),(0.024237661816675422-0.04244878855665327j),(-2.24823105203326+1.7046457966309605j)
(2.328922562185554e-17+2.4900787890536997e-17j),(-3.479210690238826e-16-3.622739474080286e-17j),(-2.2323223863286312-0.2741758153822104j)
(-2.2815168191623844e-17+3.8652829531996305e-17j),(-2.766284443870184e-15+2.070011938571001e-16j),(-2.2323223863286166+0.2741758153822149j)
(-0.0004695555386723107-0.0003900640570897291j),(-0.03571409365059715+0.058578379824773257j),(-2.2306171681335125+0.13751649855931497j)
(-0.0004695555386719204+0.00039006405708986807j),(-0.0357140936506031-0.058578379824766956j),(-2.230617168133488-0.13751649855931178j)
(7.629413382096749e-17+2.6952018798925584e-17j),(-1.0611523106764167e-16-6.032875463048588e-16j),(-2.227512976617011+2.002594512130912j)
(-1.8149552946014302e-16+3.243871145171155e-16j),(2.2044538455458837e-15-5.473063767557457e-16j),(-2.227512976616998-2.002594512130896j)
(-1.0967439360108484e-16+5.36152696048865e-17j),(-1.093567226957966e-15-2.8975312819258995e-16j),(-2.2253001756592803-0.06825880777894228j)
(1.953122451919832e-17+4.193038381169728e-17j),(3.9885932801153514e-16+7.761415306988725e-16j),(-2.2253001756592674+0.06825880777894804j)
(9.014135187759581e-18-7.14934690202129e-17j),(7.748280797514678e-16+9.100911820941423e-16j),(-2.2201299189408026+1.4751137308916293j)
(-7.271153785169443e-17-2.2181188960225828e-17j),(9.969963030544521e-17-5.921434045375774e-16j),(-2.220129918940774-1.475113730891624j)
(9.184051899902474e-17+1.1338231195840699e-16j),(-1.2782729582795875e-15+2.0693279700495094e-16j),(-2.2180561805920336-0.7417531161624522j)
(8.297536179806549e-17+8.387744079810827e-18j),(-1.3025777026309211e-15+2.2610614484096026e-15j),(-2.2180561805920282+0.7417531161624505j)
(-6.098317532247658e-17+2.7085025492245512e-17j),(3.1811323896814635e-15-3.772431369220205e-15j),(-2.186764718718376+1.1652672651665186j)
(2.020240325578645e-18-7.335325242284228e-17j),(8.509370800797614e-16+2.486284430454981e-15j),(-2.1867647187183503-1.1652672651665072j)
(-1.4898674958528945e-17+7.869270819262274e-18j),(-1.5605799315176672e-16-2.440819844914622e-16j),(-2.1826463123778597+0.6008892108967885j)
(-1.237499969725757e-17+2.5024201574292786e-17j),(-2.129256844541454e-15-2.160979712478552e-15j),(-2.182646312377846-0.6008892108967896j)
(5.638001451702407e-17-1.2549249843549484e-17j),(6.900721558524211e-16-4.3285265870235604e-16j),(-2.178779496322192+2.957655925186416j)
(-3.041857376919043e-17+3.4236879652003867e-18j),(7.475903824117897e-16-3.2621446034871894e-16j),(-2.178779496322191-2.9576559251864234j)
(2.7687527821499712e-17+2.0292228965722407e-17j),(6.918664139433404e-15-2.0148769016209047e-16j),(-2.1304150280725787-0.31108012753286185j)
(-4.848242944307906e-17-2.397760207132625e-17j),(1.2864363502860182e-15-3.595966177819723e-15j),(-2.130415028072572+0.311080127532866j)
(7.83712159146043e-17+1.0363248695607706e-16j),(-7.523796376664458e-15-2.074414409280597e-15j),(-2.121369866243305+1.1034364140653763j)
(8.160408017354394e-17-4.81533337375647e-17j),(-6.575993271356681e-16+6.646604751446139e-16j),(-2.1213698662432874-1.1034364140653699j)
(-4.352608716230591e-17-1.4586461809217015e-16j),(1.6741274527033677e-15-2.7575613716647765e-15j),(-2.1086520150530093+1.0177810364013202j)
(-8.058242968401121e-18-2.236347901668225e-16j),(4.753056812912744e-16-3.0324923170933565e-15j),(-2.1086520150529853-1.017781036401317j)
(3.823601520871278e-17+4.660010857971848e-17j),(-2.0249740726408214e-15+1.0022929377038845e-15j),(-2.097654406317508-1.3606475667053122j)
(-1.2551310432538696e-17+1.8974040323413407e-17j),(-1.5043232898462137e-16+1.6393230153077262e-15j),(-2.097654406317496+1.3606475667053042j)
(0.002736352335108041+7.577872871128609e-17j),(0.037467631628534115-4.283912265944949e-15j),(-2.0867428968766655-1.2212499064542886e-15j)
(-8.62945939789922e-18-2.2054082405680835e-17j),(2.0499241640403515e-15-1.0751789236863522e-15j),(-2.068213405566585+0.9945639358008659j)
(1.6252727323647492e-16+1.4920739549594523e-16j),(8.217224166793971e-16-2.9924438048878454e-16j),(-2.0682134055665764-0.994563935800845j)
(1.5989317299232362e-17+3.214838141896271e-17j),(-1.347589360482158e-15-9.643855229228619e-17j),(-2.0629046582601536-0.825647130252122j)
(1.1863363306129584e-16+6.113760857665374e-17j),(2.8577540977007797e-15+7.507087811986013e-16j),(-2.0629046582601402+0.8256471302521208j)
(2.169134712699507e-17-5.06414251198768e-17j),(1.005216879128291e-15-9.719506210207569e-16j),(-2.045739411881672+1.440000000000023j)
(5.904571582554047e-17-3.2189565581090058e-18j),(-5.654551659536845e-16-9.598842401398257e-16j),(-2.045739411881666-1.4400000000000053j)
(-3.9574130333099306e-17+4.0510431346487587e-17j),(-7.911679734828075e-16+7.070646759189348e-16j),(-2.0401465400901384+1.2326364210612546j)
(-3.5401058599051755e-17-5.703220843270757e-18j),(8.529577439257561e-16-1.9048718393246994e-15j),(-2.040146540090107-1.2326364210612508j)
(-2.6617961550450975e-19+3.800887717220343e-19j),(-3.1221432050873127e-18+1.3151130910714528e-18j),(-2.040146540090107+1.6473635789387446j)
(-2.6311494059172472e-17+4.167562271285567e-17j),(1.477926967695851e-15-5.405661408010132e-16j),(-2.040146540090099-1.647363578938735j)
(0.0005015302388581919-1.1888948469802226e-17j),(-0.05294591489829201+2.2125242626411197e-15j),(-2.039417645116142+2.6768009374564587e-15j)
(1.3203417234435115e-16-1.0801805533890141e-16j),(-1.0247310274465667e-15+3.3381210248428377e-15j),(-2.0340434566185803+1.388142570865777j)
(-1.5503869102841902e-17+1.1574718130078452e-16j),(-3.9037372046233544e-16-2.5756595712540615e-15j),(-2.034043456618554-1.3881425708657735j)
(8.011629944405013e-17+7.313680056202628e-18j),(-2.0977095047499414e-15+1.6934695581989848e-15j),(-2.0337960560893142+0.6207577328819244j)
(4.5411511856558127e-17+5.424805776414627e-17j),(-6.909596552854852e-17+9.715912458222584e-16j),(-2.0337960560893116-0.6207577328819213j)
(-7.318495700670125e-17+1.2784745756842179e-17j),(2.381634436370705e-16-7.4836903620198435e-16j),(-2.0335365129251484-0.21040421598438122j)
(8.15337382320353e-17-1.5758029247665025e-17j),(1.141516307122879e-15-1.5460416601308222e-15j),(-2.0335365129251386+0.2104042159843842j)
(1.57353596817513e-16+2.4079941029275926e-17j),(6.59441086865614e-16+1.0486643946032171e-15j),(-2.0230190831691415-2.079159342323893j)
(-1.0335022895478189e-17-1.5031212040475187e-17j),(-1.0036081880278567e-15+3.2184918339741767e-16j),(-2.023019083169134+2.0791593423238783j)
(4.483173857532609e-17-1.568840944190929e-17j),(2.4169902251951695e-15-6.14033618913492e-16j),(-2.0207436080450702+0.07210825214155608j)
(9.344494087653364e-17+3.0093578203068494e-17j),(7.580410664838143e-16+2.7119675278995575e-15j),(-2.0207436080450605-0.07210825214156198j)
(-4.51302317300092e-17-7.115985333190942e-17j),(6.388304185280527e-16+2.502258473431069e-16j),(-2.017976296782399+0.015848340124663553j)
(1.0540352884737872e-16-8.785025149051392e-17j),(7.92619742210677e-15-3.721650149702051e-15j),(-2.0179762967823796-0.015848340124662703j)
(-7.070587203587418e-17+1.0814815016629156e-17j),(-9.603036398145573e-16+3.413489398059797e-15j),(-2.0077713081453044+0.1820365473065314j)
(-1.6575905181187688e-16+1.5230936110830823e-16j),(-3.115391471799596e-15+4.9687688024668066e-15j),(-2.007771308145292-0.18203654730652508j)
(-9.596077578715231e-17+2.0363666622953202e-17j),(1.5997722766967029e-15-5.723740243218097e-16j),(-2.0036598498886313+1.2797452385227142j)
(-2.813549349743074e-17-5.482881959260607e-17j),(2.437557668151475e-15-1.8034180149052775e-15j),(-2.0036598498886184-1.2797452385227062j)
(5.237423020978419e-18+1.2135496131471882e-17j),(4.007409061873875e-15+8.093352919619315e-16j),(-1.991008508280987+0.45358522465135637j)
(-6.065185131802705e-17+2.2369843970275798e-18j),(-1.4265930842879757e-15+9.129218302035777e-16j),(-1.991008508280986-0.45358522465135886j)
(-0.0005325645158273315-1.6790414372644587e-16j),(0.03902798510740596+3.2965475895799587e-16j),(-1.9880856784250414+4.435563678953518e-15j)
(1.5038445125977672e-17+2.124062766087328e-17j),(-1.5787079832703952e-15-5.887519181275916e-16j),(-1.9875403259138884+1.4400000000000075j)
(1.6499518820331148e-16+1.4259106123113722e-16j),(6.894771086454393e-16+4.564511627299744e-16j),(-1.987540325913869-1.4399999999999953j)
(1.131547066819988e-16-2.0435061817846706e-16j),(7.663159374213608e-16+1.0830090115478378e-15j),(-1.9855920159164253-1.901529550055563j)
(-2.4814831793970857e-17-5.988785622513003e-17j),(-1.3485037699211916e-15-1.4052456650024108e-17j),(-1.9855920159164084+1.9015295500555305j)
(0.0003181824167335589-0.000293965981788563j),(0.0006820888947389192-0.004461526887161546j),(-1.9799697483363747+1.7125425808783017j)
(0.00031818241673324326+0.0002939659817886957j),(0.0006820888947282056+0.00446152688716113j),(-1.9799697483363692-1.7125425808782968j)
(-4.6957590905895156e-17+6.124641621960432e-20j),(-2.7747764103921384e-15+9.192614036490714e-17j),(-1.9791456205503646+0.2716236918871639j)
(-9.709537889470673e-18-2.6083249565950565e-17j),(1.1527463708902677e-17-1.0536561463063315e-15j),(-1.9791456205503468-0.2716236918871619j)
(4.3899631460325886e-17-4.258213886479064e-17j),(-2.351471827905835e-16-3.0439661151772425e-16j),(-1.9791456205503377+3.151623691887155j)
(3.36607601224368e-17-2.498791258292994e-16j),(-1.6339946817172965e-16+1.1303527134606383e-15j),(-1.9791456205503293-3.1516236918871563j)
(-0.003051228227589074-2.326522492825765e-16j),(0.1769529215974207-6.871150990124116e-15j),(-1.9718681954998432+1.1983149083931206e-16j)
(-1.629055606814862e-16+3.111726360994698e-17j),(-5.836866522139776e-16-1.826123059315093e-15j),(-1.9673766568508824-1.7593122961984398j)
(3.3156905663126693e-16+8.196845959486494e-17j),(1.569334548443058e-15-1.5734153400058538e-15j),(-1.9673766568508793+1.7593122961984218j)
(9.096226527173872e-17-1.7520472691390857e-17j),(3.1984809266897327e-15+5.688494242083789e-16j),(-1.9645793050311622-0.7011162646474747j)
(-4.354386752520883e-17+9.027965518083179e-17j),(-5.8677727745820195e-15+4.932133128740851e-18j),(-1.9645793050311338+0.7011162646474767j)
(-6.163124410999365e-18-2.0738121018257706e-16j),(3.5863901491081646e-15+1.1809112446472615e-15j),(-1.9587830680174736-2.2295226780258073j)
(-1.6492177347789316e-17+1.7892651600497437e-16j),(9.893953974996619e-16+3.521048212671493e-16j),(-1.9587830680174694+2.229522678025803j)
(-3.209160676034804e-17+2.1263341637222866e-17j),(8.618930369197433e-16-1.9610927051187124e-16j),(-1.9506813119106408-0.5875833761175119j)
(-8.722746076604473e-19-4.473272529575493e-17j),(-1.7887210366713046e-16-2.1212025524135832e-15j),(-1.9506813119106354+0.5875833761175113j)
(9.45923028626878e-17+1.7617201304712224e-16j),(-7.109669257923671e-15-5.963432135493692e-16j),(-1.9483538317636535+0.0006372798256925678j)
(-1.3810119587295377e-16+5.705690238628038e-17j),(3.487832415472822e-15-2.324587576500122e-15j),(-1.9483538317636464-0.0006372798256902103j)
(-0.0012145103014260573+8.660548016219008e-06j),(0.011869549347142891+8.464053531598238e-05j),(-1.9407273391096487-2.0149378581207726e-16j)
(3.352404763955875e-16+3.8592792379988127e-16j),(-5.059384679450367e-16+2.3097694365470286e-16j),(-1.93988666891613-2.0241023661007884j)
(-7.647639027526736e-17-1.8273940597743997e-17j),(5.3545585934895954e-17+3.6190908687027755e-16j),(-1.93988666891613+2.024102366100801j)
(8.499648943455749e-17-1.1229329390254578e-16j),(-5.12350144441391e-16+4.2278412015853085e-15j),(-1.9285790208998637+0.3240931732171243j)
(2.7153556842092743e-17+3.67701847362671e-17j),(8.053939792982685e-16+2.599322627973451e-15j),(-1.9285790208998626-0.32409317321711834j)
(4.6415786299596664e-17-3.088071838857581e-17j),(1.1143657974031026e-16-2.4163048112977158e-15j),(-1.8926083478512963+1.0615325967282767j)
(2.581945191363215e-17+4.212426357664395e-18j),(-1.1857438093119803e-15+1.3680272550172315e-15j),(-1.8926083478512687-1.0615325967282754j)
(-3.822316840770047e-17-1.7268008379516375e-16j),(3.318973764152722e-16+3.9482318477370854e-16j),(-1.8867006533344328-2.7996717999980936j)
(1.7199369548335334e-18+1.2229380506985752e-16j),(-6.111375002074232e-16-3.3551895362867523e-16j),(-1.886700653334425+2.79967179999808j)
(-1.298722867329572e-17-4.187033480961275e-17j),(4.173982384722972e-15-7.408121653976627e-16j),(-1.8779971385919532+0.8880494135922737j)
(6.775999862930647e-17-7.177727271844399e-17j),(3.410672591243825e-16+1.1151905371012834e-14j),(-1.8779971385919463-0.8880494135922702j)
(-9.32380487886588e-18+1.0010443772122934e-16j),(-9.35751005588677e-16+2.4085429259475136e-15j),(-1.8776148441181235+1.0144725128965333j)
(-7.682068615988051e-17-4.02189914366478e-17j),(8.955486876415488e-16-6.273371010872053e-16j),(-1.8776148441181228-1.0144725128965173j)
(-1.1494401345655601e-17-2.7229715217356426e-17j),(9.480807817257905e-16-2.760908688161362e-15j),(-1.852895297290154+1.265670754976853j)
(-1.049324324621091e-16+1.2965904356158555e-16j),(-5.524625877346439e-16-4.602710427286136e-16j),(-1.852895297290141-1.2656707549768382j)
(0.0002122408257208201+0.0006167346583496451j),(0.04120138571236197+0.042020126477975574j),(-1.838999716308119-0.7646698578282709j)
(0.00021224082572108747-0.000616734658349683j),(0.04120138571236067-0.04202012647797371j),(-1.8389997163081113+0.7646698578282677j)
(-3.351855408595826e-17-3.3901658412231704e-17j),(1.5087398457163324e-15+9.04568005661824e-16j),(-1.8147419667417468+0.6370543145602071j)
(6.117558976494558e-17+5.1833349675346757e-17j),(5.157157193816246e-16+1.975012475117566e-15j),(-1.814741966741744-0.6370543145602037j)
(-2.629246281755493e-17-7.666702862347007e-18j),(-6.7621411968044125e-15+4.64621952501508e-16j),(-1.8118437007840944-0.17392471636803036j)
(3.3697174639418793e-17-2.2995170227800853e-17j),(1.7425532806643237e-15-1.537970705431685e-15j),(-1.8118437007840869+0.17392471636802567j)
(-2.1872889621507482e-16+1.1374062790981411e-16j),(-7.096986200528645e-16+1.8785558501617645e-16j),(-1.8093989069333287-1.4134581768047425j)
(-1.314269368144931e-16-1.116897411416595e-16j),(5.004726924753552e-15-3.7752951052977734e-15j),(-1.8093989069333167+1.4134581768047303j)
(7.448067195527004e-18+1.0024135005072519e-16j),(-9.563030209656384e-15+2.719090493920023e-15j),(-1.8031805878793534-0.9947898859108354j)
(-1.8565404509040226e-17+1.3760884859863487e-17j),(-2.596543140559017e-15-5.722812702038467e-15j),(-1.8031805878793385+0.994789885910834j)
(-3.1044318681851527e-17+4.6201793264909826e-17j),(1.3209113139695948e-15-1.3776406119084628e-16j),(-1.7961801135171591-0.660575281707414j)
(-1.2150474835116461e-17+5.640438534139045e-18j),(1.1261235954078026e-15-3.1288510605433364e-15j),(-1.7961801135171458+0.6605752817074177j)
(3.715870205868655e-18-6.539631805573499e-17j),(8.728676629913674e-17+2.8424059021838264e-15j),(-1.7923039672494052+0.9145215711847425j)
(4.705471561749026e-17-4.731347179550559e-17j),(6.526490130103191e-15+1.3757318488830915e-15j),(-1.7923039672494048-0.9145215711847433j)
(1.193870907386464e-16-1.8483613892875655e-17j),(-5.593843654030938e-16+2.1481924824571943e-15j),(-1.792183058451451-1.6213466479348284j)
(3.902781091157972e-17-6.713240565143834e-17j),(1.6725911964957994e-15+4.3519804910249e-15j),(-1.792183058451449+1.6213466479348422j)
(-7.595212858010857e-18+4.3613855630184434e-17j),(4.290003319871547e-15-2.7964726292958057e-15j),(-1.7894396992090646-0.5306453369727202j)
(-1.489356426318582e-17-3.021172406916255e-17j),(6.189617283108465e-17-5.998034724475924e-16j),(-1.7894396992090618+2.3493546630273094j)
(-1.0039383041145017e-16-1.934883426693585e-16j),(2.271693039155707e-15-2.312120368102475e-15j),(-1.7894396992090607-2.3493546630273014j)
(1.6400049172933993e-17-2.0766639422842572e-17j),(-1.3435530680191393e-15+1.6298518962032526e-15j),(-1.7894396992090553+0.5306453369727161j)
(-4.436472206397158e-17+3.468783236501543e-17j),(-4.797107139327793e-16-1.7395206431805529e-15j),(-1.7862579617830172-1.1081876492366358j)
(-1.1366431965080817e-16+1.2061697002697463e-17j),(-1.0286948780889167e-15-4.1981825891695906e-16j),(-1.7862579617830123+1.10818764923664j)
(1.0021192547349887e-16+1.5704372857315588e-16j),(-4.448419160716605e-15-5.9472845455608894e-15j),(-1.7836134921881623+1.9008780949075232j)
(-1.128531654045244e-16+2.1398609118392212e-16j),(-2.0863233255173217e-15+8.652234695739813e-15j),(-1.783613492188143-1.9008780949075172j)
(-0.006730527951061675-0.007081229469990365j),(0.33167593774357984+0.31528826110257024j),(-1.7816815459405542+1.86946353793997j)
(-0.006730527951062107+0.007081229469990088j),(0.3316759377435398-0.3152882611025658j),(-1.7816815459405517-1.8694635379399593j)
(0.0018493779453671495+1.1471309212372718e-16j),(0.8053194047594199-5.90735779673622e-15j),(-1.77863860056495+3.68745812308724e-15j)
(-1.1438083301612377e-17+1.8061670121440844e-16j),(-6.764315972814805e-15+6.937891448642753e-15j),(-1.7733219136822023-0.905945359114787j)
(-1.0388824694599415e-16-1.1086758238456887e-17j),(1.292483768215123e-16-2.962892522818334e-15j),(-1.7733219136821907+0.9059453591147739j)
(-9.6206971784633e-17+6.677512068971106e-18j),(1.8984156252856422e-16+4.5928926635935374e-15j),(-1.7703287398303067+0.8832298351434245j)
(4.401146061961019e-18+3.350933464666206e-18j),(-3.2767806521193e-15+5.389304436462995e-17j),(-1.770328739830294-0.883229835143418j)
(4.300012203177184e-17-1.282621413288253e-16j),(5.178777184962321e-15-1.1340038898654124e-15j),(-1.7564566504702046+0.09590545467202595j)
(-1.2506294242302553e-16-1.7054566652183631e-16j),(-7.967044457866035e-15+1.6295987024157364e-14j),(-1.7564566504701875-0.09590545467203239j)
(-1.2819585319544952e-16+1.1854154413676555e-16j),(7.266339296166991e-15-4.701855018527416e-15j),(-1.7509595409144898+1.64534838178893j)
(-4.081068935072163e-17-9.032753814936512e-17j),(-6.81721770435337e-15-7.492772636690392e-15j),(-1.750959540914478-1.6453483817889223j)
(1.7217218823618433e-17-3.379462560482516e-18j),(-2.6921172514625463e-15+1.179378276614662e-15j),(-1.7441870079028234-2.018898269752787j)
(5.65739199971269e-17-1.5878983772389196e-16j),(-5.818037871565633e-16+4.2607710364933227e-16j),(-1.744187007902801+2.018898269752768j)
(-6.235913118637282e-17-7.455593928111889e-17j),(-3.1797817440161562e-15+1.4456374806414281e-15j),(-1.743220314647472+0.29882054196471053j)
(-6.668972077086558e-17-3.917144699127772e-17j),(-1.9991196073159727e-15+1.1485215319037423e-14j),(-1.7432203146474667-0.2988205419647063j)
(-1.547125207686073e-17-2.7285840647546066e-17j),(2.7158913716136203e-16-3.2443842670982423e-15j),(-1.7406499112956442-2.618290282270509j)
(1.0553632958752315e-16+2.5179906496300444e-16j),(3.6689648093862605e-16-5.673166096425351e-16j),(-1.7406499112956368+2.618290282270494j)
