A,B,EV
(1.552153806415051e-17-5.333818019458719e-17j),(7.191996331807678e-16-3.2830133251571705e-17j),(-2.6201554524066446+1.1855591764564184j)
(4.969464095016958e-17+1.418977435722027e-17j),(9.946756080284228e-16-6.990075758151794e-16j),(-2.6201554524066317-1.1855591764564037j)
(-1.9956700342864632e-17-3.341648922457656e-17j),(-4.1181968745325936e-16+6.63931449178606e-16j),(-2.614154464015014-1.5249351454150544j)
(-2.678295373422701e-17+5.2070990588583125e-17j),(2.7075013092154064e-16+2.6936336363509338e-17j),(-2.6141544640150087+1.5249351454150477j)
(2.159534906493591e-17+7.747295426361813e-18j),(-4.1490035126712315e-18-5.379994171328433e-16j),(-2.608771172127568-0.9990196578469066j)
(-1.5636174668560545e-17-2.2566666343882236e-18j),(2.2649480699209913e-16+1.6857689135009298e-16j),(-2.6087711721275513+0.9990196578469107j)
(-6.516586001692722e-18+5.965787982272247e-17j),(3.1344856934387377e-16+1.0185001633590451e-15j),(-2.5852175995959854-0.2321113731451918j)
(-2.3593258113906012e-18+3.9621848824984844e-17j),(-7.857326432825963e-16+6.151918891090635e-16j),(-2.5852175995959668+0.23211137314518945j)
(-2.808510359998721e-17-7.764042820104322e-17j),(-9.582026677572051e-16-3.942365168349538e-16j),(-2.5756397654256973-1.092682498030342j)
(-3.8492396192095734e-17-1.872693128108283e-17j),(-6.384145137874843e-16-6.884184840284197e-16j),(-2.5756397654256937+1.0926824980303642j)
(0.00020073587180553147+9.821332906247236e-05j),(0.0003164716233765748+0.0006842857300573962j),(-2.5725747065869284-0.7670875331460825j)
(0.00020073587180554145-9.821332906246113e-05j),(0.0003164716233764568-0.0006842857300592697j),(-2.572574706586896+0.7670875331460827j)
(3.4715402977154825e-19+5.385112800072904e-17j),(-6.167659382462159e-16+3.1684113863493037e-16j),(-2.5715559388375975-1.7289668459095622j)
(-9.741972517428579e-17-1.0145106794012415e-17j),(4.867102179013127e-16-6.250115786780178e-16j),(-2.571555938837593+1.7289668459095635j)
(6.58300061741642e-17-7.566212304395316e-17j),(-4.208121182483346e-16-1.9588493094543716e-16j),(-2.5684352484375177-1.5648018111770874j)
(-9.802635733573091e-17-9.573067058527566e-17j),(4.2501162259244255e-16+1.0828662450520602e-15j),(-2.5684352484375+1.564801811177075j)
(0.00016932151203529096-0.000438889792030135j),(0.004303021516238764-0.005982304429293903j),(-2.548595779075173+0.13376995461452101j)
(0.00016932151203529085+0.0004388897920300673j),(0.004303021516237031+0.0059823044292937j),(-2.54859577907516-0.13376995461452204j)
(-5.499569374430772e-17+6.114959697458055e-17j),(-2.0446266619373155e-16-9.587603905997405e-16j),(-2.548112878284024-0.9198131307617317j)
(-3.1639377545880985e-17+6.395983305466317e-17j),(9.409543536761798e-16-3.8377707444088525e-16j),(-2.5481128782840186+0.9198131307617273j)
(4.761880065903452e-18+1.830183119013099e-17j),(2.2719228827623506e-17-2.5907897310699726e-16j),(-2.546479841518084+2.193408799070387j)
(-9.664828695145363e-17-5.565161920320369e-17j),(-3.4979538659895886e-16+5.88837510363457e-17j),(-2.5464798415180585-2.1934087990703786j)
(-4.0110918542867443e-17-6.629866111665543e-17j),(-1.0027873650902303e-16-3.228838356550052e-16j),(-2.546479841518057-0.6865912009296296j)
(1.9175825737457337e-17-5.3986228012652406e-20j),(8.899515232532e-17-1.2592791337832657e-16j),(-2.5464798415180385+0.6865912009296223j)
(-1.5004161813379326e-17+1.5102388038358393e-18j),(3.8719708951749923e-16+6.60676706555832e-16j),(-2.5461228915342247-0.753127989661167j)
(2.4931140988083435e-18-4.280572908965844e-17j),(-1.2106838688202456e-15+2.2667711755235965e-16j),(-2.5461228915342167+0.7531279896611683j)
(1.5065445426280734e-17-6.1068904427017894e-18j),(-5.474954121994817e-16+1.7576068000468626e-15j),(-2.540894076419389-0.5150358172848646j)
(7.138848879425714e-18+2.760856360521676e-17j),(1.654749952605051e-15+6.278208952577946e-16j),(-2.5408940764193537+0.5150358172848776j)
(2.8240498161671543e-17+5.700524619877776e-17j),(-6.28052663883415e-17-1.1270842058306386e-16j),(-2.5217783298097003+0.7605574431635455j)
(6.242347500769347e-17+4.4943908319443806e-17j),(3.171205916646366e-17+7.829273040359548e-16j),(-2.5217783298096896-0.760557443163545j)
(4.143220947030861e-17-1.2219671335116686e-16j),(7.836268238540915e-16+2.0351996630425037e-16j),(-2.5182225366938056+0.48019026281878524j)
(7.640614006423867e-17+7.551200789098878e-17j),(-1.468009060542703e-15-7.800900720065267e-16j),(-2.51822253669379-0.48019026281876637j)
(3.002984848139194e-18+2.2471362836730306e-17j),(6.318783838469872e-17+6.383511211657695e-17j),(-2.5181159308461782+0.9598874683673106j)
(-3.57603792501289e-17-4.774070912477858e-17j),(-1.230463659716546e-16+4.145067245233019e-16j),(-2.518115930846169-1.9201125316326926j)
(-3.453464018579143e-17+1.4272892124138327e-17j),(-3.03573364179278e-16+6.403891361440807e-17j),(-2.518115930846158-0.9598874683673024j)
(3.316049228013264e-18-1.573052168060227e-17j),(2.3932638748709916e-16+3.406136629705004e-17j),(-2.518115930846157+1.9201125316326741j)
(9.820237960966174e-05+0.00013531076254210813j),(0.004502707351047767-0.0020861641430378226j),(-2.5165281852349497+1.3956134078336573j)
(9.820237960968066e-05-0.00013531076254219188j),(0.004502707351047748+0.0020861641430375616j),(-2.516528185234946-1.3956134078336533j)
(-7.508130871136819e-17-4.923991167943961e-17j),(-1.6465250472142407e-15+3.2314215394434147e-16j),(-2.514445679722271+0.4038626992346037j)
(1.3389595906251099e-17+3.6662141941001154e-18j),(-1.498538345063746e-15+1.2699824966897731e-15j),(-2.5144456797222094-0.4038626992345966j)
(-3.9574044361242155e-17+5.827093609024936e-17j),(1.5689370267926097e-16-8.817675157525447e-16j),(-2.5060716775222422-1.8485175797549578j)
(2.004287795589172e-18-2.3565402001581828e-17j),(-6.075373878567519e-16-9.0637810501434e-16j),(-2.5060716775222374+1.8485175797549578j)
(-4.351910653309833e-17-6.265936372643533e-17j),(-1.4870876870066843e-15+1.7019031803988048e-15j),(-2.50500452373302+0.25218799960597577j)
(4.3747439037988293e-17+5.410070388949881e-17j),(8.694040850418541e-16-1.4080500832358456e-15j),(-2.5050045237330174-0.252187999605978j)
(1.734380343600987e-17-2.8061429378009105e-17j),(2.734690723300994e-16+9.490169600106391e-17j),(-2.491571138962899+0.8143908894194166j)
(7.960457364120285e-18-6.605620704468097e-17j),(-1.2283905735123625e-15+5.82140036106378e-16j),(-2.4915711389628794-0.8143908894194158j)
(3.599802198213285e-17-5.531726182159432e-17j),(8.245628925520235e-16-6.159393907464685e-16j),(-2.487455126669457-0.47117684439062696j)
(-4.1874743128374186e-17+1.1072567997710558e-16j),(6.861675489305546e-16+6.284559837989507e-16j),(-2.4874551266694436+0.47117684439062085j)
(8.329225455344167e-17+6.375507716057248e-17j),(1.0196447995841722e-15-1.531470990183347e-16j),(-2.4865399850020244+0.4764687879866373j)
(2.1481682991074282e-17-6.942344215513352e-18j),(-3.328893061217541e-16-9.85741127405232e-16j),(-2.4865399850020227-0.47646878798662695j)
(-3.0539863377174795e-18-1.1924527237661486e-18j),(9.032703497956782e-16+5.810894159551209e-16j),(-2.386845627648585+0.15324317870697446j)
(2.221204817457337e-17+9.106376088264393e-17j),(-3.634328334050555e-16+5.940688079211244e-16j),(-2.3868456276485657-0.15324317870697954j)
(-4.3976354032227344e-17-7.937732674265603e-17j),(1.2832412273613032e-15-3.4019704578434317e-16j),(-2.38428523422212-1.5941796132718458j)
(-5.876089190862916e-17+3.499053450449828e-17j),(-4.1318361130533463e-16-1.3724374666771083e-16j),(-2.3842852342221166+1.5941796132718438j)
(1.5679451700164237e-17-1.9216505933254913e-18j),(3.6255498707462064e-16+1.5168647456043413e-16j),(-2.367340851629759-0.6780674613061547j)
(1.0163534884305025e-17+3.641077473775141e-17j),(-9.80072148221868e-17-2.548488210746962e-16j),(-2.367340851629735+0.6780674613061483j)
(-1.0142088475440302e-17-6.658675514005833e-18j),(-8.093895179716751e-18-1.4849745873426874e-17j),(-2.361653112091189-0.7645350173018218j)
(-3.75731548754961e-18+6.250517730688689e-18j),(6.173447059815064e-16+7.782642614516041e-16j),(-2.3616531120911772+0.7645350173018184j)
(1.0451569282850341e-17-6.3805854121226346e-18j),(7.826229987682868e-17+1.630617411033495e-16j),(-2.310719533122967-0.6457585801340813j)
(4.683070665869323e-17-3.2909080644930035e-17j),(-1.0402483388933124e-15+2.423150757910118e-16j),(-2.3107195331229544+0.6457585801340686j)
(5.91066327691103e-17-7.519542516070437e-17j),(-2.5257602554436065e-16-6.923044388484532e-16j),(-2.3064666502752713-0.26443133210762454j)
(-3.537535358761798e-17+3.49052201590074e-17j),(-9.490668232314912e-17-5.254915086729122e-17j),(-2.3064666502752678+0.264431332107617j)
(1.597413129953513e-17+1.8371869494814627e-18j),(-2.8102784450012857e-16+2.896795703711601e-16j),(-2.3058923754241714+1.1747976776452593j)
(2.4010474907295576e-17+1.98208442514775e-17j),(1.4463723638643214e-16-9.634810842796654e-17j),(-2.3058923754241674-1.1747976776452447j)
(4.106166662085538e-17-2.468723118863382e-17j),(5.124180595349735e-16-7.872211989419123e-16j),(-2.3058923754241607-1.7052023223547652j)
(-3.795679659389882e-19-3.9237176576608464e-19j),(1.1251062481928076e-18-1.5939613293426913e-18j),(-2.3058923754241585+1.705202322354757j)
(-8.92472102964833e-17+2.863322047830076e-17j),(-4.308793876533827e-17+9.540606803977064e-16j),(-2.299644269233412-1.1791948281798672j)
(-2.9200514662635195e-17-1.1974561549465767e-16j),(4.4008953355975663e-16-3.3013652045726097e-16j),(-2.2996442692334047+1.1791948281798736j)
(-8.14179907451883e-17-1.5551388563365072e-17j),(4.696471491244241e-16+1.3946804988244112e-16j),(-2.294762431427419+0.9215442674183454j)
(1.1236144637439461e-16+1.302330471408831e-16j),(-7.113639824984327e-17-4.766977538469724e-16j),(-2.2947624314274124-0.9215442674183363j)
(4.343019206797839e-05+1.3290253227652826e-05j),(-0.0014782893548309212+0.00045237745757317353j),(-2.291300607767663-9.34472391383043e-15j)
(1.0057441786879582e-16-1.0983228494412514e-16j),(3.8825176330822047e-16-4.463159401262994e-16j),(-2.2909103725923092-1.439999999999999j)
(7.671498560485362e-18+1.962026800482596e-17j),(6.811114639386885e-16+5.017594566856413e-17j),(-2.2909103725922977+1.4399999999999933j)
(3.179929974661477e-17+7.961589792287039e-18j),(-2.0881326906110775e-16-3.0440564104636103e-16j),(-2.277675746319626+1.1756480686426134j)
(8.638281143756748e-18-9.92710491909747e-18j),(3.121041019579734e-17+9.514503092388877e-16j),(-2.277675746319614-1.1756480686426065j)
(0.00010985688769622054-3.864900652806311e-05j),(-0.0022557663420845094-0.0007936063901830781j),(-2.276151052473336+2.9969956909040555e-15j)
(-8.991223171129086e-18-5.576298874984991e-18j),(-3.427291059519529e-16+1.2428960987800854e-16j),(-2.2727075265573498+0.26452152600296264j)
(4.9414862830707844e-18+2.213816982626678e-17j),(1.1500349623350892e-17-1.0411381158772298e-15j),(-2.272707526557339-0.2645215260029686j)
(-5.315038784421423e-17-9.494092610449064e-17j),(-5.371423909038254e-16-1.085560238831972e-15j),(-2.2713002288619975+0.26411176818228427j)
(1.62102351569878e-16+5.048618264422796e-17j),(-6.647042459843027e-16-2.931201269199613e-17j),(-2.27130022886199-0.26411176818228377j)
(1.5117677034474905e-18-1.1553939098442952e-17j),(-1.3784308511028556e-16-9.239741994875218e-16j),(-2.250852586941178+0.2962685569166169j)
(-1.8373901923183088e-17+1.3812597271224653e-17j),(8.245773176057092e-16-6.743847294454357e-16j),(-2.250852586941164+2.5837314430834035j)
(3.5593781100786694e-17-2.7557792984983994e-16j),(-6.4052344506191885e-16-4.543846481658265e-16j),(-2.250852586941146-2.5837314430833773j)
(2.3414497924928036e-17+1.4438536855911142e-17j),(7.844388340135833e-17+9.033043627441956e-16j),(-2.250852586941141-0.29626855691661247j)
(1.3144913341753582e-05-4.939847688908896e-05j),(-0.00021827308733632367+0.00013299824403964489j),(-2.250623870569329+1.1435692062442355j)
(1.3144913341338061e-05+4.9398476889339626e-05j),(-0.00021827308733865514-0.00013299824404208738j),(-2.250623870569325-1.1435692062442373j)
(5.1483778467625406e-17-5.027097913176793e-17j),(4.2326717070708915e-16+6.5865005352791155e-18j),(-2.2440551061375116+2.0647656351766233j)
(1.4523116495550478e-16+7.639064351049296e-17j),(-7.258259362033874e-16-1.8402119315730769e-16j),(-2.244055106137503-2.064765635176635j)
(1.751792483586969e-17-2.6503187037696835e-17j),(2.003057819914816e-16-1.5440024284917772e-15j),(-2.2395350144852304+0.2710484256670903j)
(2.1950881913702113e-17+4.644794780851151e-17j),(-3.817814958125483e-16-1.020892596870626e-15j),(-2.2395350144852264-0.27104842566709325j)
(0.0009662327959381934+0.00012511982489593848j),(-0.010426544248754901-0.0027946051659531058j),(-2.2204887221299527+1.1646933989479629j)
(0.0009662327959384645-0.00012511982489601524j),(-0.01042654424875561+0.0027946051659568146j),(-2.220488722129941-1.1646933989479564j)
(-7.244508711361607e-17+1.0943388713533241e-16j),(1.0616046762945975e-15-3.446737301919885e-16j),(-2.2199393245800416+1.1959294755932375j)
(-3.7888404907708305e-17+3.565946986221257e-18j),(5.041542759488775e-16+1.1005015591632256e-15j),(-2.219939324580039-1.1959294755932293j)
(2.5036027096799195e-17-1.1961359609997468e-17j),(-1.0077205948809207e-16-8.625645473911577e-16j),(-2.2183867984709575+0.24610060341461854j)
(-1.5563114401592317e-18-1.1146357836760908e-17j),(-4.483186186758794e-17+5.846374254800618e-16j),(-2.2183867984709433-0.24610060341461173j)
(-1.3690250670440255e-16+6.603063941551069e-17j),(-3.10122015224302e-16+9.215313314439649e-16j),(-2.176097714309997-0.8938757860504093j)
(-4.7665371144719204e-17-7.864488910961186e-17j),(1.132945341909527e-15+3.213182276029714e-17j),(-2.176097714309984+0.8938757860504093j)
(0.00011264512897515497-1.8970299319402065e-16j),(-0.012852376681453642-1.2189681242883423e-15j),(-2.162913683675146+1.6934742260988841e-15j)
(1.2371206491350926e-16+1.7699081773819137e-17j),(1.1060850902259937e-15-5.827889145691969e-16j),(-2.154041616864566-1.439999999999991j)
(-2.1163201537183245e-18-3.0748566723217892e-18j),(-5.258967750247824e-16-6.152054353935311e-17j),(-2.1540416168645393+1.4399999999999857j)
(4.550567880981515e-05-1.1376166021107142e-16j),(0.002156701751753698+3.1710500964920974e-15j),(-2.1531190404802447-1.4466997962683671e-15j)
(-4.269242414257742e-17+2.160108038638198e-17j),(-2.9467567094553186e-16+1.587423879021315e-16j),(-2.148878195094692-1.3628300085742737j)
(1.5871849544104075e-17-4.8989296450003405e-17j),(7.494191742465658e-16-4.256463443398876e-16j),(-2.148878195094692+1.3628300085742762j)
(-6.300332957608356e-17-2.144800654887764e-17j),(2.528855490069935e-16-2.5135878117699983e-17j),(-2.1487283485042035-2.802657399530387j)
(1.4870448452467204e-17+1.1963505981626854e-16j),(-5.647884471620943e-18-8.987941898239609e-17j),(-2.1487283485042026+2.802657399530394j)
(-6.787045276139376e-17+8.63456570724905e-18j),(6.713253319285266e-16+8.995416470044128e-16j),(-2.139801552310029+1.2573786364648014j)
(-1.7227416162026332e-17-1.4558601478778687e-17j),(-2.3614537078488563e-16-1.549923342817179e-17j),(-2.1398015523100264-1.2573786364647976j)
(-1.3315518483952492e-16-4.1678021035470564e-17j),(1.4783976201155534e-16-3.92067199272681e-16j),(-2.1395566492228544-2.6971799570274597j)
(-8.819655399259046e-17+4.844929901333499e-17j),(-3.1041433436634887e-16+1.5919159808734992e-16j),(-2.139556649222851+2.697179957027462j)
(5.9116072294389146e-18+1.2455188609443133e-16j),(-1.291783833447639e-16+6.18399976177107e-17j),(-2.1332654028572793-1.7901025401587007j)
(4.754458814715442e-16-7.145209720514316e-17j),(3.0513144907679226e-16-2.2893080662502645e-17j),(-2.1332654028572735+1.7901025401586819j)
(-5.0500037337136505e-17-5.1327778261103546e-17j),(3.985267473851963e-16+1.229505690462638e-16j),(-2.129202604677869+1.264045237593529j)
(-3.5747511112323933e-19-7.272393740417151e-18j),(4.0620610660230554e-16+2.351867553495888e-16j),(-2.1292026046778574-1.2640452375935145j)
(2.554803163125374e-17+3.180560748469472e-17j),(1.5601496243791294e-16+2.976624246182053e-16j),(-2.1264574883131426-0.35908734861943464j)
(4.102021117962087e-17+3.0837153195765857e-18j),(-2.5269285729808075e-16-7.563123512408803e-17j),(-2.126457488313132+0.3590873486194373j)
(2.8596415662471334e-17-2.1159143175945875e-17j),(-1.494611880296817e-16+1.477042984489684e-16j),(-2.1259555020287872-0.7299999999999951j)
(-1.7435672722010615e-17-2.1465119430710612e-19j),(-4.482266633274461e-16-3.4777347320923446e-16j),(-2.1259555020287766+0.7300000000000103j)
(-1.094645195713999e-17+2.8078371733473813e-17j),(7.356029545350779e-16+3.012603353751201e-16j),(-2.1259555020287713-0.830000000000001j)
(1.8491661442788997e-16+1.0878630329336756e-16j),(-1.2409094115189809e-16+2.0047534529252797e-16j),(-2.125955502028767+2.170000000000003j)
(-2.483782840083369e-17+1.2828440387936467e-17j),(1.5524001729817586e-16+1.856574234716214e-16j),(-2.1259555020287646-2.1700000000000026j)
(1.6550056286373052e-16+1.5902841348445668e-16j),(1.971644185014758e-16+1.8324392462697628e-16j),(-2.1259555020287615-2.269999999999991j)
(8.576451958835409e-17-1.7130230612582074e-16j),(5.713921633127604e-17+1.519967268236589e-16j),(-2.1259555020287557+2.269999999999998j)
(5.37340811389186e-18+1.9037210842300932e-17j),(6.859840395548944e-16+1.7619481204612896e-16j),(-2.1259555020287513+0.830000000000003j)
(5.591713804916989e-18-2.659381345013794e-18j),(-2.921060628635732e-16+1.5156029269759737e-16j),(-2.1241729691275593+0.17357606538984274j)
(1.6256348964971828e-17+3.362404993961207e-17j),(8.211519633818096e-17+5.5377907760622886e-17j),(-2.1241729691275557-0.17357606538984j)
(1.5872220525108396e-16-1.189528834234672e-17j),(-4.1588375155860725e-16-9.986099319320277e-16j),(-2.1215361619205493-1.8176203441112244j)
(4.5044731268099686e-18+7.625945617883781e-18j),(2.6437041565967346e-16+1.3286309410444746e-15j),(-2.121536161920544+1.8176203441112269j)
(1.119297467800895e-17-7.39468750886331e-17j),(2.8678553362792746e-16-2.4086706624616766e-16j),(-2.1164046069471807-1.4059573845163231j)
(1.1063422902473427e-17-2.0847211558218823e-17j),(-7.298801593585953e-16+3.401166355045671e-16j),(-2.116404606947154+1.4059573845163076j)
(1.9020239881131794e-17+8.695172274153683e-17j),(5.73185755627076e-16+1.081384439591259e-15j),(-2.114692991123952-0.03641026666213668j)
