A,B,EV
(-6.776741446889686e-17+7.740986773093655e-17j),(-8.830758351346028e-16-1.0976852338478726e-16j),(-2.7671826427159516-1.3963518449502845j)
(8.938737294059454e-18+1.3463385684087016e-16j),(-1.5832917387709427e-16+3.1137142073389236e-15j),(-2.7329909509789045-0.9101810998731771j)
(-8.190961359173291e-17+2.8765056038021106e-17j),(-2.2666178226450894e-17-4.905723356322351e-16j),(-2.732990950978876+0.9101810998731721j)
(-1.62807357311559e-16-1.4102424788211894e-16j),(-9.120394318631822e-16-1.2162882906947035e-15j),(-2.7272155881388613+0.5341767363858239j)
(1.5510435607697219e-16-8.606568499868386e-17j),(-2.266229365837976e-15+2.0891648571565944e-15j),(-2.72721558813886-0.5341767363858202j)
(2.3105168296002194e-17-1.3776597439017695e-16j),(1.909368797019182e-15+2.7244696412829213e-15j),(-2.722170290597168-0.002961467328652123j)
(-1.8144596711230512e-17+5.4746115655378354e-17j),(-7.574869135432612e-16+3.153446441680768e-15j),(-2.7221702905971266+0.002961467328649837j)
(8.390740786718213e-17-1.8288987695069304e-17j),(7.15925500107206e-16-4.752138760642835e-16j),(-2.7215713953832537-0.9048949789338327j)
(-4.30730762184318e-18+9.086658715916242e-18j),(2.433681291702033e-16+4.746786613250261e-16j),(-2.7215713953832523+0.9048949789338283j)
(-1.1413815275776952e-16+2.9275774145411766e-18j),(-6.204530108411177e-15+9.322222045584469e-17j),(-2.719093055005183-1.2830779221173014j)
(2.8221159555965e-17+2.2306437759770826e-17j),(1.0957935557094764e-15-5.4794133514004015e-15j),(-2.719093055005148+1.2830779221173145j)
(-2.383433942605166e-16+1.1391137977984974e-16j),(-1.9226724887038697e-15-1.315761449074626e-15j),(-2.716465534154033-0.2333494258111975j)
(1.883267311102765e-16+3.29491142253086e-17j),(-1.82327922907273e-15-7.502571689223212e-15j),(-2.7164655341539943+0.23334942581119647j)
(0.00010048960607635712-2.777519034770549e-18j),(-0.015151635645183653+3.0225490057036895e-16j),(-2.693989502239738+2.4996910884394115e-15j)
(1.0692056724866119e-16+1.2720743368496278e-16j),(1.19525492290821e-14+3.086100199517423e-15j),(-2.6799480039076746+2.3808507099734043e-05j)
(-1.619373675548072e-16+1.547663282844153e-16j),(-4.792502597945492e-15-1.5516110712183145e-14j),(-2.679948003907664-2.380850709737814e-05j)
(-3.6885684338763163e-17+3.350901396893086e-18j),(3.4543166498346106e-16+4.78618028418063e-16j),(-2.672494955225356+0.5169895115552973j)
(3.1763302595386797e-16-1.1687222745514478e-16j),(5.848864900679923e-16+7.84620382716314e-16j),(-2.6724949552253556-0.5169895115553209j)
(2.812555635881622e-17+7.310170425936756e-17j),(9.442633329175191e-16+1.1142010889839993e-15j),(-2.6705325195987326-0.9222039241477604j)
(3.6537877866236636e-17+8.42774301044725e-17j),(-2.7074615328030336e-16-1.3704615979219247e-16j),(-2.6705325195986847+0.9222039241477439j)
(-1.5524434519651113e-18+4.8930348395690705e-17j),(-1.3231057595197907e-16+8.022238836360768e-16j),(-2.6345679859114224-0.9978345245640048j)
(-7.246193312103699e-17-5.818859930673054e-17j),(-1.259452438890257e-15-6.674977213905743e-16j),(-2.6345679859113873+0.9978345245640027j)
(7.253091710374379e-17+3.9945121098476094e-17j),(-1.2734240224248046e-15-1.3862561899515289e-15j),(-2.62627385730884+0.007127529485614372j)
(2.014691647181205e-18-1.033252522563616e-17j),(1.5706299291616634e-15+1.6666938730451918e-15j),(-2.6262738573088282-0.007127529485612642j)
(-1.1381521531270148e-17-8.804118739835054e-17j),(1.9328125796187115e-15-8.933076146898918e-15j),(-2.5782249751708117-1.3888019906861608j)
(1.3907113315033707e-17+4.228929908727565e-18j),(-8.595196070930702e-15+2.1465704275173206e-15j),(-2.5782249751708037+1.3888019906861413j)
(-0.0001968399823650737+1.3443429855011706e-17j),(-0.05768523551424806+9.859618577547589e-16j),(-2.5408628202263692+3.7921055184853e-15j)
(1.392116903591214e-17+6.4701796895285645e-18j),(1.046489533583628e-15-2.637552134054757e-15j),(-2.536923639492308-1.421524441063113j)
(-1.5628408074675963e-17+3.594263791034367e-18j),(-4.5707279385832e-17-6.480236178358056e-16j),(-2.5369236394922914+1.4584755589368936j)
(3.2454775980380894e-17-8.948342888383839e-18j),(-3.552272760313095e-16-1.0888616459195976e-15j),(-2.5369236394922767-1.458475558936888j)
(7.420731164781296e-17-1.7932042798197993e-17j),(1.1157846073279927e-15+4.4128191529044063e-16j),(-2.5369236394922727+1.4215244410630996j)
(5.580093495979271e-17-9.715728474950135e-17j),(8.67087633209e-15+5.1480073254619793e-17j),(-2.5364624980538593+0.019398117745617442j)
(-1.4707624799357005e-16-3.2227299022624636e-17j),(6.488943761891912e-15+2.665864465221798e-15j),(-2.5364624980538464-0.01939811774561124j)
(4.901882458682605e-17-6.273093565187536e-17j),(-1.9337303129694947e-16+3.3750054246447253e-16j),(-2.5335402256185873+1.4602573761638642j)
(2.2910323399637073e-17-6.157697281820467e-17j),(-5.946919861989333e-16+8.741707123879712e-16j),(-2.533540225618568-1.4602573761638638j)
(-1.0023608338130302e-16+4.2957981621561504e-17j),(-1.330077624080269e-15-2.2738571496501086e-15j),(-2.517384999992311+0.9562091297233224j)
(-9.077234307644302e-18-1.3768859327873287e-16j),(-8.052351532055652e-17+5.154339881261752e-16j),(-2.517384999992288-0.9562091297233017j)
(-1.649127323527386e-05+3.917667250155532e-05j),(0.029195711004163308+0.002137331839075331j),(-2.5145791161216815-0.9897541094569593j)
(-1.649127323519352e-05-3.917667250168247e-05j),(0.029195711004163134-0.0021373318390755253j),(-2.514579116121681+0.9897541094569625j)
(1.6132159090409932e-17+7.139402104414351e-17j),(-1.8564324612576557e-15-3.439820899908021e-15j),(-2.5094854682738443+0.489184190896148j)
(-3.697488926008857e-17-4.7044632950096306e-17j),(-6.421019571315869e-16+6.891045552602453e-16j),(-2.5094854682738394-0.4891841908961494j)
(4.7369991842362274e-17+1.4047281109635074e-17j),(5.465395411687958e-16+5.532934081008047e-16j),(-2.483839166192554+1.0896260605531776j)
(1.1894226428514495e-16+4.9379803735270006e-17j),(3.1281101940065993e-16+4.531422169976211e-17j),(-2.48383916619254-1.089626060553179j)
(1.1915574731124163e-16+7.727955600307224e-17j),(-1.2853536519507154e-15+3.0493365814360773e-15j),(-2.4715182155216686-0.2701254452936645j)
(-5.2541761772710726e-17+9.643358550845763e-17j),(2.9098063412191235e-16-4.048364389727061e-15j),(-2.471518215521661+0.2701254452936662j)
(3.5702505638132825e-18-1.7452515462368037e-17j),(3.772262142583189e-16-8.132662761872997e-17j),(-2.4694341755919718+1.7121283075728753j)
(1.5024297434922752e-17+2.1171164534440222e-17j),(1.17937857137529e-16-4.466644513497162e-16j),(-2.469434175591963+1.1678716924271109j)
(9.974406915986062e-18-1.639512868229789e-17j),(1.6990535789211659e-15-6.088111106977956e-17j),(-2.46943417559196-1.7121283075728766j)
(-6.901456213877737e-17+5.2741348568547033e-17j),(-4.327551638630454e-16+9.958740673106231e-16j),(-2.4694341755919558-1.167871692427114j)
(-1.0670884196766422e-16-1.0009332402183625e-16j),(-3.0023219799896516e-15+2.3655714251997728e-16j),(-2.461857924919359-0.019016054125179167j)
(4.3161715290888694e-19+5.858654209470553e-17j),(4.0961511640509127e-17-2.010622313033485e-15j),(-2.4618579249193586+0.019016054125176405j)
(8.59559903510004e-05-6.127686742223731e-05j),(0.04180284341443515+0.002947114994587539j),(-2.4616537798574685+0.5697958693436878j)
(8.595599035071601e-05+6.127686742217345e-05j),(0.04180284341443853-0.002947114994587747j),(-2.461653779857455-0.5697958693436816j)
(-8.918465958628444e-17+1.102559787392145e-16j),(-5.43909528070808e-15-1.2384479660909873e-15j),(-2.4501543405938273-0.27272295721579504j)
(1.7445714929371237e-17+1.3396088919475512e-16j),(-5.362203889203943e-15-1.942545775913093e-15j),(-2.4501543405938193+0.27272295721579887j)
(6.476796938356588e-17-7.775722484386028e-17j),(-2.8714128101006028e-15-5.5228575340022965e-15j),(-2.433784772146722-0.005099802761360973j)
(-4.141224745569878e-17+1.600699465852371e-16j),(3.3038503847267916e-15+1.1020272193825751e-15j),(-2.4337847721467103+0.005099802761364618j)
(-1.0339510394099147e-16-7.054074625505815e-17j),(-1.824751815565733e-15+4.748441768216929e-16j),(-2.426163665719723-0.6514521939460309j)
(4.511171501943432e-17+7.467304719171196e-17j),(-4.688241051996158e-16-3.8507038263415674e-16j),(-2.426163665719707+0.651452193946034j)
(-4.9224339384083126e-17+8.970871814214241e-17j),(-1.05156258007509e-15-3.274144146938946e-15j),(-2.4149151855095945+1.1505377362524944j)
(-9.093036107091906e-17+1.9394616750086785e-17j),(-3.4863467609823923e-15+1.3771206276041656e-15j),(-2.41491518550958-1.1505377362524902j)
(-4.81435106342649e-17-7.108967073860271e-17j),(-8.74216286021394e-16+2.460009592318438e-15j),(-2.3840832173291533+1.0639634697263327j)
(-2.0344646395576853e-16+5.757082456246774e-17j),(-1.3337431969124101e-15-1.55219149474657e-15j),(-2.384083217329124-1.0639634697263283j)
(-1.2198335553163868e-16+2.2980275090623927e-17j),(-1.2704135795518333e-15+7.162529932470033e-16j),(-2.377700510120914-1.3905564415053473j)
(1.8004410884404986e-16+9.598230646060687e-17j),(2.9226832656916703e-16+6.880916666434114e-16j),(-2.3777005101208935+1.390556441505336j)
(-2.4376342331249347e-17+1.2562247923491236e-16j),(-7.303527252103301e-16-1.5797674114840713e-15j),(-2.3474370447412607-0.5999985527064943j)
(4.774441695317383e-17+8.436752371510233e-17j),(2.815540424961305e-16+1.7889732435726932e-15j),(-2.347437044741247+0.5999985527064884j)
(6.981766061348381e-17+1.2166631587645285e-17j),(-2.8767040132063587e-15-6.132431784629863e-16j),(-2.3392624096302246-1.4722751293964944j)
(1.2552296797640328e-16-4.4766021602104156e-18j),(4.035280900971631e-15-2.183774339943316e-15j),(-2.3392624096302117+1.47227512939649j)
(1.2804631461522888e-16-1.1698275096013518e-16j),(-7.204380538849982e-16+3.310304460861729e-15j),(-2.3251367877109272-0.8905103170624739j)
(-2.4580145202776882e-17+2.0474498126577464e-16j),(-2.455227305593492e-15+1.7894889682919773e-15j),(-2.325136787710886+0.8905103170624505j)
(-8.490306335104594e-17+1.6200036388787297e-17j),(-2.4203114293272466e-15+1.1135525610604393e-15j),(-2.320645042767245+0.24435192143375334j)
(-6.03571740922224e-17+1.3054381399356845e-16j),(6.147361788029569e-15+2.025865395108947e-15j),(-2.3206450427672274-0.24435192143374998j)
(1.1582860420030945e-16+4.356667057304293e-17j),(1.4919566545861084e-15+1.9091913707871474e-15j),(-2.3148105788728603-1.4400000000000024j)
(9.50536248326203e-18-4.261892069227915e-17j),(7.291038895482311e-16-1.0884996639303041e-15j),(-2.3148105788728444+1.439999999999999j)
(-9.0336992220298e-05-0.00010101116035816666j),(0.03932535935676751-0.029907289952735727j),(-2.310136890955722+0.013879389352596857j)
(-9.033699222042594e-05+0.0001010111603582638j),(0.03932535935677128+0.029907289952734693j),(-2.3101368909557216-0.01387938935258563j)
(0.0001588995927535073-8.598562517440471e-05j),(0.03620526306008745+0.006564070238003624j),(-2.287981810781949+0.7486490385893348j)
(0.0001588995927535035+8.598562517438601e-05j),(0.03620526306008736-0.006564070238004054j),(-2.2879818107819148-0.7486490385893259j)
(1.5255752388304485e-16+3.933785193395003e-17j),(-2.6786779250244314e-15-9.703172848418792e-16j),(-2.287675375906538+0.44583466805911975j)
(9.105759457146478e-18-4.749183610419166e-17j),(-2.6821065593305682e-15+1.2356162128844264e-15j),(-2.2876753759065114-0.4458346680591112j)
(7.980041970284615e-17+1.712249027476003e-16j),(-5.706767364137717e-16-5.225496087087527e-16j),(-2.2779273791703303+1.1279044159833562j)
(2.5748493957605855e-16-2.0798872949566516e-16j),(-2.8581805024607302e-15-2.1014899717126223e-15j),(-2.277927379170307-1.127904415983346j)
(1.99900218278774e-05+6.358883886513171e-06j),(0.016950070284359686-0.03384777978820508j),(-2.2764629520818533-0.28971276773067123j)
(1.9990021828057594e-05-6.358883886317147e-06j),(0.01695007028434803+0.03384777978820391j),(-2.2764629520818196+0.28971276773066684j)
(-6.139412592653103e-17+1.6662056258477778e-18j),(-3.824472510226025e-15-1.9632097411734314e-16j),(-2.2722362164957755+1.7385233634083477j)
(5.2180618634813813e-17-1.5722659946817671e-16j),(4.355186138281096e-16-1.4915384456673661e-15j),(-2.2722362164957746-1.1414766365916476j)
(-1.1753743863025898e-16+1.4323762935501992e-16j),(-3.0714860006663047e-15+1.1406127102844533e-15j),(-2.272236216495773-1.7385233634083483j)
(3.0837826888280365e-17+7.244655386858785e-18j),(6.393555622936821e-16+6.605235227120676e-16j),(-2.272236216495763+1.1414766365916453j)
(3.769273747773835e-17+7.57921594348988e-17j),(-2.615743219810141e-16-1.5599956290062835e-15j),(-2.268521921115378+1.2533383505286002j)
(1.1545309523207927e-16-9.749920508194048e-17j),(4.470845343665809e-16+1.6403120824424095e-15j),(-2.2685219211153633-1.253338350528592j)
(-1.7479975096078404e-16-2.848144482354903e-17j),(5.3351666976360506e-18-8.873307544061673e-15j),(-2.265894486693994-0.2681992179133261j)
(-1.4286673794417216e-16-3.837876894356691e-17j),(-1.5193138500601436e-14+4.282600660342975e-15j),(-2.2658944866939716+0.26819921791332024j)
(-7.006791982470638e-17-9.410811260030328e-17j),(-1.8407101161609546e-15+2.2087877756246916e-15j),(-2.2618680789246084-0.2420626217878026j)
(7.660949902933734e-17-5.323324111100398e-17j),(-5.385224790809682e-15+2.1183424055625832e-16j),(-2.26186807892457+0.24206262178780538j)
(-3.793229815142995e-17-1.4562856244836503e-16j),(1.07613654690313e-15-1.1387847550068921e-15j),(-2.2543606203020405+1.3702387642213585j)
(-2.2791955469399244e-17+1.0643707737414601e-16j),(2.3726056295218593e-15+4.831198002800917e-16j),(-2.25436062030202-1.3702387642213465j)
(-1.0840626856307054e-16+8.497847190040443e-17j),(3.190774173730941e-15+1.4204835145310576e-17j),(-2.250698438454623-0.2569610417554501j)
(-5.022946091600612e-17-2.1104631515936294e-17j),(7.047996908017878e-15-4.532379216877187e-15j),(-2.250698438454617+0.25696104175544726j)
(-7.107845367316385e-17-8.530012806781081e-18j),(4.572756717006124e-16+9.428214287997585e-16j),(-2.2443735918198713-0.6578227627923968j)
(-8.485906282032336e-17+2.260233939177175e-18j),(-1.0211778858604699e-15-7.258749725907598e-16j),(-2.2443735918198695+0.6578227627923887j)
(1.7510038936224427e-16+7.06843136612561e-17j),(-2.6666671020801932e-15+3.603417380631288e-15j),(-2.237861111919371-0.25402781131069463j)
(1.177000190491835e-16+5.520032049481422e-18j),(-4.6292920696065015e-15-4.3604550470704277e-16j),(-2.2378611119193517+0.25402781131069185j)
(2.365387681362691e-17-3.879849552199533e-17j),(-1.311673765186801e-16+9.728772491667801e-17j),(-2.2361166076560397+1.3955982811850243j)
(6.256636985729173e-17-2.6913225138958876e-17j),(1.3571499847124393e-15+2.069131705149254e-15j),(-2.236116607656024-1.3955982811850258j)
(4.556688936672994e-17-5.114744674115354e-17j),(-1.0584884779904392e-15-1.052962343245853e-16j),(-2.23563772944252-1.6964038674324982j)
(-1.4727151503794295e-18-3.087702724977178e-18j),(5.075426328256612e-18+4.403705121642745e-18j),(-2.23563772944251+1.6964038674324975j)
(1.2235657155670497e-17-1.3522860535560584e-17j),(-1.1682892467322356e-15+2.1578397356484427e-16j),(-2.2356377294425083+1.183596132567504j)
(-7.530729747188169e-18-1.2596952256326714e-17j),(8.444551859790983e-16-8.514261046672883e-16j),(-2.235637729442492-1.1835961325674786j)
(-1.0887847749403866e-16-2.5531878423279546e-17j),(-5.632175503022246e-16-6.548190001711411e-15j),(-2.2206788624873153+0.1749244374144685j)
(-2.3793661886363625e-16+3.908380152180749e-17j),(2.513872974898704e-15-2.2418101419874743e-15j),(-2.2206788624872824-0.1749244374144679j)
(1.36377721496674e-16-6.08700157626649e-17j),(-2.0942325077111675e-15-1.2866294810729203e-15j),(-2.2020027725398577+1.1658293072546182j)
(4.9704242817866164e-17+8.500991458122979e-17j),(-2.801006932646461e-15+4.599859348479857e-16j),(-2.2020027725398252-1.1658293072546084j)
(1.66371554817112e-17+4.293895704882089e-17j),(5.084873727584942e-15+5.507806452613045e-16j),(-2.197065475692142-1.2140195323507046j)
(-7.214719378439505e-17-6.408041517181502e-18j),(1.0161263941550788e-15+3.9706928143845083e-16j),(-2.1970654756921366+1.2140195323507164j)
(1.4723427226402902e-16-3.315095676948861e-17j),(-3.1254716299567065e-15+2.5730931372201307e-15j),(-2.1908528958667968-1.2417603034111946j)
(1.104499274061833e-17-5.3559201559517006e-17j),(-2.7786221861971246e-16-4.319284539076981e-15j),(-2.1908528958667794+1.2417603034112046j)
(0.00030263331971562275-0.0002831817655509221j),(-0.13425735632470084-0.19107069165095525j),(-2.169219633510635+0.3948171241884387j)
(0.00030263331971562535+0.0002831817655512656j),(-0.13425735632472713+0.19107069165092583j),(-2.169219633510615-0.3948171241884409j)
(-6.122273745563831e-17-1.184899244785874e-17j),(1.6409491338679287e-15-3.3259176941063463e-15j),(-2.164213596389981+0.8965680335093416j)
(-4.2628919744865434e-17-1.461781146555878e-16j),(8.951772477380141e-16+2.598308491429745e-15j),(-2.1642135963899802-0.896568033509343j)
(4.8568149957844943e-17-1.7551739101892927e-18j),(-5.130127581795168e-15+2.0096924810576346e-15j),(-2.1550247024336726+1.1790814326648795j)
(-2.7036677430966337e-17-8.582032930374955e-17j),(7.500057103074362e-15+2.4524448702884063e-15j),(-2.155024702433658-1.1790814326648806j)
(-1.0430849331630366e-16+2.565730601328283e-17j),(-4.5499425702843815e-15-3.2457018431886676e-15j),(-2.1362707861090477-1.0800658932096434j)
(-2.6028824191469597e-17-8.440593534842067e-17j),(-1.0147768237949594e-15+2.543703246662781e-15j),(-2.136270786109035+1.0800658932096319j)
(1.6696182261296505e-16-6.6279301079450215e-18j),(1.9793930485959694e-15-2.9905950036512098e-18j),(-2.132471567505973-1.336340235001247j)
(7.97930855671429e-17+2.1190052735072817e-18j),(-1.0021954731096935e-15+4.858635559701266e-16j),(-2.132471567505955+1.336340235001249j)
(1.1012795111403436e-16-1.0940658100993906e-16j),(-3.26969472629823e-15-1.2297992778037053e-14j),(-2.124552562623488-0.7072296752956783j)
(9.506894248415672e-17+1.2445534630045646e-17j),(-7.139525411611389e-15+7.415088984903781e-15j),(-2.124552562623484+0.7072296752956811j)
(-8.976969494659938e-17+3.753888327219433e-17j),(1.3804574648917983e-15+5.427485165916087e-15j),(-2.1050290116207777+0.133353342889874j)
(-2.3170443116684897e-16+8.884832978406082e-17j),(-1.6173898933459776e-15+3.2801780195701165e-15j),(-2.1050290116207733-0.13335334288987644j)
(-3.8193748576386944e-17+1.2407146248398225e-16j),(-6.513608852137323e-16-1.794632004699404e-16j),(-2.0977349757512425-1.7023167922745912j)
(4.4402301744857675e-17-1.6020233471700775e-16j),(-1.6393662840499055e-15-3.081413916362045e-17j),(-2.0977349757512327+1.7023167922745825j)
(-2.2150934917628742e-17-4.621143392248276e-17j),(1.2868343664855636e-15-2.0165204801119565e-15j),(-2.097115063359553+1.4400000000000106j)
(1.4468553443385142e-16+9.295745456853412e-17j),(1.7023598738641487e-15+2.3652672997134533e-15j),(-2.09711506335955-1.439999999999999j)
(-6.189395145582831e-17+6.898513588596663e-17j),(-1.7678340394442809e-15-4.224576173690122e-16j),(-2.0935003089439026+0.07852889557663795j)
(5.446652796108339e-17+9.529371851876075e-17j),(-1.8453232784852916e-15+1.4250465760696185e-16j),(-2.0935003089438746-0.07852889557663986j)
(0.00010063822241418441+1.98629411080328e-16j),(-0.4883654449079644+8.062983635120903e-14j),(-2.089268812468964-5.620252705137757e-15j)
(-2.4098430319496868e-17-3.617796727633289e-17j),(8.738891143782556e-16+1.2225464399766854e-15j),(-2.0842584691919006-0.8300000000000037j)
(1.6680915330983707e-17-3.0729858155062364e-17j),(-1.1131611331507954e-15+2.1259468431949576e-15j),(-2.084258469191894-0.7299999999999919j)
(-4.845810433183823e-18-1.016791858732513e-16j),(2.5305951450752544e-15+6.202678049646619e-16j),(-2.0842584691918815+0.7299999999999971j)
(6.880648176675339e-17-8.14189299486053e-17j),(3.005471779943739e-16-9.896989393935374e-16j),(-2.0842584691918806-2.17j)
(3.921659141483474e-17+2.0397897833469404e-17j),(-5.360487740613022e-16-1.5778224061664228e-16j),(-2.0842584691918784+0.8299999999999972j)
(4.732099478454154e-17-5.717538852501923e-17j),(-2.0995763965967966e-16+1.2239567751292752e-16j),(-2.0842584691918784+2.2700000000000014j)
(1.1376363582623249e-16+4.8228140503024e-18j),(5.251318456447853e-16-3.2447895782720574e-16j),(-2.0842584691918766-2.270000000000012j)
(-2.3814111867685023e-18+4.045130692922979e-17j),(3.637280874075215e-16+6.358047494278883e-17j),(-2.0842584691918673+2.1699999999999884j)
(-1.3508476602150355e-16+3.7282391847358652e-19j),(8.807117427864801e-16-6.63847921990963e-15j),(-2.0817440404995926-1.1458790314088347j)
(-1.437122239991457e-17+4.647846894913569e-17j),(3.691641172052442e-15-3.139360358993227e-15j),(-2.0817440404995855+1.145879031408826j)
(-3.7125534062561767e-19-9.361678254206718e-17j),(1.2184127295859864e-15+5.558217672139938e-15j),(-2.078813611581125+0.29671130197892315j)
(1.5737450016796568e-16-1.2354090635055616e-17j),(-1.356497388192965e-14+2.068964926921876e-15j),(-2.0788136115811184-0.29671130197892825j)
(5.62434260560535e-17+1.93216887361978e-17j),(2.125839354526254e-15-2.082284499729317e-15j),(-2.078118914237726+0.8827244812596999j)
(-4.1852050367337665e-17-1.12319315437347e-16j),(4.815865484373822e-15+1.6060228367740773e-15j),(-2.078118914237711-0.8827244812596925j)
(-1.3471579681244121e-05+1.2805009792606497e-16j),(0.5225983931169529-8.171985211920272e-14j),(-2.071501197681124-3.5389610394390576e-16j)
(-5.29242070870475e-17+1.146124759107466e-16j),(2.0867424706021774e-15-2.864915315927593e-15j),(-2.069508363704583-0.8064016064681883j)
(-4.346875566977269e-17-3.863875568804909e-20j),(-4.229017137408554e-15+7.003859604818842e-16j),(-2.0695083637045637+0.8064016064681916j)
(-1.2900903734788457e-16-3.1770752264903003e-18j),(-3.2618451207437807e-15+1.1014013448078969e-15j),(-2.0656859764996485+1.2756103953068099j)
(1.3464679896415073e-16-6.267694928873396e-17j),(-1.5552291099445638e-16-3.5040494952175267e-15j),(-2.065685976499633-1.2756103953068j)
(-5.318986547875126e-18+1.2154385739540877e-16j),(-1.0483475070524317e-14-2.6276324205631686e-15j),(-2.064020640117055-0.2527962653578231j)
(9.04035848328523e-17+2.1841307975829176e-17j),(-1.7414377181783748e-15-8.935746951233873e-15j),(-2.0640206401170382+0.2527962653578218j)
