A,B,EV
(-5.926671784901144e-18+3.187506587277871e-17j),(1.0347015414371466e-15-1.3759747843212492e-16j),(-2.3261472742096094-0.5160695054080906j)
(-4.161525374513458e-18+8.982047914434848e-18j),(-1.279335456613441e-15-3.309340785342047e-15j),(-2.3243923467097463+1.0590608310632372j)
(-1.2085246158910466e-17+1.543249915126082e-17j),(1.5600179520245658e-15+8.982314256283776e-16j),(-2.324392346709707-1.0590608310632406j)
(5.1673621389964766e-17+3.075245464670486e-18j),(6.186876271541299e-16+1.3494632207799356e-15j),(-2.3117806831833168-0.05150302334949826j)
(-7.936625234840696e-18-1.3715571660406387e-17j),(2.764469970617307e-16-2.0312296852615813e-15j),(-2.3117806831832928+0.05150302334948818j)
(-3.7014277862772346e-17+3.3463729945688932e-18j),(-4.4336274325977654e-15-1.0775671574805455e-15j),(-2.3029795511041815+0.27660350742694967j)
(1.2239301927198598e-16+5.579035113425378e-17j),(-2.9800686237388163e-15-1.4983211008057418e-16j),(-2.3029795511041486-0.27660350742694123j)
(-5.256554629810017e-17+2.905286101944059e-17j),(-9.730468049851973e-16-8.845340652184347e-16j),(-2.301086151394098-1.19166853863049j)
(-8.8256519328701e-17-5.34568740448232e-18j),(9.191241946423938e-16-1.2004691316489005e-15j),(-2.3010861513940877+1.1916685386304904j)
(4.348744618734295e-17-2.817591841256336e-17j),(3.07097127773059e-16-5.079748975998032e-16j),(-2.2924743714067755+1.1509464542419576j)
(2.5248182725154437e-17+2.7721996463959617e-17j),(6.696906906941828e-16-1.717509573125932e-15j),(-2.2924743714067675-1.1509464542419496j)
(-3.7769801933368446e-18-3.157675335638064e-17j),(3.169390070677327e-16-2.718846469806994e-16j),(-2.292474371406767-1.729053545758052j)
(-7.244591617447519e-19-2.415133869205359e-17j),(-2.895525035965688e-16-2.679552070763941e-16j),(-2.2924743714067586+1.7290535457580378j)
(-2.4705248229287212e-17-1.5555884292585672e-17j),(2.6581613910600365e-15-9.330307519726729e-17j),(-2.2924357152686956-0.289389639051983j)
(2.456818735794351e-17+3.220849304759503e-18j),(-1.1614985180841688e-15-1.729253392153945e-16j),(-2.2924357152686765+0.28938963905199033j)
(1.8047786857588012e-17+4.984256070882908e-18j),(-6.119162962825186e-16+2.799061365368904e-16j),(-2.2898431550447773+0.935878133092886j)
(-1.8307900257283022e-17-2.6311540513172316e-17j),(4.709988195596342e-16-3.584583267718307e-16j),(-2.289843155044767+1.9441218669071265j)
(-1.4234027951073048e-16+2.1016451063758943e-17j),(3.2190486857775604e-16+7.562953717931443e-16j),(-2.2898431550447653-1.944121866907129j)
(-1.0782594838173355e-16+3.9890956509626185e-17j),(2.305709084684515e-16-1.2275283874982153e-15j),(-2.2898431550447254-0.93587813309287j)
(-4.814633983337296e-17-5.3068085030653747e-17j),(3.0991730802875836e-15-7.967300356063966e-16j),(-2.2896881218119898+0.5041947825860769j)
(4.6990705346202125e-17-5.097983620008112e-18j),(5.140528111590116e-16+2.160097923887541e-15j),(-2.2896881218119836-0.5041947825860941j)
(-2.0212511555942167e-05+3.6378378516837275e-05j),(0.019148908251953988+0.00507731530240446j),(-2.2830697848249173-1.2067396286641712j)
(-2.0212511555831524e-05-3.637837851677462e-05j),(0.01914890825195414-0.0050773153024045205j),(-2.283069784824917+1.206739628664185j)
(-1.0704978420251329e-16+1.0017060129996784e-16j),(-2.3033047427386157e-16+2.705990141410917e-16j),(-2.2828971537038574+1.9621942014685703j)
(-5.2171306627093507e-17-8.183573321172906e-18j),(2.684276854795044e-16-3.8952956148157395e-15j),(-2.2828971537038436-1.962194201468562j)
(2.7577976467269855e-17+9.066385300745691e-17j),(3.201234262442809e-16+3.330992295994776e-15j),(-2.278987152869049-0.3760532430163243j)
(-3.393877062348291e-17-7.412679013693173e-17j),(-7.85983603053824e-15+6.8972580468655e-15j),(-2.2789871528690333+0.3760532430163226j)
(-0.0001023568308334612+6.320040073902849e-06j),(0.007349779257082273+0.010816981965323927j),(-2.2782321458197745+0.37871317826101464j)
(-0.00010235683083347645-6.32004007372733e-06j),(0.007349779257082724-0.010816981965322098j),(-2.2782321458197727-0.3787131782610219j)
(-6.648487220925567e-17-6.077461960898224e-17j),(-4.481027147278624e-15-7.254123023859864e-16j),(-2.2724184415951827-1.1521259266624664j)
(-8.634102095147074e-17-2.840212668066713e-17j),(2.173696806890451e-15+1.659135595258148e-15j),(-2.272418441595169+1.152125926662462j)
(-6.071678108138368e-17+7.584222494748416e-17j),(1.4203313838677991e-15-2.481402612302979e-15j),(-2.219975875066288+0.5092152367380957j)
(1.0911564343108064e-16+2.8793083821863e-17j),(-9.547252225294948e-16-8.148251165583949e-16j),(-2.2199758750662517-0.5092152367380827j)
(-6.400209264367846e-17-1.5571378125100528e-17j),(1.140071265421089e-14-3.49927466276772e-16j),(-2.2178598410841057+0.2854679943519313j)
(3.9289138650654014e-17+2.7260208286605217e-17j),(-4.836098607789814e-16+3.0898294164106514e-15j),(-2.217859841084095-0.2854679943519293j)
(2.0378324259544263e-17+1.864252075811329e-17j),(-1.932289544108612e-15-1.0916858513799411e-15j),(-2.212099619688794+0.2670353697579602j)
(-9.9583055726e-17+7.442786597760803e-17j),(1.6609784104444414e-15-3.3964187823961696e-15j),(-2.212099619688778-0.26703536975796505j)
(2.824798651539597e-17+4.4747020244301434e-17j),(-1.30652697735565e-15+1.3661520035710376e-15j),(-2.202902047096802-1.3986848114322101j)
(-9.02505768783959e-17-9.554968461340008e-18j),(3.524764697938889e-16+5.831322373264653e-16j),(-2.2029020470967975+1.3986848114322126j)
(1.277773069678944e-16-1.2847418570175397e-17j),(-2.15695110729537e-15+1.222042349507348e-15j),(-2.1953410053512648+1.1809027010706103j)
(3.3009960647934356e-17-1.4397152301450893e-16j),(6.145697600365379e-15+5.648543668554664e-16j),(-2.1953410053512457-1.1809027010706044j)
(-7.33785200679548e-17-5.291556163249729e-17j),(3.5066310794774027e-15+2.5312757979947246e-15j),(-2.1836461361385746-0.9965047787266467j)
(-9.779362866413342e-18-3.593699720959191e-17j),(-9.073813636701952e-16-1.5723351198118866e-15j),(-2.18364613613857+0.9965047787266521j)
(-5.59211431622437e-17-9.387501688490306e-17j),(-4.670286305892962e-15+4.3738082659479894e-16j),(-2.1417527092689164-0.6001090662764533j)
(4.5123583304024947e-17-1.1040224948914237e-16j),(-1.419786259519125e-15-1.0493213154716379e-15j),(-2.1417527092689053+0.60010906627645j)
(-6.979621537641499e-17-1.1268534472549552e-16j),(-1.8758696705912224e-15+5.2212436395111206e-15j),(-2.1385151673921006-1.4305772401707646j)
(2.543580292085418e-17-5.138430400216134e-18j),(-2.8817754333264617e-16+1.2168276513563792e-15j),(-2.138515167392095+1.4305772401707564j)
(1.0145719536064641e-16+3.1016855678987553e-18j),(8.48632653238222e-16-2.591940515170184e-15j),(-2.09787228818095+0.7621782307179955j)
(-5.922286495920314e-17-8.734828603523879e-17j),(-1.2837613145644982e-15-2.1849976331260296e-15j),(-2.0978722881809393-0.7621782307179719j)
(-0.0006748253419859905+3.776520679063332e-16j),(-0.08326043506569142-1.0573725406750855e-16j),(-2.077177931673198-5.771608713934566e-15j)
(-5.2889453758381334e-17+5.6418128974452e-17j),(2.8920389711646925e-15-2.5398213111172965e-15j),(-2.045952843065245+0.677886477170547j)
(-6.835522222044319e-17+3.985276948669356e-17j),(2.0326169513198783e-16+3.9932524267514506e-15j),(-2.0459528430652316-0.6778864771705471j)
(1.4220959134214402e-17+4.888636882793704e-19j),(-4.467059867993313e-16+1.0171250097857291e-15j),(-2.045846231767134-1.3202031605579463j)
(4.5485382911158994e-17+6.667915102457037e-17j),(8.675750322014111e-16+1.3063192152758195e-15j),(-2.0458462317671215+1.3202031605579494j)
(9.226577995738541e-17-3.737061397347825e-17j),(2.7020203978589128e-15+3.8552879675416297e-16j),(-2.0406076388330288-0.23084730344789497j)
(9.203997034370774e-17-7.094523672784625e-17j),(-3.7557441570172915e-15+2.193279115915276e-15j),(-2.0406076388330128+0.23084730344789242j)
(5.0675646830116014e-17+9.43813599410457e-17j),(1.0843401551833945e-15-1.4830911697047033e-15j),(-2.028016852622018+0.4541958247548686j)
(3.626564746972364e-17+1.169836371160001e-17j),(-1.915314280297483e-15-2.259156013513135e-15j),(-2.0280168526220033-0.454195824754867j)
(-5.264441199197276e-17+4.647090688005829e-17j),(-3.3622626661701046e-16+1.0185445429149087e-14j),(-2.026561345319872+0.014387708536993421j)
(2.3182490298602104e-17-1.8349729684313955e-17j),(3.73150252108501e-15-3.1147557362549974e-15j),(-2.026561345319864-0.01438770853699723j)
(-5.429105594371431e-17-1.1111156560389529e-17j),(-5.197942953175232e-16+6.641774205389116e-16j),(-2.0238864250453648-1.4399999999999962j)
(-1.0259872042326002e-17+5.690171801377353e-19j),(-7.626604172569971e-16+6.223697322244281e-17j),(-2.0238864250453616+1.440000000000004j)
(6.555179806530574e-05+1.81446709241636e-16j),(-0.05378933602729388-1.3968618956085303e-14j),(-2.0220425430073465-1.057313958607864e-15j)
(1.9288958951917618e-05-4.37562883407142e-05j),(0.013126390412084632+0.011128598681749008j),(-2.0166082555572014-0.7873783093329064j)
(1.928895895232258e-05+4.375628834069924e-05j),(0.013126390412074807-0.011128598681752394j),(-2.0166082555571876+0.7873783093329119j)
(2.5448967100911247e-17-1.780686315927015e-17j),(5.373984409213692e-15-7.772899963890646e-16j),(-2.015661147273229-0.653893648394709j)
(-4.090325903266357e-17-3.533613622413209e-18j),(9.039389988687313e-16+1.0306915506683934e-16j),(-2.015661147273228+2.2261063516052855j)
(4.604817083738742e-17+3.166906953887293e-17j),(4.3871149490697344e-16+3.516552035215683e-16j),(-2.0156611472732227-2.226106351605292j)
(-7.385886915254825e-17+3.706748778758456e-17j),(8.060555365441833e-16-3.2590725596802177e-16j),(-2.0156611472732084+0.6538936483947079j)
(-2.996371460927649e-17+5.3958048054965317e-17j),(5.43183489312958e-16-3.913657332588353e-15j),(-2.01468289541738+0.6889860939490572j)
(-1.2091611365340794e-17-6.167217796498435e-17j),(2.7296642698695566e-15+1.1045335781287146e-15j),(-2.014682895417379-0.6889860939490633j)
(-4.663427278217488e-17+5.633153187767726e-17j),(5.820304599000133e-16-2.6489852756618414e-16j),(-2.014010437862324-1.2229459376190968j)
(2.730504044207899e-18+3.9157856279560113e-19j),(5.015427918235842e-18+7.091601932812932e-18j),(-2.0140104378623236+1.6570540623809162j)
(-6.5524917030908995e-18-4.686291390676338e-17j),(-1.4170876868711046e-15-3.7218759802575566e-16j),(-2.0140104378623205-1.6570540623809042j)
(1.843594711848399e-17-4.0157229341407106e-17j),(1.4205881298677317e-15+5.16380243275086e-16j),(-2.014010437862305+1.2229459376190863j)
(-2.4516918704618788e-17+4.2216711798066426e-17j),(5.109533319819403e-15-7.620012548397633e-15j),(-2.0139313596141535-0.21492027577545283j)
(4.63808611969206e-18-1.0131166238550237e-16j),(8.693610235883539e-16-8.621670696199711e-16j),(-2.013931359614135+0.21492027577545325j)
(7.668359445857498e-18+1.3450704462348318e-16j),(-1.181522826231635e-15+1.5002698805304851e-15j),(-2.006701224264388-0.5546761441495396j)
(7.126481851195207e-18-1.2402210235430691e-17j),(-1.892897817172116e-15-8.367511293926019e-15j),(-2.00670122426436+0.5546761441495331j)
(-4.4587905988022105e-17+1.120779254569909e-16j),(-1.2901469418944483e-15+2.876000657589111e-17j),(-1.9972220060441173-1.4505151119841129j)
(-1.169791789770173e-16-7.047834537484936e-17j),(3.6403085672021076e-16+2.669617792205527e-15j),(-1.9972220060441126+1.4505151119841133j)
(1.116273812305088e-16-1.9863005082464128e-17j),(8.746227895372212e-16+9.65539459372765e-17j),(-1.9923438865986274-1.4400000000000124j)
(1.3559887223529711e-17+4.998373625154067e-18j),(-6.655958701154237e-16+3.297325724564934e-16j),(-1.992343886598618+1.4400000000000115j)
(6.24674705154496e-05+1.689003873157592e-16j),(-0.216715194034226+1.0152900844518437e-13j),(-1.9907413747734035+1.5844077069321989e-15j)
(-3.157098519476238e-17-5.067341684450199e-18j),(-8.14014474589178e-15+5.823342733594685e-16j),(-1.9874252932556116-0.9800970183344959j)
(-4.191896139312339e-18+2.148507202398851e-17j),(-4.894454854557113e-15+2.1848411348748705e-15j),(-1.9874252932556105+0.9800970183344989j)
(8.304728913173217e-05+1.7107087334139162e-16j),(0.24170499558846004-1.1149835850911097e-13j),(-1.9765435638926596-2.2399606716809053e-15j)
(-1.6557425808482295e-18-4.018737923755902e-18j),(1.1233932533127158e-16-2.4170263149547514e-15j),(-1.9740805091756597+1.704872601230527j)
(5.243478509906623e-17+1.4954323301361853e-16j),(-1.5755918586089654e-15+4.2057425389276033e-16j),(-1.974080509175654-1.704872601230529j)
(-1.672038573910556e-17+3.3204039549681004e-17j),(2.2092281594441948e-15-6.2147631685240715e-15j),(-1.970279096316891+1.2520820282363538j)
(4.755536406736638e-17+1.3212614771833458e-16j),(5.56747443090969e-15-2.0685591110995443e-16j),(-1.9702790963168864-1.2520820282363385j)
(4.630225826742046e-17+1.3190894324877734e-17j),(-4.532278204335296e-15-2.6399420103511726e-15j),(-1.9620515867514796+0.6468907780708815j)
(-9.017319646870013e-17-5.4211192874126626e-17j),(-1.8899244035169476e-15+1.2897898046613846e-16j),(-1.9620515867514663-0.6468907780708836j)
(-1.0570369149848063e-16-2.7036295230558706e-17j),(-2.5029534378044066e-16-6.534184511096707e-16j),(-1.9581986965116842-0.8466400966120613j)
(-1.0843095073464849e-17-5.2487233257302626e-17j),(6.645447153629277e-15+4.3865149070993445e-16j),(-1.958198696511656+0.8466400966120587j)
(3.848970009751479e-17-8.418745750017158e-17j),(3.191658671195452e-15+9.436086823385575e-16j),(-1.957204480879911-0.7917162019661903j)
(2.0316442812167473e-17-8.909413635059204e-18j),(7.765304249622195e-16+3.729235694751226e-16j),(-1.957204480879899+0.7917162019661839j)
(3.096356959179147e-18-6.130923294420872e-18j),(-2.2670010885990743e-15-3.337917682466988e-15j),(-1.95429896065264-0.046041329818806535j)
(-2.5118750428016445e-17+2.527055746853086e-17j),(-5.259333879723111e-15+3.721303067115067e-15j),(-1.9542989606526329+0.0460413298188062j)
(5.87740393566938e-17-1.6062343092647264e-17j),(-1.0365235744334053e-15+1.2249895280578376e-15j),(-1.9535565784907716-1.4948826461506268j)
(-6.349381907600598e-17-1.5951938160634084e-17j),(-1.0285591819332619e-15+8.983670302563035e-17j),(-1.9535565784907651+1.4948826461506202j)
(-1.8865732200571814e-17-1.3685360021147797e-16j),(1.414691488774785e-15+7.194767193839161e-16j),(-1.9501413431100738+1.7592751504923694j)
(-8.97161158820547e-18+3.5270813330903604e-17j),(1.5302142174696108e-16+7.894089802375168e-16j),(-1.9501413431100696-1.759275150492358j)
(3.643949343336611e-17-1.7507136623947375e-17j),(1.4353057875327113e-15+1.301327820863161e-15j),(-1.9490912331592145-0.902993123943736j)
(-3.4121400640271765e-18+1.7265374993473044e-17j),(-3.21765414126894e-16-2.4176775676216218e-15j),(-1.9490912331591992+0.9029931239437312j)
(-2.433064989219989e-17-1.3779617907199297e-16j),(-2.9140207337085856e-15+9.09296003071276e-16j),(-1.9464201816728033+0.04268167474632692j)
(3.4840580039770364e-17-6.795598582479032e-17j),(-3.5082573713734814e-15-7.910164966615712e-16j),(-1.9464201816727906-0.042681674746325025j)
(-0.0007910161880673263-2.483246552732266e-05j),(0.10417871945594698-0.03483612074240419j),(-1.9396826294035785-0.7901510647069576j)
(-0.0007910161880674635+2.4832465526987532e-05j),(0.10417871945593915+0.03483612074240747j),(-1.9396826294035574+0.7901510647069465j)
(0.00012560484743482227-1.4168280021081847e-05j),(-0.04170833273112351-0.004704717607755156j),(-1.9287415415591733+1.748578592450037e-15j)
(-1.215236722301908e-16+3.861728317158817e-17j),(6.889919996382477e-15+1.933431634042618e-14j),(-1.8951321015815636+0.47873003495662253j)
(4.605088986884033e-17+2.371160533564991e-17j),(1.1922904575413158e-14-5.7237989477461296e-15j),(-1.8951321015815572-0.47873003495662636j)
(-1.495552346163436e-20+8.133483654036693e-17j),(2.459943711807613e-15-4.225556136385938e-15j),(-1.8949479952889507-1.4873913095552784j)
(2.152459774243491e-17+8.39840784165545e-17j),(-2.195709203239748e-15+1.9711522539260646e-15j),(-1.894947995288932+1.4873913095552813j)
(-2.1240430241678515e-17-9.085498202598412e-17j),(-4.308605774386761e-15-2.0857562488221396e-15j),(-1.8909286064159962+1.2610393678663545j)
(5.687497465007461e-17+1.9690919929847273e-16j),(-1.521149042880876e-15+2.0698628426270255e-15j),(-1.8909286064159878-1.261039367866341j)
(0.00020015412397335157+0.00018794167494891111j),(0.03622667050929383-0.10306380290450956j),(-1.8846563771477112-0.7845374440277768j)
(0.0002001541239735533-0.0001879416749490602j),(0.036226670509284326+0.10306380290447584j),(-1.8846563771477092+0.784537444027766j)
(-0.001023694725300557+2.1592057689921402e-16j),(0.2602213337511788-5.102078860254815e-15j),(-1.8760283598163672-1.6098242129048494e-15j)
(9.018384445992404e-17+7.813632733812154e-18j),(-1.899957796860918e-15-4.0121259775641765e-15j),(-1.869905224603815+1.039241899506685j)
(1.708703509537741e-16-9.928945219589832e-17j),(-1.161745471460634e-17+9.743856055662453e-15j),(-1.8699052246037873-1.0392418995066843j)
(8.882944035582176e-18-1.476736880321146e-17j),(-4.924111616112349e-15+2.946585845517297e-15j),(-1.8665052683249501-0.17472124515107784j)
(3.2369005163390845e-19-6.057662010281055e-17j),(2.1540334715123972e-15-1.749220104433223e-16j),(-1.8665052683249355+0.17472124515107293j)
(1.848442501235152e-17+3.937006180232787e-17j),(-1.297141484301011e-15-4.835659786281501e-15j),(-1.8642606542110844-1.0491155958948217j)
(2.9385308517379115e-16-4.705266424984342e-18j),(4.67608750276981e-15-2.7423201283366615e-15j),(-1.8642606542110751+1.0491155958948046j)
(-5.841148841802871e-17+1.5202436504686866e-18j),(4.366117048610008e-15-3.5295206575345285e-16j),(-1.8536788281357746+1.5169204798691585j)
(2.036683484731938e-16-2.113431777705837e-16j),(3.821740347157062e-16+5.08369641711901e-16j),(-1.8536788281357717-1.51692047986915j)
(-2.5813617947367487e-17-5.414503951721998e-17j),(-5.069119311807704e-15-2.2002228159756647e-15j),(-1.8503740972798295-0.22878609406706366j)
(2.935697320959191e-17+3.3559518149080365e-17j),(-9.475440209073341e-15-9.621668384495932e-15j),(-1.85037409727982+0.2287860940670679j)
(7.489291679043108e-17-5.975799200063538e-17j),(5.178935020827466e-16-5.631103988969298e-16j),(-1.8357445412593605+0.7530682575850952j)
(-2.362200077187066e-17-4.003311485369578e-18j),(-7.620838688792537e-16-4.444712716681465e-15j),(-1.8357445412593414-0.7530682575850923j)
(-5.2585948476321624e-17-5.082488083033213e-19j),(1.885782986616047e-16-1.7062333822476504e-15j),(-1.813849210437101+1.8787937955194765j)
(2.4874758317543226e-16+1.7153887932442985e-16j),(-1.1307993936939935e-16+2.1625817850745487e-15j),(-1.81384921043709-1.8787937955194511j)
(-3.9444916853399345e-17+7.413815388076991e-17j),(3.1153419665765506e-15-6.541112497265615e-16j),(-1.80966742403136-0.540672430739896j)
(3.847491164123903e-17-9.374070083596098e-17j),(2.4316615043811776e-15-2.6373402844932637e-15j),(-1.8096674240313548+0.5406724307398826j)
(4.599713636168839e-18+1.3419622012460253e-16j),(3.6102226115246954e-15+8.00375483529748e-15j),(-1.80184460556641-1.3681441689399072j)
(2.521998772941778e-17+9.209777491957335e-17j),(3.163127016359539e-15-1.6505401569803832e-15j),(-1.8018446055663815+1.3681441689398737j)
(1.169560759251672e-17+4.377980724011373e-19j),(7.51488263779421e-16+5.921830282056348e-16j),(-1.8012894561009847+1.2139894274248435j)
(-1.7375852971659617e-17-4.1319904370035117e-17j),(1.9704376452608934e-15-2.4250121633305036e-15j),(-1.801289456100977-1.2139894274248328j)
(-3.479738871168253e-17+7.426316484732765e-17j),(-2.1478893590482547e-15+5.729328905803954e-16j),(-1.7927597140028315-0.7300000000000012j)
(-1.742707270298626e-17+5.232445770404371e-17j),(-1.6667791509001132e-15+1.61752556006355e-15j),(-1.7927597140028277+0.8300000000000088j)
(-3.115753389889616e-17-1.0646660486672385e-16j),(-4.809720006520385e-16+6.957655672939399e-16j),(-1.7927597140028169+2.1699999999999973j)
(-1.0659153171668378e-16-1.3643500636302414e-16j),(-2.0822131526771047e-16+3.0770668412922494e-16j),(-1.7927597140028153-2.1700000000000035j)
(4.538617555977582e-18-6.308186643949631e-17j),(-5.1567556531588055e-15+1.6300128610656266e-15j),(-1.7927597140028104+0.7300000000000074j)
(-4.35074245875987e-17+5.330668784934739e-17j),(6.206088373509867e-16+9.90158510794315e-16j),(-1.7927597140028049+2.2699999999999974j)
(5.98452627671143e-17+1.4951365061304152e-17j),(-4.804037395815741e-16+3.2736673166340574e-16j),(-1.7927597140028024-0.8299999999999951j)
