A,B,EV
(1.682156061373544e-17+4.133516621626863e-17j),(4.1730447918391193e-16-8.016822850820727e-16j),(-1.9522344068896669+1.0758994953365975j)
(-4.085531235711742e-17+5.576110656714965e-17j),(-3.2620899753839397e-16-6.77218213750421e-16j),(-1.9522344068896589-1.075899495336603j)
(1.037515187471999e-16-4.7661044626541184e-17j),(5.872583205728806e-17+5.1441841084968e-16j),(-1.9409666318115117-1.5361971055379617j)
(-2.7215642788181446e-17+7.624540857097245e-17j),(1.8575503407532004e-16+4.1074431943939625e-16j),(-1.9409666318115117+1.5361971055379602j)
(1.6505068025224107e-18-1.3139832741872528e-19j),(-2.474663458858774e-16+1.371857155964963e-16j),(-1.9409666318115095+1.3438028944620612j)
(2.4844960020445263e-16-1.2631864601475588e-16j),(-5.3820368693332845e-16+4.468759303254809e-16j),(-1.9409666318114893-1.343802894462054j)
(-1.076148081408572e-16+3.261651839847442e-17j),(2.2055599658106984e-16-3.5406873094731583e-16j),(-1.9409438187599597+0.0962053500217788j)
(2.6079151995290048e-17-2.192389666115441e-17j),(-2.962249484952785e-15+1.2972554171109044e-15j),(-1.940943818759948-0.09620535002177227j)
(-3.9709544315327977e-17-1.9106585654956037e-17j),(-9.093424271416456e-16+9.194490068486267e-15j),(-1.9380570076818098+0.2680013006493647j)
(-5.882049435776013e-17-2.3258388018911775e-18j),(1.308223431637056e-15+1.1220458423703636e-15j),(-1.9380570076818042-0.26800130064936284j)
(1.841327097942806e-17+4.3167171046106935e-17j),(9.605282330244242e-18-1.0008492832554746e-15j),(-1.930619199662872-1.1726202558001757j)
(2.4778056501997922e-17+1.2837946196308706e-17j),(9.765671893415219e-17-1.6271463473951846e-16j),(-1.9306191996628654+1.1726202558001615j)
(6.864465327967016e-17+6.192558834215756e-17j),(-2.4741995976437434e-16+3.0810884852762677e-17j),(-1.9185937185364539+1.4400000000000106j)
(1.6147447563511477e-17-4.8420873678384116e-17j),(2.007677686176512e-16-1.30083635262956e-16j),(-1.9185937185364448-1.4400000000000062j)
(-4.75769737179714e-05+1.8967504294558247e-16j),(0.0007231770086260358+3.5492760602152906e-14j),(-1.918548432503689-1.1671511427662274e-15j)
(-1.648450390600263e-05-1.002427127712179e-16j),(0.047506388977687046-5.553864286830681e-16j),(-1.914643280707896-3.238920959698778e-15j)
(2.972374610189628e-17+2.2048417816879297e-17j),(-3.222692892402464e-16-2.1339123334455255e-15j),(-1.8935925271955363+0.09673877846952743j)
(-2.4569677075290583e-17+4.993831663795454e-17j),(1.735000978918872e-15+2.207471720272436e-15j),(-1.893592527195519-0.0967387784695252j)
(0.0007422854461842758+1.9205741802773087e-16j),(0.4194209218615484-6.819121586235259e-15j),(-1.8725799882405985-6.229206290259029e-15j)
(-7.106457839379674e-18-4.6176282394022525e-17j),(-4.0668483456570224e-16+6.663031582838225e-16j),(-1.8332430797442245-0.9244041999060644j)
(1.6752672991113561e-16-2.519012298133944e-16j),(-6.742276384404671e-16+9.976747180386443e-16j),(-1.833243079744207+0.9244041999060556j)
(1.2342879514785365e-16+2.303699356273602e-18j),(2.7083427192936235e-16-3.6119618643036543e-16j),(-1.81921714979166-1.1922271257116257j)
(-6.301073397931757e-18-3.507972080713733e-17j),(-1.2247726690774864e-15-5.935372756177612e-16j),(-1.8192171497916374+1.192227125711618j)
(2.911488147146264e-17-4.8295417014179404e-17j),(1.1321393142991744e-15+1.6436943917888617e-17j),(-1.81844486867772+1.022592913162688j)
(5.564807928565211e-17-9.777344134819488e-18j),(-2.7643584558943285e-16-3.3189865471908306e-16j),(-1.818444868677712-1.022592913162679j)
(1.86864659023295e-17+1.8367488429588247e-16j),(-1.1334057781779149e-15-9.354494610868237e-16j),(-1.8119480755497586+0.24735299708720987j)
(5.298452985248615e-17-1.559455389180254e-19j),(-2.7087575250572385e-15+7.272825350185027e-16j),(-1.8119480755497381-0.24735299708721004j)
(4.044633823019705e-17-2.36118545890627e-17j),(4.335778450218639e-16+4.2370912463521553e-16j),(-1.8040353550928416+1.2898658426319913j)
(2.9019581288261544e-17+1.25512700284367e-16j),(5.707276991321614e-16-2.860462371911637e-16j),(-1.8040353550928392-1.2898658426319924j)
(8.756787579954848e-06-8.143013171332331e-05j),(0.039811836058603486+0.007402910485575027j),(-1.7990861866441499-0.8376621097568046j)
(8.756787579788555e-06+8.143013171327582e-05j),(0.039811836058603875-0.007402910485574066j),(-1.7990861866441332+0.8376621097568041j)
(4.954420755821865e-17-4.330656135035093e-17j),(-6.620233247548527e-15-3.2403603378787597e-15j),(-1.7968172131073643-0.1496235914850041j)
(-7.811608580407749e-17-7.97882317251009e-17j),(-2.6483594666857078e-15+1.0206172901174788e-15j),(-1.7968172131073592+0.14962359148500917j)
(1.1636093870145732e-17-8.370818174240487e-17j),(-1.3116575499671674e-15-1.792487675935392e-15j),(-1.7887896520376532+1.1059232142725146j)
(-1.334365008902639e-17-9.813157897876736e-17j),(3.6094594814603854e-16+4.813061665687741e-16j),(-1.7887896520376443-1.1059232142725073j)
(-4.527658435153907e-16+8.75831135387863e-17j),(-6.936169033682931e-16-4.899052392510294e-16j),(-1.7841551146382346+0.9361582295605871j)
(-2.8849321222087367e-17-4.237925904638873e-17j),(1.2298428347092854e-15+3.261923872797951e-16j),(-1.7841551146382313-0.9361582295605975j)
(1.51768858860493e-16+1.5596139728880012e-17j),(8.860544203566667e-16-1.766000694098804e-15j),(-1.7812169344414015+0.33356142526109056j)
(-3.0705154484944143e-17+8.167691155735871e-17j),(5.773241609499926e-16-2.7050508081135826e-15j),(-1.7812169344413973-0.3335614252610863j)
(-8.177280035441326e-17+1.0210854890081067e-16j),(-8.497409844360052e-16+2.4995549501704615e-16j),(-1.7735923742552644-1.203725352730331j)
(-4.197292794208993e-17-4.8556735774498413e-17j),(9.901883915953327e-16+1.207588343660136e-15j),(-1.7735923742552595+1.2037253527303329j)
(3.952623332810327e-17-4.1757832309716724e-17j),(7.145600171346059e-16-9.77959057517568e-16j),(-1.7660766731901874-0.2356588851936887j)
(2.774454132203201e-17+1.2703350338583984e-18j),(-6.404930779971318e-16-7.390656571236236e-16j),(-1.7660766731901578+0.23565888519368644j)
(0.00013258884340480205+5.984867607817619e-18j),(0.18155160863054742+8.966255342717914e-14j),(-1.760383821758222+2.284881367756279e-15j)
(-1.262581918994297e-16+1.475668367027618e-16j),(5.257506528616512e-15+8.84442494611558e-15j),(-1.7435993102514677+0.0962746825248258j)
(-1.2002089730959226e-17+1.1219677385510839e-16j),(1.5305338540590352e-14+5.136137153119957e-15j),(-1.7435993102514649-0.09627468252482367j)
(0.0016370581182291156-2.3599860200106135e-17j),(0.9823959684498362+4.981368958175419e-15j),(-1.7262277702671225+5.188028106551613e-16j)
(1.1921240107930793e-16+8.146154711339156e-17j),(-3.550946123661538e-15-1.0830057762844572e-15j),(-1.6036982555809545+0.23854505816950144j)
(4.0785582525969424e-17-9.593967455124328e-17j),(-6.019267552121941e-15-1.8361609264489127e-15j),(-1.6036982555809516-0.23854505816950658j)
(0.0002161965074713747+0.0006246447266914945j),(-0.03196051258642333-0.07247883464345238j),(-1.5925207539118222+0.14650555507097907j)
(0.00021619650747148008-0.0006246447266913093j),(-0.03196051258643519+0.07247883464346255j),(-1.5925207539118187-0.14650555507099108j)
(9.083197355048332e-18+1.0195111340023233e-16j),(4.6314864523400754e-17+8.304220071608638e-17j),(-1.5886385146567157+0.49898975380895505j)
(-1.466015225210024e-16-1.197241581993491e-17j),(-2.469795949340945e-16+3.8610737616152087e-16j),(-1.5886385146567086-0.4989897538089591j)
(4.2062565891691137e-17+1.5665720852067955e-17j),(-4.158494639733773e-16-1.5794218708852636e-15j),(-1.5860808710238345+0.9416584542212958j)
(-3.797883999816722e-17-4.278946147815927e-17j),(1.3309749345908905e-15-6.558609188487869e-16j),(-1.5860808710238328-0.9416584542212942j)
(-3.130269797426376e-17-5.075375728868559e-18j),(-4.3910004105366955e-16-1.2440218368549316e-15j),(-1.5799339528489893+0.3356310631248259j)
(2.5649928241599847e-17-7.52786652893076e-17j),(3.2791486672891174e-16-1.6090758496336542e-15j),(-1.579933952848979-0.3356310631248204j)
(-7.41570437631409e-17-1.579250799861131e-17j),(2.8270871369752317e-15+2.5366205695466145e-15j),(-1.5776116470567043-0.4071094546845358j)
(4.624974396637111e-17+1.3895480206614025e-17j),(5.023105818617997e-16+3.5634920418423975e-15j),(-1.5776116470566894+0.4071094546845368j)
(-2.9442584983463115e-17+6.527317114624548e-17j),(1.766471991762403e-15+4.888121565885912e-16j),(-1.5752243818957306-1.0337503708079911j)
(2.1780986196682646e-17-2.1547740345980607e-17j),(-9.844488486128676e-16+1.6340134657026057e-15j),(-1.5752243818957237+1.0337503708079951j)
(-1.5611981252931256e-17-2.6004243733819776e-17j),(2.3666000395112536e-15+1.1478985254895444e-15j),(-1.5680972804485342-0.24366867879210377j)
(-2.697614909408549e-17+1.3211232018330262e-16j),(1.7947351830131467e-15+1.543481552482942e-15j),(-1.5680972804485307+0.24366867879210366j)
(3.144788180598602e-17-9.319433566759485e-17j),(-3.8859401274952236e-16+1.6325899645040388e-15j),(-1.5619864157586054-0.592491675673663j)
(-2.5404359904381274e-17-8.54319800579837e-18j),(1.7030021347255896e-16-8.875495602319593e-17j),(-1.5619864157586036+0.5924916756736687j)
(2.4474217235831614e-17-1.9175749182795925e-17j),(1.0105408488577433e-15-4.9473035598440275e-16j),(-1.5588683263036536+0.8489047677044919j)
(-5.98377245782338e-17+3.885934454004038e-17j),(-1.6183598379916488e-16+7.402947746107288e-16j),(-1.558868326303644-0.8489047677044933j)
(-6.337330027004586e-17-7.231795937873818e-17j),(1.6710935371402958e-16-1.2021348853600826e-15j),(-1.5506496293839158-0.5009285493297125j)
(-5.203228537496871e-17-1.0058904346216201e-17j),(1.7163913831859538e-15-2.241115850918765e-15j),(-1.5506496293839078+0.5009285493297106j)
(-3.4741753352798104e-17-4.686884676408461e-17j),(6.463980224136019e-16-8.279724765990072e-16j),(-1.547734624646956-0.9405939547910149j)
(2.967030264238491e-17+1.7070465512146004e-17j),(1.0775812159724403e-15+3.0658055422829395e-16j),(-1.547734624646954+0.9405939547910273j)
(-2.7877106176819497e-05+0.00013237120844437875j),(0.04235295277613218+0.15905706163366087j),(-1.5336092015005782+0.71548325460309j)
(-2.7877106177081874e-05-0.00013237120844454146j),(0.04235295277613015-0.15905706163365893j),(-1.5336092015005762-0.7154832546030825j)
(3.0231118943999486e-17-3.073967331577996e-16j),(4.955508896232007e-16-5.267396674586916e-16j),(-1.5239417845513281+0.809708487237672j)
(-3.4422100748725965e-17-2.971621170978559e-17j),(1.830874889529537e-15-4.7605476163236495e-15j),(-1.5239417845513255-0.809708487237661j)
(1.0287072552216802e-17+4.1062562175030756e-17j),(1.1868121722659367e-15-1.288978550024082e-15j),(-1.5058767211763455+0.01443518091901586j)
(-2.401217969467508e-17-4.073246084397056e-17j),(9.704490083780756e-16+6.647876935847253e-16j),(-1.5058767211763378-0.014435180919016645j)
(1.207066707705747e-16+1.3714131807491357e-16j),(-3.3672912131334875e-16+8.741122000010792e-16j),(-1.5005033857120742-0.6286149433284209j)
(2.57152790898849e-17-1.4288160422768997e-17j),(1.027101913130904e-15-2.064635309025188e-15j),(-1.5005033857120662+0.6286149433284294j)
(4.3606698086566806e-17+1.3653165360943511e-18j),(-5.564123241325617e-16+1.729414024873452e-15j),(-1.4988056998794526-0.25189346663216794j)
(6.118276349585824e-17-2.795336429755237e-17j),(-1.3025916422152e-15+1.4534254539298631e-15j),(-1.4988056998794497+0.25189346663216283j)
(-4.491540172528449e-17-1.588663174627163e-16j),(-1.9302186484469635e-16+2.6096821828537014e-17j),(-1.4979204686404566-1.692201237835372j)
(-1.1567375869501028e-18+1.5180433914658006e-17j),(-2.539267094403736e-16-3.2792212994253116e-17j),(-1.4979204686404555+1.1877987621646313j)
(2.1629880280434687e-17-4.490949112799008e-17j),(-2.7976997512655864e-16-8.969430665133758e-17j),(-1.4979204686404515+1.6922012378353557j)
(-1.1894191523350477e-16-9.763405045657219e-17j),(6.672707094852406e-16-1.2389734904674357e-16j),(-1.4979204686404306-1.1877987621646338j)
(-2.718257301158725e-17+1.4157459969121577e-16j),(1.2435274562256863e-15+5.605834208405775e-16j),(-1.4967296526199494+1.4257567871747252j)
(5.2936652802048156e-18+1.7701004002548912e-16j),(5.784396875287086e-16-2.0753084739568487e-16j),(-1.4967296526199438-1.425756787174739j)
(-3.6385711364933754e-05-0.00018436838754769141j),(-0.004492426098115662+0.033917773112812154j),(-1.490340695020178+0.7230880272746478j)
(-3.63857113648236e-05+0.00018436838754783876j),(-0.004492426098123082-0.03391777311282418j),(-1.4903406950201648-0.7230880272746368j)
(7.911124281065629e-17+2.074495527277956e-17j),(-2.314320041037168e-15-3.915119660769687e-15j),(-1.489846758829139-0.10563617997189081j)
(-7.43866142820193e-18+4.603769541325916e-17j),(-2.3072989925803688e-15-7.489100234752413e-15j),(-1.489846758829126+0.10563617997189247j)
(-7.139302177205751e-17+1.249639930035197e-17j),(-1.4966896271853376e-16+1.2780072053590869e-15j),(-1.4856700426836493-0.9429622606040048j)
(1.4499929826172113e-17-2.890945064863205e-17j),(-1.1673493128335762e-16-1.813929717140643e-15j),(-1.4856700426836493+0.9429622606040006j)
(-2.4472151512182206e-18-1.6979072312431545e-17j),(2.801916947997435e-16+2.128173424012535e-15j),(-1.483907091808756+0.08245194923254985j)
(-5.397452416125814e-17+5.1028646454620304e-17j),(-4.46061196181219e-16+1.3640115765858944e-15j),(-1.4839070918087516-0.08245194923254764j)
(1.485607679303112e-17-5.601482711273098e-17j),(-9.950644143166278e-16-2.710049227504605e-16j),(-1.4831365602570041+0.496507802147039j)
(-9.847700657179269e-17+4.5624468097612375e-17j),(8.668377458086839e-17-3.233659697156978e-16j),(-1.4831365602569924-0.49650780214703055j)
(0.00014670916357143216-0.00016799436555452185j),(-0.003103168148344621-0.02457577383318667j),(-1.4826425320922898+0.16230903360302262j)
(0.0001467091635710592+0.0001679943655544967j),(-0.0031031681483409818+0.02457577383318276j),(-1.4826425320922856-0.1623090336030234j)
(-1.1346135761803515e-17+6.4686890080291935e-18j),(-5.409739677246583e-16-1.0943787363497718e-16j),(-1.481713670978919+1.277391556188034j)
(-4.531457243340439e-17-1.5998057501424587e-17j),(-2.1407058835919136e-15-1.1883267073831276e-16j),(-1.481713670978914-1.2773915561880254j)
(8.86510145953062e-17-6.018868469850624e-17j),(1.4138173467180593e-16+3.6115794125529637e-16j),(-1.4817136709789116+1.6026084438120043j)
(-6.164767232881396e-17+1.7944506511425404e-16j),(3.991122154121421e-16+1.2555954157451657e-16j),(-1.4817136709789085-1.6026084438119883j)
(9.332394439202393e-18-1.6954813171999165e-16j),(-4.3217227141736105e-16-1.4140458706308678e-16j),(-1.4806944344269197-1.33453547123236j)
(2.3982289839865114e-17-7.742623815972034e-17j),(4.871778981889968e-16+2.346342290575854e-16j),(-1.4806944344269135+1.3345354712323572j)
(-3.5173320537197754e-17-2.0824494968296053e-17j),(3.041088215586978e-15-1.4438688126067044e-15j),(-1.4768623821758429-0.3487285494103834j)
(-9.426625846173581e-18-6.018122550047243e-17j),(-1.6771105371662847e-15+3.808942447989075e-16j),(-1.4768623821758269+0.34872854941037856j)
(-5.420188839874446e-17-7.342935367422668e-18j),(2.8080854274004814e-16+6.142811682161725e-16j),(-1.4760430368765223+1.0909472589855347j)
(6.198151190798177e-20-1.0164437092964558e-20j),(6.7047876556803876e-18-1.043927644463509e-17j),(-1.476043036876513+1.7890527410144903j)
(-6.637524786224444e-18+4.830484755883144e-17j),(-7.787745558352407e-16+5.80537913271094e-16j),(-1.476043036876511-1.7890527410144887j)
(1.953460448104419e-17-3.9532945467994875e-18j),(1.3773963210822958e-15+2.0733387772814972e-16j),(-1.4760430368765063-1.0909472589855131j)
(1.408735383170096e-16-1.1222415490898906e-16j),(-3.996466018514337e-16-2.892669469245236e-16j),(-1.4747338227347122+1.5226433600881248j)
(-7.153214675458135e-17+1.2845646463129235e-16j),(-8.761385103839891e-17-1.5885529191960928e-15j),(-1.4747338227347089-1.5226433600881162j)
(4.100467904899918e-17+2.5589584291333007e-17j),(-1.2731290602801855e-16+8.628590765972947e-16j),(-1.4746500032300935-1.034930050224751j)
(3.0584703552532794e-17+1.1384646671477396e-17j),(5.30158956734459e-16+2.5749330782221758e-15j),(-1.4746500032300913+1.0349300502247563j)
(-1.8550425531903755e-17+4.403291246326949e-17j),(-1.239431552057813e-15-9.969813111247005e-17j),(-1.4722569006877104-0.4042089366494755j)
(-5.3853335067409625e-17+1.0262880812182513e-16j),(-1.051827497249093e-15+9.522275433333339e-16j),(-1.47225690068771+0.4042089366494735j)
(-2.3524404614582955e-18-2.135387792565782e-17j),(-1.0737185832129e-15-1.923909824764831e-16j),(-1.4676788886563896+0.00861935050710694j)
(-2.2236712610807143e-17-4.8301202853357075e-17j),(-2.2787730274645904e-16-2.9175109599182395e-15j),(-1.4676788886563856-0.008619350507109012j)
(-2.6435751208275617e-18+9.997954104643477e-18j),(-1.854475652849335e-15-1.1034085650694894e-15j),(-1.4605506401567672-0.25922388811661634j)
(-4.92903974913585e-17-7.309861194167707e-17j),(1.9597658048899467e-16+2.6397039576576947e-16j),(-1.4605506401567574+0.25922388811661723j)
(-2.5241672842315478e-17-2.177405688232115e-17j),(-7.298999899261879e-16+4.229131026746353e-16j),(-1.459695260628311+1.1804567664326717j)
(2.393219001968518e-17+1.9495310393721297e-17j),(1.2381376542276623e-16-2.6679028301222306e-16j),(-1.459695260628306+1.6995432335673326j)
(-5.742634168059313e-17+3.7009984977113345e-17j),(-1.5326753956529103e-15-7.244552328456577e-16j),(-1.4596952606283031-1.1804567664326624j)
(-7.626104563387504e-17-5.802000601617684e-17j),(-1.6095550333221752e-16-2.422082637804487e-17j),(-1.4596952606282956-1.6995432335673353j)
(-6.1408662202775e-17-1.0273456972051881e-17j),(-3.8208007304529357e-16-2.6873801807284034e-16j),(-1.4584988627784825+1.431551856090781j)
(1.111265121802161e-16-2.6907760855069024e-18j),(-1.1947657527184147e-15+1.3496720536931728e-15j),(-1.4584988627784685-1.4315518560907716j)
(2.4148336733039817e-17+5.7710067930281736e-18j),(1.0586838809429294e-15+6.304727410458096e-16j),(-1.4575460264377498-0.8522786445365786j)
(1.1547877498275669e-16-1.138958712995359e-16j),(5.65171601840135e-16-1.1891719282658678e-15j),(-1.4575460264377469+0.8522786445365854j)
(2.852617897081019e-19-9.882469422062787e-18j),(1.317188787889836e-15-6.195071448701843e-16j),(-1.454428314519216-0.5863240258140036j)
(2.0351677821112734e-17-6.81311224057789e-17j),(4.2926845199662377e-16-1.1335972269757893e-15j),(-1.4544283145191954+0.5863240258140027j)
(-1.0069062593408606e-17-4.7716464669244585e-17j),(-1.128971040169442e-15-6.477874423101233e-16j),(-1.451531306245497-0.2495420932412718j)
(-3.8199944288889954e-17-9.770182617948397e-18j),(-1.9784773784873113e-15+1.0822858246854648e-16j),(-1.4515313062454778+0.24954209324126886j)
(2.082226281334991e-17+2.5261921315700403e-18j),(1.6569133950461753e-15+1.512230536026704e-16j),(-1.4463151434845067-0.9449475799195568j)
(-5.952804464258096e-18-3.6438085090672554e-17j),(-6.991694937107292e-16-9.894967556623696e-16j),(-1.4463151434844999+0.9449475799195438j)
(-4.89798389195775e-17+5.0863362638426255e-17j),(6.553349106654319e-16-1.0672889792561603e-16j),(-1.4433704316052367-0.4934094323965169j)
(6.774901975811631e-17-5.307055260133456e-17j),(2.4204663475787393e-15-7.398482238293114e-16j),(-1.443370431605232+0.49340943239651824j)
(0.0005631561195689804+0.0035651590476222968j),(-0.027962921820970214+0.21996757324586425j),(-1.435084142955797-0.1604542607815764j)
(0.0005631561195698014-0.0035651590476225865j),(-0.02796292182099221-0.21996757324585242j),(-1.4350841429557748+0.1604542607815822j)
(1.1831688329643323e-17+1.5073712645176754e-17j),(1.2361227458412578e-15+9.863312816002258e-16j),(-1.428033492735439-0.34582729495084336j)
(2.8019563047462146e-18-3.415514695380934e-17j),(1.4570397702184182e-15+2.4812868241325006e-15j),(-1.4280334927354226+0.34582729495083514j)
(4.775031216232599e-17-9.255930539354655e-17j),(2.3475354802501075e-15+1.4221992750817677e-15j),(-1.411330781816194-0.2566230078241523j)
(-1.522674030769507e-16+4.5771157780782834e-17j),(-2.8776964974958676e-16+1.1237852529315015e-15j),(-1.411330781816185+0.25662300782415265j)
(2.1856712975584844e-17-3.588323267500617e-17j),(-3.400157393509016e-16-8.893309232048106e-17j),(-1.3322842628514187+1.7225801113707506j)
(-1.3906709416657592e-18-5.716039892343894e-17j),(5.26691517049316e-16-3.226265946981318e-16j),(-1.3322842628514044-1.722580111370752j)
(-9.37948083295115e-17+2.6841903133869168e-17j),(-8.942275939833868e-16+7.999707903794831e-16j),(-1.331046542336055-1.456715410749899j)
(1.5998567160794155e-16-6.40424326993431e-17j),(-5.662064150291507e-17-5.851563776768177e-16j),(-1.3310465423360436+1.4567154107499072j)
(1.3894308424988664e-16-1.5965860865283102e-16j),(9.417708020717599e-17-4.65967060339015e-16j),(-1.3234553857416496-1.640670278671844j)
(-5.753629454722e-17+1.1405619130267335e-16j),(1.3956590712396938e-15+2.1071521829007918e-16j),(-1.3234553857416405+1.6406702786718508j)
(-9.331532080912734e-17-8.931189402605739e-19j),(2.9273631281150423e-16-9.378652068774926e-16j),(-1.3232662677718505-1.819366641651044j)
(-2.0519995884940645e-16-2.1191986097751048e-16j),(-5.213226723840883e-16+3.1317835121785884e-16j),(-1.3232662677718434+1.8193666416510132j)
(-8.639310930461914e-17-1.4103317507076327e-17j),(-4.1845843709993825e-15-1.160677679041441e-15j),(-1.3231431769886826+0.2828013155465162j)
(1.0405578187100394e-16+1.4326280336141735e-16j),(3.8362936085641077e-16+1.812199309690707e-15j),(-1.3231431769886783-0.28280131554651117j)
(6.710094929809853e-18-8.217323595323537e-17j),(-1.0373413544366192e-15-4.0357104374941385e-16j),(-1.3215951904780134-1.5534115379210953j)
(3.0881007664884014e-17-3.5018105141668136e-17j),(-5.082797650187206e-16+3.8937772525283785e-16j),(-1.3215951904780077+1.5534115379210875j)
(-3.0046605388454107e-16+2.267429306690519e-16j),(-4.055233559172427e-16+3.964734025902119e-16j),(-1.3205474161463044+1.3745173851135652j)
(1.2191004707786313e-16+1.8735603373245946e-16j),(2.9392132119249375e-15-2.170512356338262e-16j),(-1.320547416146302-1.3745173851135803j)
(1.0431247676190783e-16+5.154358739596885e-17j),(4.514894387000411e-16-6.135868815906918e-16j),(-1.3144683638730004+1.7375224346054328j)
(2.6515495117145026e-17-5.011178136804946e-17j),(-3.871115496611947e-16+3.209595022833883e-17j),(-1.3144683638729948-1.737522434605436j)
(-2.090371742314628e-17-1.1040371513312751e-17j),(-1.3117806930809945e-15-7.24405766308954e-16j),(-1.3143276830068957+0.20085930211263758j)
(-7.02083267543819e-18+3.0542660311816755e-17j),(2.7680497803366023e-17-5.344794401932686e-16j),(-1.3143276830068935-0.2008593021126332j)
(-2.0343010307605893e-17+2.7732137279060743e-17j),(5.4426336220826265e-16-3.043235329407585e-15j),(-1.314112844531486-0.37956405808357646j)
(-6.859006939649223e-17-2.5292040053661862e-17j),(1.779889983916684e-15-1.5028938508908109e-15j),(-1.3141128445314707+0.37956405808356813j)
(3.6326655498772636e-17+8.196321972247642e-18j),(8.920224654645535e-16+3.630366016926441e-16j),(-1.3111061956626067+1.4713204290111623j)
(-1.5443998427124672e-17+1.5691051515074028e-16j),(1.0408777615465655e-16+9.957640980472514e-16j),(-1.3111061956625956-1.4713204290111632j)
(4.595523816323285e-17-1.0511289675114799e-16j),(2.138756154579044e-15-3.9517261818631994e-15j),(-1.3053274596966837+0.29768718849706344j)
(1.595551413499476e-16-4.004919599150239e-17j),(2.316225649776557e-15-1.190162146275875e-15j),(-1.3053274596966817-0.2976871884970614j)
(4.0412275169576064e-17+1.297042905883564e-16j),(1.2678825113574854e-16+1.8493857770758475e-15j),(-1.2716926705703984+0.48403762632448083j)
(-9.938727190683662e-17+6.870909062252309e-17j),(2.8707495547645397e-15+5.925216888267267e-16j),(-1.2716926705703906-0.484037626324478j)
(-0.0001797553488328885+0.003219995764348753j),(-0.05885321571019611+0.1163989933013533j),(-1.2670229368884856-0.39085184944793483j)
(-0.0001797553488329323-0.003219995764348713j),(-0.05885321571020309-0.1163989933013609j),(-1.2670229368884847+0.3908518494479411j)
(-2.6937183747756925e-17-6.292850638486014e-17j),(1.2059831713188864e-15+1.2105689424549182e-15j),(-1.261931171446004+0.5797440397637916j)
(-5.436036500638738e-17-1.3965777293274443e-17j),(1.181535265621169e-15+1.5437795917474266e-16j),(-1.2619311714459973-0.5797440397637863j)
(9.256264017509703e-17-1.8090838607829614e-18j),(-5.303486024194261e-17-5.459342106679222e-16j),(-1.2564045315282433-0.48599538555165334j)
(-9.271330296533581e-17-1.039346230808666e-16j),(3.400813817953259e-15-1.8909933839126718e-15j),(-1.2564045315282422+0.48599538555165883j)
(1.1239149180030704e-16-6.963198442670087e-17j),(1.6710611558223267e-16+1.1915641053465865e-15j),(-1.0723257267386328-0.9107822095470676j)
(-2.800085813791937e-17-4.446028154725495e-17j),(4.59129905864044e-16-3.3292013311308955e-16j),(-1.0723257267386268+0.9107822095470663j)
