A,B,EV
(-1.5095322175395643e-17-1.8245335998883836e-17j),(4.701269784923895e-16-1.3860732429879782e-15j),(-2.535881269789847-1.0531051526892274j)
(-3.6449740413512274e-17+7.372499146280849e-17j),(1.0479584228534e-15+2.818195735120066e-17j),(-2.5358812697898396+1.0531051526892306j)
(3.683243323255713e-05-3.4991451754440925e-16j),(-0.21227790212142394-1.635921465947077e-15j),(-2.528258116456051+4.516295797508443e-15j)
(8.096028665750466e-17-3.735243868600501e-17j),(-5.023873964101969e-16+9.666263680624116e-16j),(-2.523657825387268+1.0076124202539511j)
(-5.56399275481665e-18-3.699910531457082e-16j),(3.8942917974544666e-16-4.44357006417843e-16j),(-2.523657825387255-1.0076124202539414j)
(-1.1407595083313783e-16+1.162337189253318e-16j),(-6.117388649965217e-16+4.926703162759321e-16j),(-2.4973750770086527-0.9120109029014117j)
(6.111843214308006e-18+1.703062356880611e-16j),(-9.184560398150187e-16-5.249457544519647e-16j),(-2.4973750770086505+0.9120109029014104j)
(-8.278923635850386e-17-1.0519522269402178e-16j),(-2.606751089812978e-16+1.4052427392020526e-15j),(-2.4958766729942403-1.3525771475001367j)
(-5.985443548052312e-17+6.562286445351869e-17j),(2.5719098581136663e-16+9.002126683477002e-17j),(-2.495876672994239+1.5274228524998743j)
(-1.5372039341577008e-17+4.885007526079578e-17j),(1.6379434146686427e-16+2.5321236466597647e-17j),(-2.4958766729942345-1.5274228524998685j)
(-2.692655400239234e-17-2.6950406891398523e-17j),(-1.0541457763493266e-15-4.114204014276141e-16j),(-2.4958766729942092+1.3525771475001185j)
(-6.23581246530023e-17+6.359335262337302e-17j),(-3.425519547895556e-14+2.9431269184137253e-15j),(-2.4931973441046758-0.004634521087488605j)
(-9.610111220899919e-17+6.302453318961713e-17j),(-6.2876488875770766e-15-3.105331488646236e-14j),(-2.493197344104671+0.004634521087492259j)
(1.6863765598656426e-17-4.314785630913199e-17j),(-5.994266887194086e-15-1.7894204602688293e-15j),(-2.4925991920449735+0.09135869412612362j)
(4.7467693083498576e-17+5.524171922344263e-17j),(-1.3809623346475833e-15-1.3381503082736333e-15j),(-2.4925991920449686-0.09135869412611608j)
(-5.774738162984093e-05-3.5639245649546996e-16j),(0.17889086897459439+7.69189620270093e-15j),(-2.490005020180286-3.316791286067655e-15j)
(7.737788516615458e-18-2.9948089028586325e-17j),(-4.72812193418394e-15-2.2198839093813723e-15j),(-2.463096557191432+0.32766724192421953j)
(-1.1863938007308489e-17-3.1516570397776153e-17j),(-1.3720839542057883e-15-4.7146480742669555e-15j),(-2.46309655719142-0.3276672419242099j)
(1.15521238428704e-16-1.0878929574271855e-17j),(-8.256821212973748e-16+6.741565453842073e-16j),(-2.461457098768785-1.1068128661721957j)
(6.878078938956934e-17-3.830820162076529e-17j),(-1.438887006062405e-16-5.173022035616677e-16j),(-2.461457098768782-1.7731871338277942j)
(1.507574446121031e-17+1.4547445197841577e-17j),(-2.9202550835291666e-16+2.9045477754144936e-16j),(-2.4614570987687787+1.7731871338277967j)
(-4.4816959221283364e-17-4.984193344610761e-17j),(3.774459169098651e-16-1.522996353560312e-17j),(-2.461457098768736+1.1068128661721723j)
(3.334243151787783e-17-8.02087282775137e-17j),(9.2199683594264e-15+8.311148271026694e-16j),(-2.456646846361314+0.3750912475669784j)
(1.2864521378708016e-16-8.23511301285257e-19j),(6.903523813565473e-15+4.3417229029410144e-16j),(-2.4566468463613016-0.3750912475669732j)
(-7.101963702787222e-17+7.303897431311777e-18j),(2.397471199954906e-16-3.787946888647516e-15j),(-2.415449597061621+0.3669840999989442j)
(-4.932604664579985e-17-3.196256978527019e-17j),(-2.0278678353068227e-15-3.285118796592584e-15j),(-2.415449597061602-0.36698409999894144j)
(5.560372468323755e-17-1.3000689285740947e-16j),(1.2253371886370793e-16+3.2897108540344475e-15j),(-2.39097433810922+1.2429532517944337j)
(-4.2217364286572716e-17+8.324494256520671e-17j),(5.831502825912345e-16+2.663698437630361e-15j),(-2.3909743381092046-1.2429532517944255j)
(-7.701380742159325e-05-3.3351615610254735e-05j),(0.01456499482725256-0.027544990555650913j),(-2.3687261014134156+1.169635219351181j)
(-7.70138074216936e-05+3.33516156103557e-05j),(0.014564994827252105+0.02754499055565117j),(-2.3687261014134022-1.1696352193511697j)
(1.7983229218605444e-17+1.352072231331626e-16j),(-3.5378117485552765e-15-9.9536117882195e-16j),(-2.3494565244612895-0.5464547459130432j)
(7.867058432422662e-18+1.6665054622990294e-17j),(2.8756636618666614e-15-3.171745796380047e-16j),(-2.3494565244612677+0.5464547459130427j)
(0.00022559833298015086-0.00018397681137534208j),(-0.0630062266221468-0.03347085327106948j),(-2.336058112862959-0.4301651094346392j)
(0.00022559833298005502+0.00018397681137578294j),(-0.06300622662214442+0.03347085327107144j),(-2.3360581128629474+0.43016510943463365j)
(1.6022658576636626e-16-1.096703222249943e-16j),(-1.4995445602042833e-15-3.1530817623479625e-15j),(-2.323966498740849-0.07597975646666082j)
(-1.6209374832648716e-17+2.194513132555777e-16j),(-7.482965423997984e-15+3.3569567283258808e-15j),(-2.3239664987408437+0.07597975646665978j)
(-1.0685660986033429e-16+7.319947499890933e-17j),(-3.13394952617648e-15-4.141555754227898e-15j),(-2.3164600494763867+0.050372153876480516j)
(-2.1703337195018396e-17+3.8121024393460255e-17j),(-1.1495631617890126e-15+1.8065839491164903e-15j),(-2.3164600494763823-0.0503721538764686j)
(-6.861243326977887e-17+5.4360394588881935e-17j),(1.2431989887819825e-15+2.239369644885956e-16j),(-2.311628666808643+1.6303331798642822j)
(-9.176828112535704e-17+8.720930465285448e-18j),(3.637626851765688e-15+2.7117675672795863e-15j),(-2.311628666808629-1.63033317986427j)
(-5.088717381498499e-18+8.737580242360442e-17j),(2.97414527604928e-15+2.868290453142129e-16j),(-2.2727269127602248-1.1572788424020435j)
(2.1375354845208508e-16+3.9459927551797586e-17j),(1.3710355486492618e-15-3.3352108622160076e-15j),(-2.2727269127602074+1.1572788424020608j)
(-4.995602041586779e-17+1.395222451290893e-17j),(-1.441704230569709e-15+1.1791904915659053e-15j),(-2.2584842188184795-1.439999999999994j)
(3.478895166244468e-17-2.5392673336441945e-17j),(1.216041419045982e-16-1.901126151222563e-15j),(-2.258484218818448+1.439999999999982j)
(1.1803637126456782e-17-1.537441257483431e-17j),(-7.136841793323843e-16+7.084341107115322e-16j),(-2.254414691130227-1.0192471466463775j)
(7.884143520917239e-17-1.2693697515789184e-16j),(8.965141206595058e-17-3.3299794357875276e-15j),(-2.254414691130207+1.019247146646363j)
(4.02166370068722e-05-3.8229990918958734e-05j),(0.060446912042287027-0.08788160047253368j),(-2.2517411793501836-0.3900859154392515j)
(4.021663700733526e-05+3.8229990919084935e-05j),(0.06044691204229691+0.08788160047250465j),(-2.2517411793501707+0.39008591543925064j)
(-1.7214351480301175e-16+1.4197798886188346e-17j),(2.4024441385816436e-15-1.118936626677425e-15j),(-2.2509406832733596-0.2961559966662004j)
(4.2985791321044767e-19-5.8177794053296994e-18j),(-3.0065262766098263e-15+1.8878908023131013e-15j),(-2.250940683273336+0.296155996666204j)
(1.7326639348456587e-16-2.250803269045338e-17j),(9.31693882974651e-16+1.877002339980223e-15j),(-2.246038245224206+1.088698582210007j)
(2.4242428161886576e-16+5.335839610077986e-17j),(2.005480490698687e-15+1.055887952718626e-15j),(-2.2460382452241836-1.0886985822099886j)
(4.611049589130749e-18+1.5098690601965252e-17j),(2.8589365842551564e-15+4.1149786819549534e-16j),(-2.239313965527172+1.0285238095335574j)
(9.168401611164859e-17+9.237052832178903e-17j),(-8.613469942729695e-16-2.6233437285666006e-15j),(-2.2393139655271335-1.851476190466445j)
(-2.100855282751433e-17+1.0958713904841206e-16j),(3.0600073164633467e-15+3.2162349897378533e-15j),(-2.23931396552713-1.028523809533536j)
(-2.4125315693430546e-17-4.069178331013601e-17j),(-2.15192305814121e-15-9.27226430899122e-16j),(-2.23931396552712+1.8514761904664458j)
(-1.3986671066885146e-16-1.2318807179252073e-16j),(3.995064030339378e-15-5.512144254875416e-16j),(-2.229864605517465-1.5570568107675111j)
(-1.0314576014425411e-16+8.040662351650389e-17j),(2.2052554500739367e-15-1.3310312042401663e-15j),(-2.2298646055174576+1.5570568107674982j)
(-0.00048168566614267133+0.0006417105243563195j),(0.005772719892345596-0.02726168132385469j),(-2.2260240115690415-0.01493750280499836j)
(-0.0004816856661423235-0.0006417105243563964j),(0.005772719892349981+0.027261681323859893j),(-2.226024011569027+0.014937502804989393j)
(8.967789358773701e-18-7.304405963515852e-17j),(2.64042281598962e-16+2.2191337773546891e-16j),(-2.213162303061349-1.6887344674164206j)
(-2.590979388671747e-17-4.774000906937906e-17j),(-3.4244500431227494e-16+1.0901708857993083e-16j),(-2.213162303061346-1.1912655325836017j)
(-2.4522608859537615e-17-4.009494047807897e-18j),(-1.920983948648414e-17+2.278209683075165e-16j),(-2.2131623030613454+1.1912655325835768j)
(3.5737798963485604e-18+6.201346889441339e-19j),(2.1746536299644918e-16+3.9236713762022923e-16j),(-2.213162303061337+1.68873446741641j)
(0.0003989335188939572+0.0004498188765451842j),(0.004596909671005088+0.0509514091013747j),(-2.2065011795556284-0.7768789869879715j)
(0.00039893351889417586-0.000449818876545164j),(0.004596909671003825-0.05095140910137695j),(-2.2065011795556186+0.77687898698797j)
(-4.522903754027777e-17+7.79701689666979e-17j),(-8.934958719413859e-16+1.7262832650968803e-15j),(-2.2006132193808083+0.2456591190188744j)
(4.1859449268678675e-17+9.962678320423712e-17j),(1.4144779631263572e-15+3.3594610683310336e-15j),(-2.200613219380804-0.2456591190188714j)
(-4.9495673993023016e-17-1.0273457742117045e-16j),(-6.306705566051552e-16-1.550510200489985e-15j),(-2.188878356205239+0.6859062187158534j)
(-6.198650896404585e-17-1.0175461087467149e-16j),(-1.8151035557320684e-16-3.4633209913204047e-15j),(-2.1888783562052234-0.6859062187158398j)
(-4.25878572990043e-17-4.590515737263989e-17j),(-1.0090897992861557e-15+6.595288038383438e-16j),(-2.179347198486781+0.995684133402631j)
(4.8112544094773056e-17-6.016262759429028e-17j),(-3.234840578755064e-16+2.5060059203529975e-16j),(-2.179347198486774-0.995684133402634j)
(-5.806597425719204e-17-1.2375346592909408e-17j),(-1.6195568575322736e-14-3.865984591321785e-14j),(-2.128650633661258+0.3545017437536638j)
(1.1945053698326288e-17+1.0544803204800358e-16j),(-1.3156705641894737e-14+4.980098601600387e-15j),(-2.1286506336612576-0.35450174375367j)
(2.6499769487912272e-17-9.519833142470595e-18j),(1.2691745114277091e-15-2.352382061354114e-15j),(-2.1158357649328767+1.439999999999999j)
(-7.301976846233933e-18-8.995747309714483e-17j),(-2.300938297253607e-15-4.704153413543577e-16j),(-2.115835764932862-1.439999999999997j)
(-6.380212141237371e-17+6.18062077121131e-17j),(9.21912942900241e-16-1.8789980892171422e-15j),(-2.106547797991759-2.0626624430483593j)
(-7.949037311422796e-17-6.54966952924071e-17j),(-1.0716889114603003e-15+1.417472564800744e-15j),(-2.106547797991747+2.062662443048346j)
(0.00027763374458603714+3.5077187362454497e-16j),(0.13558473701690354-1.4018539145667386e-14j),(-2.101273921932624-2.120978407947213e-15j)
(-7.320549943585206e-17-1.9345457107030007e-17j),(6.17562120985032e-16-1.0355914973607259e-15j),(-2.096347874994583+1.4638474075475707j)
(-6.98011321874173e-17+9.618682082156373e-17j),(1.9325352158468482e-15+1.3398385885083178e-15j),(-2.0963478749945677-1.4638474075475403j)
(2.053355559548737e-17-1.905273237240596e-17j),(6.390486768132077e-16+5.447430592670293e-16j),(-2.093584451399375+2.140724277613115j)
(-3.636461218972206e-17+8.329551949373739e-18j),(-2.527658230843027e-17-6.49841497327234e-16j),(-2.093584451399366-2.1407242776131157j)
(5.618225587569992e-17+9.509876681348259e-17j),(1.460193794527891e-15+1.283474012949865e-15j),(-2.090011677483875-0.4980497006821485j)
(4.572036479218614e-17-4.710949341076307e-18j),(5.1301875767260074e-15+2.540405040062192e-15j),(-2.0900116774838735+0.4980497006821591j)
(-5.0116911260530285e-17+1.2376828020934341e-17j),(1.2927129177752796e-15-1.0204665232349009e-15j),(-2.08456495865274-1.8709438449094973j)
(3.3666727691887584e-17+5.667452298748072e-17j),(-4.251952318939282e-16-1.3091477772464003e-15j),(-2.08456495865274+1.8709438449094975j)
(-2.0417852314420792e-17+3.8686132251568115e-17j),(-3.1012909466747006e-15+5.186406426645318e-15j),(-2.082496854327428-0.6193055014624728j)
(-9.615513918586839e-17-6.569590929346936e-17j),(-1.0551051536235994e-15-2.1231329019950787e-15j),(-2.082496854327426+0.6193055014624808j)
(3.490890361329205e-17-1.0481903090227682e-16j),(5.665267168129135e-16+6.168362068175025e-15j),(-2.0766909110037175-0.8491830272481253j)
(-7.401287446075382e-17-7.941646908861127e-17j),(-2.5673177840092822e-14-2.2499032819166274e-15j),(-2.0766909110037046+0.8491830272481116j)
(1.566956701706515e-16-6.76887309818095e-17j),(-1.2685228073003752e-15-3.4692746347111693e-15j),(-2.075326497316743-1.1965550511970573j)
(8.438356802724293e-17+8.214445711191508e-17j),(5.459586322049453e-15-1.0625701416238682e-15j),(-2.0753264973167322+1.1965550511970533j)
(-6.0850277646734995e-18-1.7408865633726308e-17j),(1.5443640416682434e-15+9.771365149244082e-16j),(-2.0735450948107697-1.9432240872786246j)
(-6.1002768462087796e-18+1.6632586123377562e-17j),(3.1208078685692423e-16-1.5965683116063327e-15j),(-2.073545094810753+1.9432240872786288j)
(-1.0825740293156747e-18+6.620657180673891e-17j),(-1.2638731964655225e-15-7.324716945728166e-16j),(-2.0652816295481027-0.8299999999999992j)
(6.556117967407302e-17-3.800686997398595e-17j),(3.865650727198558e-17-5.698109376259529e-17j),(-2.0652816295480996-2.2700000000000085j)
(-3.47298379723796e-17-4.078258923641797e-18j),(-1.2218957341602725e-15+1.273043120425177e-15j),(-2.065281629548099+0.8299999999999984j)
(-1.9328840214177483e-16-1.5029969622617907e-16j),(-2.8458375931841357e-16-3.298455849172661e-17j),(-2.065281629548098+2.270000000000013j)
(-3.2554518485814236e-17+3.295248307355782e-17j),(8.548125298860993e-16-4.680430241699813e-16j),(-2.0652816295480974-0.7299999999999948j)
(2.032195819556107e-16-5.989589792681072e-17j),(4.54154458733244e-18+2.674633802346523e-18j),(-2.065281629548097+2.1700000000000093j)
(-1.7857808630740285e-17+6.971240798703782e-17j),(-8.200541254876122e-16-5.525633921283453e-16j),(-2.065281629548091-2.169999999999996j)
(6.46105118132629e-17+4.05336121860333e-17j),(-6.544947112002426e-16+1.9360620263039437e-16j),(-2.0652816295480796+0.7300000000000026j)
(-4.2497818498421563e-17+3.044844079317675e-17j),(5.222541329120354e-16-6.870661025901048e-16j),(-2.0602200528610024+1.843311903346397j)
(5.955951456314281e-17-3.048227314586731e-17j),(-6.2637499320124e-16+3.7794836789206457e-16j),(-2.0602200528610006-1.8433119033464007j)
(1.6594568206651343e-17+9.547719425863356e-17j),(2.9887840696155467e-15+9.261232799726056e-15j),(-2.0557157521784903-0.4248157325894029j)
(-3.894274230101241e-17-6.898585442853195e-18j),(2.4602153807252816e-14+3.155582002148388e-14j),(-2.055715752178484+0.42481573258940186j)
(-8.558768451752943e-17-2.91653152020796e-17j),(-1.1596231210871982e-15+1.5582914279254028e-15j),(-2.0498147809621976-2.2331877112454377j)
(-3.6619812308429764e-17-3.2483865667459206e-17j),(-9.876249978330878e-16-3.496879058647124e-16j),(-2.0498147809621914+2.233187711245437j)
(-1.2892040150008413e-16+6.836910873526263e-17j),(-1.325616120706428e-15+3.00157159315764e-15j),(-2.0469895420686592-1.698759901906224j)
(-1.380087325911063e-16+4.938432268589066e-18j),(2.365575564806555e-15-2.823047475028598e-16j),(-2.0469895420686424+1.6987599019062087j)
(8.95980142906103e-17-1.0753285958231307e-16j),(4.444572429237195e-16-7.441355839617747e-16j),(-2.046363267228973-2.3208184902279703j)
(1.5480355221230816e-17+2.687104940332134e-17j),(8.066893035609617e-16+2.366886379427602e-16j),(-2.0463632672289664+2.3208184902279614j)
(9.094938633728587e-17+6.428283124968611e-17j),(-1.9713408995896117e-15+1.7756857093668897e-15j),(-2.044038542872408+1.3555654345337835j)
(-2.2183905354471335e-17-4.346430106679859e-17j),(-8.418840891652013e-16-1.086425696956443e-16j),(-2.044038542872401-1.355565434533782j)
(-4.2292710512806826e-17+1.2240899729772663e-16j),(5.686242443248461e-15-7.505604730704486e-16j),(-2.042930797558464+0.07977308987466943j)
(8.406001894227846e-18-1.718806019945515e-16j),(4.531486293898333e-15+4.168222400657517e-15j),(-2.0429307975584488-0.07977308987467265j)
(-3.9172539360344735e-17-1.0910566551803204e-16j),(-4.782711058159063e-16-4.754905167079214e-16j),(-2.04275166339857-1.8047138185270795j)
(6.595985131399733e-17+1.0199349704038023e-17j),(3.094876534553751e-16-7.777729521379474e-16j),(-2.0427516633985676+1.8047138185270877j)
(4.0828842347892846e-17-5.918323980564522e-17j),(-9.725431388558322e-15+1.0370931368178304e-16j),(-2.0385677005979117-0.20407065280112818j)
(8.386852954787703e-18-8.702254647908431e-17j),(8.763766288497103e-16-7.591042772489459e-16j),(-2.0385677005979046+0.20407065280112768j)
(-6.517908288882775e-17-1.1266524637840726e-16j),(-5.565371831174319e-15-1.9886609686814735e-15j),(-2.0381487674891305+0.2760328729411866j)
(-1.3288249736173945e-16+4.70192922545907e-17j),(-3.773842970656342e-15-1.2011879250453873e-14j),(-2.038148767489125-0.27603287294118295j)
(-3.759283252040972e-17-1.3732656088713819e-17j),(9.549692539597643e-15-3.580743587212065e-15j),(-2.037802948999818-0.3496201945374533j)
(-3.307120103402389e-17-6.627188019005816e-17j),(-1.3867993674937452e-15+2.286387802000173e-15j),(-2.0378029489998144+0.34962019453744875j)
(-2.578324257861674e-17-5.072739797404245e-17j),(-2.090769017389304e-15+1.11236860805071e-15j),(-2.0362167833848335+1.8906020330593478j)
(-6.418760271584955e-17-2.848707319419925e-16j),(-9.347604878257127e-16+1.4443053999339799e-16j),(-2.036216783384833-1.890602033059352j)
(2.0909542022159253e-17-1.2805247909457647e-17j),(2.6526052636789573e-15+7.18970197921525e-17j),(-2.035290658243351-0.2025220516545388j)
(1.2199604795311676e-16+1.2324743507734813e-16j),(3.8986838911460856e-16-3.478637314796935e-15j),(-2.0352906582433405+0.20252205165453555j)
(8.185131257717239e-17+7.23342145892591e-17j),(-2.4679320957475154e-16+4.365970650610193e-15j),(-2.0311383176297895+0.1550440478140333j)
(-7.795611446643441e-17-1.2581970386750274e-17j),(-5.85004357299267e-15+5.607803709334656e-15j),(-2.031138317629784-0.1550440478140353j)
(-1.1021059241089993e-17+1.054924487776393e-16j),(-3.1858944345558066e-16+1.046407442191701e-15j),(-2.022666613692237+1.9537460724211664j)
(1.9048145802279165e-17-9.67452627526534e-17j),(6.337947414121477e-16+4.937653067688536e-17j),(-2.022666613692213-1.9537460724211597j)
(4.6385432686319994e-17+1.6428290855801767e-17j),(7.006872104677276e-15+7.003787648224377e-16j),(-2.0191171973010906-0.5610698649483707j)
(1.5457642204606872e-16+1.2476754462022464e-16j),(-5.853444490853601e-15+1.80019370061561e-15j),(-2.0191171973010906+0.5610698649483693j)
(2.33947326383228e-17+9.109338355815146e-17j),(3.1216699287603332e-15+1.948118319102588e-16j),(-2.016171841735989-1.6623816682380455j)
(-8.8350113607455e-17-1.464541199582001e-16j),(-1.0534292478510167e-15+2.7460403713092605e-15j),(-2.016171841735983+1.662381668238052j)
(3.096716318446136e-17+1.012004201366847e-16j),(6.204741850786692e-16+2.1181156922627463e-15j),(-2.0059411061462966-1.1121455484488756j)
(-1.9828361459718098e-17-2.819236494033846e-17j),(-9.675967207860397e-16-5.683336694418505e-16j),(-2.005941106146294+1.1121455484488711j)
(6.349686288417045e-17+5.524931329276607e-17j),(-1.137437557259783e-16-1.4367639661275912e-15j),(-2.005941106146288-1.7678544515511374j)
(3.24020309589285e-17-6.682474606753082e-17j),(9.462851558209493e-16+1.2656472462540451e-15j),(-2.0059411061462806+1.7678544515511436j)
(-4.23723370171184e-17-2.4087380016926756e-17j),(1.9186742924170163e-15+7.98867777754092e-16j),(-2.003038498732576-1.031561916619614j)
(2.9015824684646026e-17+9.310766610798999e-17j),(2.3239263481843023e-15+1.124560109968569e-16j),(-2.0030384987325665+1.0315619166196144j)
(-1.3637319663370444e-16-8.980852533533738e-17j),(-8.204274912091057e-16-1.853753907624945e-15j),(-2.001364578132918-0.8515054485901518j)
(6.79529719000805e-17+1.0492518268693806e-16j),(7.105545826985368e-15-2.9338178074270943e-15j),(-2.0013645781328817+0.8515054485901299j)
