A,B,EV
(-1.2456743332785199e-17-6.573281094323763e-17j),(-1.865175241660982e-15+1.1328845434420123e-15j),(-2.632300707186373+0.48461357506776404j)
(-3.1491992361060942e-18-5.0782566025533194e-17j),(-1.2033283250235357e-15+2.837124441259427e-16j),(-2.632300707186353-0.4846135750677641j)
(1.8031947688377256e-16+4.3400007745744173e-17j),(-2.41074168262001e-15+1.1026687316620614e-15j),(-2.6286635481660534+0.6603673066702256j)
(1.257964425847385e-16+8.869293983699426e-18j),(-6.344172540575706e-16+1.5864887661718796e-16j),(-2.6286635481660285-0.6603673066702246j)
(2.3532214302820508e-17-7.511043734281754e-17j),(2.5717539999893954e-15+1.8064092417005923e-15j),(-2.605318337068173+0.26630691426521497j)
(7.896780104876053e-18+7.103980828333713e-17j),(5.483303569478495e-16-8.428273438554674e-16j),(-2.605318337068169-0.26630691426521996j)
(-3.010600380439512e-17+2.6931338516671005e-17j),(-9.151074301109472e-16+1.3705764017875621e-15j),(-2.5763561616859882+1.858723531143214j)
(-5.3561499199102115e-17-4.4869304933344863e-17j),(-1.0469899991011229e-15-8.482216317278398e-16j),(-2.576356161685983-1.8587235311432106j)
(-9.000667183986568e-17-5.560631876497764e-17j),(-2.730767415241142e-15+6.597585679083583e-17j),(-2.570520121211742-0.27642390355800694j)
(-3.276275755231577e-17-4.281161631544648e-17j),(3.739058082013916e-16+7.657873233715738e-17j),(-2.570520121211716+0.27642390355799734j)
(9.33577859344273e-18-4.8170915493379504e-17j),(1.998293410862237e-15+9.72668328243922e-16j),(-2.570358058235501+1.3277018060217634j)
(-8.10217637917648e-18+8.698036655485809e-17j),(1.1413129497164253e-16+6.722751694971914e-16j),(-2.5703580582354904-1.3277018060217551j)
(5.0728911717556724e-17-5.873691294110365e-17j),(1.1584519265399064e-15-1.2517040096257207e-16j),(-2.5609479513128233+1.1763905683858689j)
(-7.758573952875007e-17+1.0573512896216422e-16j),(-2.566879948441896e-15-6.095910419132304e-16j),(-2.560947951312823-1.1763905683858598j)
(7.800360953890787e-18+1.6616778302463548e-17j),(3.1730863243633702e-15-2.947553566415934e-15j),(-2.544784566366794+0.060344426896702066j)
(-1.3567220853739364e-17+5.0949236266957955e-17j),(-4.608539502903606e-16+1.0861460100685929e-15j),(-2.5447845663667827-0.06034442689670838j)
(-1.1376176376016534e-16+3.839048064621957e-17j),(1.4859621651188504e-17-6.330300309879741e-17j),(-2.543934832367957+0.52807603249706j)
(-1.197732050764006e-17-3.5368259744888584e-17j),(2.1063229405242636e-17-8.651874769189855e-17j),(-2.54393483236795+2.3519239675029335j)
(-1.5289629192809515e-16-4.9139988346188035e-17j),(7.254431208178598e-16+4.838161711204249e-16j),(-2.5439348323679467-2.35192396750292j)
(-1.208711877978464e-16+8.2499748911195e-17j),(1.3614451021607734e-15-6.76459958063522e-16j),(-2.543934832367942-0.5280760324970702j)
(-6.566489103825119e-17+1.1538906539999171e-17j),(-1.260373646200497e-16+1.242940909179359e-16j),(-2.543919451760055+0.9119211951183527j)
(5.480289107695019e-17-8.23423472811299e-18j),(-5.074156344285016e-16+2.317056075806835e-16j),(-2.543919451760051-0.9119211951183493j)
(-1.500074642645145e-17+2.507735602657578e-17j),(3.540540278778182e-16+7.946342233184415e-16j),(-2.5415360773418563-0.4454179220574035j)
(-3.218306381353252e-17-1.3631951972017642e-16j),(-1.3789401381304934e-15-5.920374840644093e-16j),(-2.5415360773418545+0.4454179220574037j)
(-2.561208947803052e-17+9.831579669718961e-18j),(4.533682835375775e-16-1.7939450775411218e-16j),(-2.536933822310333+0.7576686243218679j)
(-3.2456088579742157e-17+3.49851560213976e-17j),(-4.403525810067271e-16-1.9079807208260903e-16j),(-2.5369338223103273-2.122331375678133j)
(-2.5741840970836006e-17+1.8531800911963905e-18j),(6.391466947598509e-16+5.171122255563828e-16j),(-2.5369338223103086-0.7576686243218634j)
(4.27794078456857e-17+6.897384883830574e-18j),(5.002021679181874e-17-1.90689197078537e-16j),(-2.5369338223102957+2.1223313756781255j)
(1.5928899760266078e-17-2.151401395702747e-17j),(1.6116946301803225e-15+3.1094556795264707e-16j),(-2.5367756302767694-0.6829311437171195j)
(-2.7133536698219578e-17+2.567877850448848e-18j),(-9.734975516544064e-17-1.2988721809808116e-15j),(-2.5367756302767623+0.6829311437171165j)
(-6.747102928338689e-18+3.694121520620388e-17j),(-1.5851998294816752e-16+1.5934526695139881e-15j),(-2.535847775970509+2.798030629438764j)
(-9.680298545116917e-17+3.9059229553048775e-17j),(-1.492989058269365e-16-1.0059683227537987e-16j),(-2.535847775970478-2.798030629438754j)
(-7.436881979759463e-17+4.89735043286271e-17j),(-1.7003128933307061e-15-1.795031932962969e-15j),(-2.527715089979641-1.1597466198236233j)
(1.521546111757935e-18-5.748159003787516e-17j),(-5.009462531262279e-16-1.5256878173384165e-16j),(-2.5277150899796372+1.1597466198236255j)
(0.0002352312255309378-0.0002188722314756421j),(0.008015313727502221+0.03456382895421934j),(-2.518172789787295-1.6153400004614609j)
(0.00023523122553086826+0.00021887223147541495j),(0.00801531372750463-0.034563828954220804j),(-2.518172789787295+1.615340000461455j)
(-2.496070433006407e-17-4.181026651071924e-17j),(3.8762610718839977e-17-1.8084539895588497e-16j),(-2.494156848113628+0.9984553927960474j)
(-8.68941958912734e-17-4.2065349324318816e-17j),(-7.440937300168699e-16+1.4324029319131199e-15j),(-2.4941568481136085-0.9984553927960287j)
(0.0007578010915719269-0.0002686118848730151j),(0.08859640356218558+0.031404081121650315j),(-2.4910878698674526-3.2265820989525845e-15j)
(-0.0008692103746056519+0.0006301042158058318j),(-0.11369099815127298+0.048827664159416834j),(-2.474632991072848+0.053643298763661855j)
(-0.000869210374605864-0.00063010421580619j),(-0.11369099815128225-0.048827664159434764j),(-2.474632991072836-0.05364329876366346j)
(-4.1486359863311217e-17-6.889131936806994e-17j),(-2.284670187296648e-15+7.601872878611307e-16j),(-2.4100315582243446+1.1060944936911365j)
(1.774766752624078e-16-5.336989224317583e-17j),(-1.71753874985246e-15+4.816449565877881e-15j),(-2.410031558224327-1.106094493691134j)
(5.258441144654947e-17+3.752865324435459e-17j),(-6.301561379455544e-15-3.9965010920780355e-15j),(-2.39641395590565-1.3709896207588241j)
(-6.713911629382067e-17-1.7158225922957226e-17j),(1.878270930109861e-18-1.8489497302253857e-15j),(-2.396413955905639+1.3709896207588095j)
(-1.552236932252982e-17+3.128969644176227e-18j),(-1.2296481212140267e-15-3.947209576936136e-15j),(-2.388708992612155-0.31301335395642976j)
(-8.6301912742748e-18+1.5700813745275348e-17j),(1.2883985259155503e-15-2.8562639979756067e-15j),(-2.388708992612136+0.3130133539564246j)
(6.2436503425795e-17-9.057598484612475e-18j),(8.667267009435425e-16+2.8249192145650993e-15j),(-2.3860984511358203+0.9552068231164806j)
(3.87974417478997e-17-4.4180045264826906e-17j),(1.5316344345730842e-15-2.7964911213833836e-15j),(-2.386098451135818-0.9552068231164912j)
(-1.0073814277631737e-16-1.0687703784098467e-16j),(3.356451840181605e-15-3.555602646060144e-15j),(-2.3658670641726434-1.279141193876657j)
(-2.4511698420819967e-17+5.392487348708158e-17j),(6.039345074300364e-16+9.233046837912326e-16j),(-2.3658670641726403+1.27914119387666j)
(-3.186698159640767e-18-5.567899736363788e-17j),(-4.1926806777548084e-16+5.063310691384988e-16j),(-2.3560070446379453+1.7072155905838218j)
(1.9168391647790937e-17+4.6828053662027354e-17j),(2.6327026856042744e-15+1.6998313204667984e-15j),(-2.356007044637935-1.7072155905838073j)
(-7.01709590792807e-18-3.570064231371975e-17j),(8.580843277741931e-15-2.974301051075363e-17j),(-2.3539601050328494-0.7476669535775686j)
(-7.696072087354871e-18+4.843108307489016e-17j),(-2.9791311273348624e-16-4.086174136550583e-15j),(-2.3539601050328423+0.7476669535775649j)
(5.747903750848871e-17-4.768406939080076e-18j),(-6.172381765167316e-15+5.02634800695597e-16j),(-2.3393379353418626+0.17847313195414288j)
(4.207598161529511e-17+2.011983433742139e-18j),(8.229457352920908e-16+3.996165407026723e-15j),(-2.339337935341836-0.17847313195413242j)
(5.039739837863122e-17+3.092941670816806e-17j),(3.20517812183298e-15+1.1362110500236585e-15j),(-2.329507147910241+0.06325997005665672j)
(-3.9320778165935396e-19+1.738224250255379e-17j),(1.747656479953534e-15+2.212710553341698e-15j),(-2.3295071479102374-0.06325997005664939j)
(-6.0557660817999896e-18-7.089433588017112e-17j),(1.0598350311547022e-14+1.0701548179496358e-14j),(-2.3099985583970915-0.10450458624180946j)
(4.842170669392923e-17+2.8170142708490535e-17j),(-3.739156957500097e-15+5.476634405335235e-15j),(-2.3099985583970892+0.10450458624181076j)
(3.2214610038176695e-17+8.416291222092299e-17j),(-1.7553614440705573e-15+3.5327995155217307e-16j),(-2.295340571833041-1.9793409948689078j)
(-9.651433706439465e-17+1.4764750134339672e-16j),(-2.719686314110361e-15+1.4053763934152011e-15j),(-2.295340571833024+1.9793409948689096j)
(-1.0557404222826015e-16+1.2548604463669323e-16j),(4.9215754174443934e-15+3.345522551184871e-15j),(-2.291393378781276+0.4130633358980831j)
(2.9417381600755565e-17+9.52024807621165e-17j),(-4.8186076306723075e-15+4.5762144742926295e-15j),(-2.291393378781249-0.41306333589806954j)
(-1.807246476234601e-17-1.0058853396954381e-16j),(1.6668540568505193e-16+9.207802078475998e-17j),(-2.289631578771203+1.4399999999999864j)
(3.2081342204302682e-18+6.817907169088202e-17j),(-2.785633792914543e-16+5.322197068810438e-16j),(-2.2896315787711927-1.4399999999999986j)
(-1.4643936751340752e-17-4.5830637744832257e-17j),(-4.635717880876114e-15-3.694399963024144e-15j),(-2.288904558215635-0.6543071282862072j)
(-6.26410935147085e-17+9.396974948198754e-17j),(2.5301307967532558e-15+4.7196439228226125e-15j),(-2.288904558215635+0.6543071282862134j)
(0.00048214738364534167-2.1043618559704114e-16j),(-0.07996479590964278+6.339137174590895e-16j),(-2.284901398970885-6.574015796543723e-15j)
(-2.9618073929496415e-17+2.3986927245578526e-17j),(2.9154097479775762e-15+9.123024545378802e-15j),(-2.279389684049008-0.6214848029935834j)
(4.6592301499553246e-17+7.486464571552178e-17j),(1.7992754991443375e-15+1.6265896758742669e-15j),(-2.2793896840489953+0.6214848029935807j)
(-4.9411086930654913e-17-1.0888882633469924e-16j),(-2.1982332246220513e-15+2.0574622621109138e-15j),(-2.2732066196789753-1.652203451382345j)
(1.040274497873704e-16+2.6325059385289695e-17j),(-1.5613806739928224e-16+3.47941577691583e-15j),(-2.273206619678967-1.2277965486176765j)
(2.5336184275881214e-19-1.005104843474675e-18j),(-9.097248122882638e-17+1.7489893057213134e-16j),(-2.2732066196789655+1.6522034513823338j)
(8.237557016865867e-17-5.85657524149681e-18j),(4.964903751852236e-17+1.1586996314919883e-15j),(-2.273206619678955+1.2277965486176545j)
(1.1175311080729602e-18-1.1022029442041725e-16j),(-4.336644389715468e-15-5.289823534979835e-15j),(-2.270966204137602+0.21155894033646494j)
(-2.698417947330515e-17+2.503699115828556e-17j),(-1.1464034090078189e-17+1.7826166509081856e-15j),(-2.2709662041375873-0.21155894033646028j)
(-8.504769310587677e-17+1.302996769664938e-17j),(2.86594536616259e-16-3.8516884381913995e-15j),(-2.261867525594676-1.862221796197753j)
(-3.531472139688497e-18+3.0442019343729155e-17j),(4.644178215425043e-16-1.3466672145494397e-16j),(-2.261867525594665+1.8622217961977336j)
(-0.00023943641078291288+5.772479488758489e-05j),(-0.01799367159368606-0.004338024440892228j),(-2.23595065310664+3.5090032053019328e-15j)
(4.224575495055229e-17-1.1266657187135723e-16j),(7.254544006869322e-19-2.5886687895553977e-15j),(-2.2350308615310452-1.440000000000011j)
(3.001530406971421e-17+1.5310380404784956e-17j),(-5.958801373819208e-16-2.125332644624295e-15j),(-2.2350308615310204+1.4399999999999864j)
(0.00014624457915686533+0.0002092268328808479j),(-0.0015205072184231172+0.002278368624591239j),(-2.2326379358589774-1.5702678642583003j)
(0.0001462445791574894-0.00020922683288089302j),(-0.0015205072184181212-0.002278368624579377j),(-2.2326379358589707+1.5702678642582961j)
(-8.711697854229146e-17+3.961069839488703e-17j),(2.83447901406686e-15-7.320935746829053e-16j),(-2.2324440448141556+0.1296235561149077j)
(1.7322005762147644e-17+9.822889736254534e-18j),(2.679423747890391e-16-7.526131106999181e-16j),(-2.232444044814139+3.0096235561149207j)
(-5.716216503743507e-17+4.542689477303408e-18j),(2.574390824047528e-15-1.7566351149383625e-16j),(-2.2324440448141334-0.12962355611491208j)
(1.677166022867837e-16+9.485601824698896e-18j),(-1.8541123484649624e-16+2.1153007255094572e-16j),(-2.2324440448141227-3.009623556114913j)
(-8.395317569002314e-19-1.1440822995342153e-16j),(8.66764307621209e-16+5.898739481405843e-15j),(-2.228336058597561+1.0889525310782886j)
(7.728670804085959e-17+9.527478927327212e-17j),(-7.836200373019039e-15-1.7146242437805041e-15j),(-2.2283360585975447-1.0889525310782966j)
(1.9556053466265576e-16-8.389230011778414e-17j),(-5.099620718223051e-16+3.7247838218544564e-16j),(-2.216125834206192-2.1068837842309174j)
(-1.4847803087711243e-18-1.515873370037036e-17j),(1.8483643771747183e-15+1.4781368965018631e-15j),(-2.2161258342061863+2.106883784230927j)
(-3.038306133263355e-17+1.5346485593016196e-17j),(2.76145888526937e-15-4.3744518007720416e-17j),(-2.197893033835978+0.9590827874530373j)
(-9.45011145649986e-17-4.8750804889193423e-17j),(2.288271790694382e-15-7.587811877581151e-16j),(-2.1978930338359373-0.959082787453017j)
(-0.000222264764171281+1.7761160992083185e-05j),(0.09977356708162652+0.007972898422797471j),(-2.187526157307318-8.109832250191573e-17j)
(2.965969023472113e-17+7.339317475272191e-17j),(-1.7130569499870162e-15+4.83580944277518e-15j),(-2.183725987806278-1.2681129367073394j)
(-1.4477312364637544e-16+1.7538118874521606e-16j),(1.01841442499052e-15-1.6984454123163812e-15j),(-2.1837259878062634+1.2681129367073372j)
(0.0002671222904341117+0.0007518373771748519j),(0.03443766983402781+0.014977772135522666j),(-2.180813701995939-0.7719810698262691j)
(0.00026712229043401696-0.0007518373771745826j),(0.034437669834020274-0.014977772135528825j),(-2.1808137019959384+0.7719810698262677j)
(2.6378224503340713e-17+2.078124021335611e-18j),(2.9555456440041756e-15-4.761271716450044e-16j),(-2.174205103007223+0.24071709770629587j)
(4.192708971813192e-17+2.858617929076827e-17j),(4.398341325507957e-15-1.6787952526494342e-15j),(-2.1742051030072207-0.2407170977062956j)
(4.325072885710742e-18+1.164662072067026e-16j),(-2.382727262128417e-15-3.5482523172358554e-15j),(-2.171829498232045-1.953224942133822j)
(-3.843149163211882e-17+1.9318012698623552e-16j),(3.035295237614507e-15-2.927716045369095e-15j),(-2.171829498232041+1.9532249421338252j)
(-3.820665380751606e-17-5.513736182088943e-17j),(2.535898154883809e-15+1.735084903870515e-15j),(-2.1682040795401707-1.9080829204563874j)
(-7.886018647272594e-18+3.546287638260191e-17j),(-1.8334225017497756e-15-2.2533760899952205e-15j),(-2.168204079540163+1.9080829204563785j)
(-6.3557292989264e-17-9.077285922381805e-17j),(-3.739147960258266e-15-6.09173796088879e-16j),(-2.166924119119075-0.43324760137835555j)
(-8.478369350311642e-17-2.538744058659545e-17j),(-9.959250718819637e-16-2.103386133268917e-15j),(-2.166924119119051+0.43324760137834817j)
(8.030840704069669e-17+4.108720053707696e-17j),(3.910787888605046e-15+2.689229282491125e-15j),(-2.165475120500083+1.211042885960729j)
(1.4706633346845804e-17-2.2185907664365418e-16j),(4.299154187129588e-15+3.2723306183529605e-15j),(-2.165475120500053-1.2110428859607203j)
(-1.765914342094294e-16-4.349367961376367e-17j),(-4.8301109390207835e-15-2.0286980698677401e-16j),(-2.154416866910712+0.4695429137156172j)
(3.5208366289256955e-17+1.901272447698271e-17j),(4.05983688095426e-15+2.246040201852565e-17j),(-2.154416866910697-0.46954291371562307j)
(-7.405305413506927e-17+2.5527049968594002e-17j),(1.2786110272779143e-14+9.5134946116936e-15j),(-2.153005137046028+0.8739015310647731j)
(-1.2294567448195672e-16+4.2866172642396795e-17j),(3.2915288015570666e-15+1.497451528924743e-15j),(-2.153005137046022-0.8739015310647552j)
(-1.0005581897255738e-16+7.806394596481551e-17j),(1.511950430969996e-15-1.8754869465596587e-15j),(-2.150714410286499+2.6112457511208857j)
(1.3319779646061087e-18-1.9141180402900907e-16j),(7.514339258301593e-18+3.3070830924463483e-16j),(-2.1507144102864855-2.6112457511208804j)
(-6.109242425355346e-18+2.0442090779897755e-18j),(9.935560358629916e-17-1.5806606665779443e-15j),(-2.1426619893217405-0.17090967301233348j)
(-9.825060967107516e-18+6.307370801879369e-18j),(-1.5800651214991272e-16-2.7914871922047925e-15j),(-2.142661989321711+0.1709096730123415j)
(2.7850998679225906e-17-2.5848816259276993e-17j),(1.0015929666146764e-15-3.720518176120087e-15j),(-2.141644788949808+0.8333085284002041j)
(3.909559355935988e-17-2.862053694569619e-17j),(-3.0884155473574385e-15+2.701501501942248e-15j),(-2.141644788949799-0.8333085284002059j)
(-1.0973456633016119e-17+3.378902213645796e-17j),(7.346233509277207e-15-9.132528176524966e-15j),(-2.1383844548951623-0.07256067861047227j)
(1.2336041885042832e-17-4.4660422483754364e-17j),(-2.566380254629803e-15-6.138352910838114e-15j),(-2.138384454895159+0.07256067861046343j)
(0.00016211172293423629-1.8149878601296824e-05j),(-0.11612163836327549-0.013000871257910766j),(-2.131046412754698-1.5753635303299442e-15j)
(2.726968298523729e-17-3.564876301030144e-18j),(-9.85017578625006e-16-1.1510898266304003e-15j),(-2.0876130823639243+1.5068983014877924j)
(-2.2680256749751355e-18-2.5381600065156665e-16j),(6.22732155615995e-15+8.284888610564433e-16j),(-2.0876130823639225-1.5068983014877804j)
(-3.548613617467568e-17-3.263676772812314e-17j),(1.365464031081e-15+3.5368982931805892e-15j),(-2.0856054663277233-0.7300000000000083j)
(-5.0025877563831974e-17-5.674818238911361e-17j),(1.2970758602736025e-15+1.8144455810397233e-16j),(-2.0856054663277215+0.7300000000000033j)
(-5.669852310029562e-17-1.0021418960908182e-16j),(-1.90345172687026e-16+9.023503565892912e-17j),(-2.0856054663277135+2.2700000000000067j)
(1.2796233658312922e-16+2.624429783871973e-16j),(-1.1572604460921765e-15+3.2491477031490407e-16j),(-2.0856054663277113+2.1700000000000044j)
(2.4628349976587672e-17-8.962170353841378e-17j),(2.5688812198956174e-15-2.5079806636029755e-15j),(-2.085605466327707-2.1699999999999866j)
(-2.50223762266222e-17+9.939552304497386e-18j),(-8.54875338164342e-16-3.8967615833182203e-16j),(-2.085605466327707+0.8299999999999987j)
(7.439601204039214e-17+3.348318633702915e-17j),(-2.1910279351683816e-15+5.940171006195198e-16j),(-2.085605466327699-2.2699999999999894j)
(-2.0352308045886607e-17-3.0619383686506224e-17j),(3.942068086895774e-15+1.4858934231404233e-15j),(-2.085605466327694-0.8299999999999979j)
(8.345938507846085e-17+4.34766807250092e-17j),(3.793725067565647e-16-1.5251694881238606e-15j),(-2.072147407203889+0.6014191743414362j)
(-2.5487984862894577e-17+5.3747578509439e-17j),(-3.871017972129698e-15-2.3143322728692905e-15j),(-2.0721474072038792-0.6014191743414338j)
(-8.550159808999157e-17-1.0490653416844063e-16j),(-1.070468715027463e-15+8.567244404377395e-16j),(-2.0633648453365705+0.8514326773478247j)
(7.375942841867489e-17-7.31560027946843e-17j),(3.0268788136257954e-15+8.774002835360851e-16j),(-2.0633648453365643-0.8514326773478155j)
(-0.0038474007275102417+0.003366329454285593j),(0.1341257248889099-0.2305233510123782j),(-2.0627659585609917-1.7092017690893473j)
(-0.0038474007275101805-0.0033663294542854165j),(0.13412572488891925+0.2305233510124195j),(-2.06276595856097+1.7092017690893428j)
(-4.8467543518012013e-17-1.6403099899265445e-16j),(-4.8644111921012725e-15+5.175005144594195e-15j),(-2.060261980160236-0.9829618024564476j)
(-1.6075458719220692e-17+4.4229508592535396e-17j),(5.56573830080015e-15+2.610115914099105e-15j),(-2.0602619801601993+0.9829618024564337j)
(5.654030806595073e-17-1.7531362951892973e-17j),(-1.3066498993668993e-15+4.5263450766377675e-15j),(-2.059591614914856+0.789085647356789j)
(4.427601467372955e-17-5.629013219149071e-17j),(-1.0155345009928999e-14+9.565475659307419e-15j),(-2.0595916149148388-0.7890856473567857j)
(2.6266047141836506e-17-8.416114916007452e-17j),(6.287277403470873e-15-3.71848110599701e-15j),(-2.0541263713185143+1.7322917712164172j)
(2.2806441343152605e-16+3.564755936431041e-16j),(3.647934435506815e-15-3.98512475497317e-15j),(-2.0541263713184996-1.7322917712164125j)
(1.1955707438642902e-16+6.861313279805424e-17j),(2.371702340152294e-16+1.6610781404351675e-15j),(-2.0523306319086987-2.453834365187583j)
(1.0410320381337967e-17-5.19829725725585e-17j),(2.4288476403368638e-15+3.0444295580519267e-15j),(-2.05233063190869+2.4538343651875865j)
(1.3285335603435975e-17+2.7232257131734228e-17j),(3.4880803573937053e-16-2.4626847670936108e-15j),(-2.048882910704344+1.4635034005099232j)
(3.756285843830902e-17-1.107465307798273e-16j),(-5.299884678863707e-15+2.482889310499897e-15j),(-2.0488829107043327-1.4635034005099183j)
(2.576845961582575e-17-6.217687830264306e-17j),(-1.7327897689199425e-17-1.8205713676594573e-15j),(-2.040862583309407+1.0297292621288245j)
(7.399818501248307e-17-3.446439416317838e-17j),(-9.248020829585784e-16+6.348890997016926e-15j),(-2.0408625833094027-1.0297292621288143j)
(1.2864047526680038e-17+3.051735583889842e-17j),(8.902145039594208e-16-1.1205455292544188e-15j),(-2.038830510513035+1.9704223132626486j)
(5.936394104645998e-17+2.3651469263052968e-17j),(-2.1635345607440057e-15-8.2160386411267345e-16j),(-2.0388305105130256-1.9704223132626566j)
(2.0681623953919416e-16+4.966759588669932e-16j),(-1.449100971328444e-14+3.407572044493124e-14j),(-2.0377881611234883+1.7124859034659419j)
