efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,L first gap,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,first_gap_flag,epsilon,e_l,TV
0.23953436342569062,-0.015948041438961322,1.7435653122128512,0.06397098603482754,0.003488541625454389,0.7692307692307693,,3,0.11,0.1,4.875000000000001,0.5,1,1,0.0029999999999999983,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.009999999999999995,-3
0.23701655458532706,-0.020701766640542917,1.9634041008922871,0.04020954629704549,0.008986353708274941,0.7692307692307693,,3,0.17517241379310344,0.1,4.875000000000001,0.5,1,1,0.02255172413793103,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.07517241379310344,-3
0.23491760956928237,-0.023885312840943047,2.2234329902852283,0.017063855506331112,0.018213240242757757,0.7692307692307693,,3,0.2403448275862069,0.1,4.875000000000002,0.5,1,1,0.042103448275862064,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.1403448275862069,-3
0.23330873253580175,-0.025607397175444066,2.523398329566684,-0.005832598189010718,0.030461022270714955,0.7692307692307693,,3,0.3055172413793103,0.1,4.875000000000001,0.5,1,1,0.061655172413793084,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.2055172413793103,-3
0.23225574099560997,-0.0260300234436645,2.8612860752110545,-0.028849676495358294,0.04499888290950905,0.7692307692307693,,3,0.37068965517241376,0.1,4.875000000000001,0.5,1,1,0.08120689655172411,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.2706896551724137,-3
0.23181191336216317,-0.02534871563479919,3.23355075936667,-0.05235555927911359,0.061142169475882045,0.7692307692307693,,3,0.4358620689655172,0.1,4.875,0.5,1,1,0.10075862068965515,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.3358620689655172,-3
0.2320111877796336,-0.023773305368005645,3.635436887555744,-0.07670856656883165,0.07829768609149282,0.7692307692307693,,3,0.5010344827586206,0.1,4.875000000000001,0.5,1,1,0.12031034482758618,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.40103448275862064,-3
0.23286313235772488,-0.02151152573361481,4.061323214836071,-0.10224565257056725,0.09598603959342364,0.7692307692307693,,3,0.5662068965517241,0.1,4.875,0.5,1,1,0.13986206896551723,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.4662068965517241,-3
0.23435069051552715,-0.018756675444570277,4.5050546846209345,-0.1292688740600161,0.11384526114150346,0.7692307692307693,,3,0.6313793103448275,0.1,4.875000000000002,0.5,1,1,0.15941379310344825,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.5313793103448275,-3
0.23643102070596933,-0.015679656638105874,4.960248627596844,-0.15803190066722245,0.13162146394010443,0.7692307692307693,,3,0.696551724137931,0.1,4.875000000000001,0.5,1,1,0.1789655172413793,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.596551724137931,-3
0.23903907159918858,-0.012424972722815147,5.420570983363063,-0.1887286612436837,0.1491521894035696,0.7692307692307693,,3,0.7617241379310344,0.1,4.875,0.5,1,1,0.19851724137931034,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.6617241379310345,-3
0.24209307253731374,-0.009109872051729664,5.879979862794971,-0.22148573294339952,0.16634702352953634,0.7692307692307693,,3,0.8268965517241379,0.1,4.875000000000001,0.5,1,1,0.21806896551724136,0.3,3000,3000,1,0.8,0.7,0.5,0.5,1,False,False,False,False,False,1e-06,0.7268965517241379,-3
